3prime_site	Count
23	1
11957	2
65	1
404	1
560	1
477	1
537	1
529	1
508	1
811	1
653	1
904	1
1184	1
1633	1
1964	1
1464	1
2364	1
2341	1
1461	1
2317	12
1574	1
2278	1
2379	1
2373	3
2162	1
2313	1
3182	1
2164	1
2377	1
2738	1
3660	1
2361	1
3330	1
2350	1
2349	1
2366	1
2358	2
2338	1
2305	1
2359	1
2890	1
2970	1
2863	1
2801	1
2779	2
2647	1
2769	1
2786	2
3262	1
3195	2
3502	1
3747	1
4975	1
3394	1
3592	1
3804	1
4044	1
3992	1
4066	1
4077	1
4363	1
4143	1
70917	5
4157	1
4281	1
4373	1
4398	1
4405	4
4414	2
4441	1
4699	2
4550	2
5266	5
4765	1
5197	1
5501	2
4861	1
4952	2
4873	1
4974	1
5177	1
5692	1
6300	1
4900	2
5025	1
5662	1
5635	1
5267	1
5633	1
5276	1
5455	1
5096	1
5456	1
5461	1
5494	1
5148	1
5341	1
5366	1
5536	1
5703	1
53115	3
5681	1
6108	1
123288	17
5884	1
6376	1
6955	1
7267	1
7268	3
7639	2
7646	1
8246	2
7973	5
8007	1
8045	1
7889	2
8742	1
7847	1
8230	2
7795	1
7755	1
8067	1
7965	2
8288	1
8298	1
8236	1
8549	1
7960	1
8155	1
7976	1
7968	2
7975	1
8259	1
7966	1
7757	1
8238	1
8480	1
8197	1
7974	1
7945	1
7914	1
8424	1
8058	1
8275	1
8173	1
8455	1
8465	1
8428	1
24016	2
8523	1
8657	1
8819	1
8845	1
8813	2
8833	1
8854	1
8852	1
71621	348
8870	1
9018	1
9189	1
9247	1
9541	1
9294	1
9752	1
9297	1
9553	1
10768	1
10938	1
10734	1
9369	1
10566	1
10713	1
10050	1
9918	1
9258	1
9260	1
9302	1
10115	1
145648	767
11364	1
9704	1
9766	1
10784	1
10949	1
11736	25
10906	1
10068	1
10154	1
9853	1
10059	1
10664	2
10270	1
9975	1
10029	1
10181	1
10096	1
10245	1
10452	2
10362	1
10968	4
10740	1
10590	1
11407	1
132389	2
10579	1
11105	1
10537	1
10721	1
10634	1
10854	1
11689	6
10469	1
10439	1
10596	1
11508	1
10435	1
10992	1
11704	2
10540	1
113385	1
10642	1
11319	1
11460	5
10959	1
53145	2
11480	1
10965	1
10879	1
11351	7
10942	2
10900	1
10998	2
10925	1
11119	6
11086	1
11734	1
11207	1
11266	1
11203	1
11263	2
11615	1
11767	1
11189	2
11114	7
11567	2
11632	1
11113	2
11601	1
11127	1
53114	1
11620	3
11107	2
11191	2
11158	1
11670	3
11304	1
11555	1
11343	1
11483	1
11481	1
11584	1
11652	1
11551	1
11400	1
11005	1
11264	1
11418	3
11470	1
11309	1
11421	1
11526	1
11623	1
11719	2
11771	1
11713	2
11640	1
10980	1
11622	1
11267	1
11246	1
11592	1
11412	1
11132	1
11589	1
120260	1
11654	1
11034	1
11221	1
11149	2
11125	1
11271	1
11102	1
11735	1
13524	1
11354	1
11253	2
11154	1
11763	1
11681	1
11199	1
11702	2
11441	1
11546	1
11238	2
11822	1
11098	1
11449	1
11366	1
11042	1
11087	2
11751	2
11146	1
11116	1
11706	5
11796	1
11423	1
11599	1
11697	1
145230	1
11490	1
11108	1
11574	1
11732	1
11694	1
10986	1
11283	1
11104	1
11415	1
11357	1
11323	1
10996	1
11185	1
11206	1
11720	1
11020	1
11731	1
11643	1
11887	1
11739	1
10995	1
11456	1
105675	1
11478	1
121147	1
11363	2
11468	1
11327	2
11730	1
11068	1
11427	1
11825	1
11583	1
11297	1
11699	2
132394	7
11755	1
11603	1
11695	2
144685	1
11685	3
11710	1
11963	1
12100	1
11900	1
12090	2
12312	1
12099	1
13448	5
12390	1
12178	8
14969	1
11995	1
11760	1
12174	1
12464	2
11749	1
11804	1
12097	2
11993	1
12245	1
11812	1
12188	1
12091	1
11897	1
13538	1
12203	1
11939	1
12951	1
12667	1
12093	1
12375	1
36265	2
12015	1
106020	22
106841	1
12428	1
13346	1
14171	1
15092	3
16304	1
15736	1
15750	1
16626	1
17001	5
16554	1
17130	1
16463	1
17163	1
16880	1
17063	1
16827	1
17944	1
