3prime_site	Count
98	1
275	1
334	1
201	1
368	1
396	2
497	1
476	1
448	1
543	1
743	469
4962	69
747	21
6044	285
740	1
665	2
765	1
6783	2
530	1
888	1
5463	86
9163	1
6048	5
8736	1
6075	2
617	2
555	1
643	1
6051	1
5533	1
729	1
5953	1
8679	1
6029	1
7960	1
9388	3
5058	2
6644	1
690	1
7069	1
634	1
628	1
812	1
1844	1
1290	1
899	1
1120	1
1725	2
1590	1
1043	1
1048	2
1852	1
2065	1
1414	1
1369	1
1552	1
1336	1
2597	1
1650	1
1352	1
2099	1
1673	1
8123	1
1777	1
1608	1
1688	1
1539	1
1783	1
2144	1
2218	1
3905	1
3240	1
2900	1
4535	1
2935	1
3924	1
3338	1
6647	1
3571	1
4447	1
4356	1
4395	2
3787	1
3760	1
6520	1
3798	1
4415	1
3826	1
3998	1
4154	1
4120	1
4565	2
5908	1
4551	1
4534	1
5419	1
5804	1
4766	1
5954	1
7570	1
5966	2
5782	2
7415	1
5934	1
5688	1
5708	1
6402	1
5838	1
5858	1
5857	1
6333	1
6988	1
7471	1
6249	1
6835	1
7567	1
6504	1
6442	1
6452	1
8084	1
7562	1
8953	1
7305	1
7391	1
7214	1
8811	1
7655	1
8110	1
8229	1
9150	1
7879	1
8919	1
9242	2
8729	1
8826	1
8423	1
8392	1
8094	1
8290	1
8312	1
8669	1
9038	1
8894	1
9094	1
8681	2
8779	1
8831	1
