5prime_site	Count
9174	1
9030	2
9175	2
9277	1
9355	1
9076	2
9272	1
9216	1
9345	1
9181	2
4913	101
5777	41
5795	1
8369	289
4911	1
5390	128
5976	258
5954	52
780	1
5949	1
8267	1
592	1
4919	6
5960	44
5936	7
2295	1
9223	1
8813	1
8386	1
9069	1
5980	3
650	1
5983	2
801	1
8389	3
5578	1
4922	2
8379	1
695	1
8440	1
5917	1
6134	2
9043	1
8134	1
8341	1
9487	1
6731	2
770	1
5992	1
7185	1
9074	1
830	1
9064	1
13643	1
1397	1
9444	1
8706	1
1783	1
1655	1
1117	1
1138	1
1094	1
4570	1
2126	1
1495	1
1893	1
1649	1
1817	2
3806	1
4011	1
1868	2
2875	1
5201	1
9188	1
1874	2
1870	1
1856	1
2199	1
2332	1
4630	1
3877	1
2978	1
7490	1
3553	1
4604	1
3421	1
4567	1
4416	1
4472	2
4024	1
3975	1
6565	1
4167	1
6693	1
4641	2
4075	1
4220	1
5495	1
4707	1
4849	2
4631	1
5515	1
5855	1
6044	1
8029	2
6028	1
5873	1
7471	1
6019	2
6200	1
6015	1
9451	1
6749	1
6056	1
6013	1
6373	1
7074	1
8258	1
6706	1
6880	1
6626	1
6824	1
6924	1
6839	1
9438	1
8500	2
7711	1
9132	1
7420	1
7680	1
7704	1
8863	1
9322	2
9318	2
8307	1
9528	1
7938	1
9017	1
8811	1
9196	1
8460	1
9285	1
8694	1
8375	1
9545	1
9082	1
9295	1
8741	1
9461	1
9054	1
8899	1
9581	1
