end_site	Count
9421	2
9293	1
9622	487
9510	5
9611	20
551	81
550	3
9623	36
552	6
509	1
548	3
543	1
532	1
627	1
9553	6
537	1
553	1
9583	4
9624	31
549	1
536	1
6651	17
6171	86
843	12
9485	6
1130	74
1114	62
9554	9
6138	15
1119	56
1027	6
1394	1
1560	1
1129	153
1009	1
6658	5
9621	405
1041	1
6157	2
4686	52
9614	15
1125	23
805	1
6143	6
1103	5
1107	4
9610	33
1951	7
9607	29
1113	9
4401	24
9441	4
744	1
6748	1
2644	28
6663	2
1003	1
9477	1
6165	5
836	2
9470	1
9617	14
6145	11
808	4
1080	3
6167	8
1120	19
9618	62
1127	14
2353	1
1126	26
6135	6
1106	12
4138	31
6303	1
821	1
712	1
9420	1
1108	6
3559	3
9569	7
5510	6
6661	5
818	2
857	2
1842	1
4861	7
9404	2
1011	4
9490	5
9606	34
794	1
9433	4
9551	13
6120	1
819	3
1118	6
9566	3
4631	4
1605	1
9378	1
9456	6
8893	1
9608	21
756	3
5504	1
6168	8
6652	12
6153	54
9347	2
9584	5
835	2
2634	2
1007	3
6647	4
1010	4
9615	26
3533	4
9527	4
4676	10
6657	1
1111	3
6148	4
9605	11
9619	31
833	6
698	2
9557	9
1072	3
6152	3
988	1
841	2
1044	1
6653	6
6155	6
9612	27
6159	4
9515	6
9395	3
4688	31
9550	3
811	1
9416	1
9576	3
9582	2
9588	11
9383	2
8528	1
9575	5
2741	1
9324	1
711	1
4674	8
1016	2
884	3
4130	2
6649	6
9626	98
9629	5
9627	31
9489	2
9572	5
758	8
9546	3
1052	1
4690	2
829	1
1024	5
4696	30
9538	4
828	3
1042	2
5990	1
826	1
9516	9
3208	1
1032	3
9599	8
7269	4
5190	2
2055	42
6655	4
3521	1
9561	6
1022	1
9325	1
842	4
6147	9
1036	1
9464	3
9620	37
9577	4
9478	1
1023	1
1078	2
6110	2
2857	1
6175	16
757	4
6140	5
2062	5
9483	2
1004	4
9331	1
9558	7
830	1
9560	7
4692	8
9474	3
816	3
6091	1
9519	1
1074	1
9481	3
858	1
743	1
787	1
708	1
2639	2
1031	1
2676	20
