Genome position	Count
0	8000
1	8001
2	8002
3	8003
4	8004
5	8005
6	8006
7	8007
8	8008
9	8009
10	8010
11	8011
12	8012
13	8013
14	8014
15	8015
16	8016
17	8017
18	8018
19	8019
20	8020
21	8021
22	8022
23	8023
24	8024
25	8025
26	8026
27	8027
28	8028
29	8029
30	8030
31	8031
32	8032
33	8033
34	8034
35	8035
36	8036
37	8037
38	8038
39	8039
40	8040
41	8041
42	8042
43	8043
44	8044
45	8045
46	8046
47	8047
48	8048
49	8049
50	8050
51	8051
52	8052
53	8053
54	8054
55	8055
56	8056
57	8057
58	8058
59	8059
60	8060
61	8061
62	8062
63	8063
64	8064
65	8065
66	8066
67	8067
68	8068
69	8069
70	8070
71	8071
72	8072
73	8073
74	8074
75	8075
76	8076
77	8077
78	8078
79	8079
80	8080
81	8080
82	8080
83	8080
84	8081
85	8082
86	8083
87	8084
88	8085
89	8086
90	8087
91	8088
92	8089
93	8090
94	8091
95	8092
96	8093
97	8094
98	8095
99	8095
100	8096
101	8097
102	8098
103	8099
104	8100
105	8101
106	8102
107	8103
108	8104
109	8105
110	8105
111	8106
112	8106
113	8107
114	8108
115	8109
116	8110
117	8111
118	8112
119	8113
120	8114
121	8115
122	8116
123	8117
124	8116
125	8117
126	8118
127	8119
128	8120
129	8120
130	8119
131	8119
132	8120
133	8121
134	8122
135	8122
136	8123
137	8124
138	8124
139	8123
140	8122
141	8123
142	8124
143	8125
144	8126
145	8127
146	8128
147	8129
148	8130
149	8131
150	8132
151	8132
152	8133
153	8132
154	8132
155	8132
156	8132
157	8132
158	8133
159	8134
160	8135
161	8136
162	8137
163	8138
164	8139
165	8140
166	8141
167	8142
168	8143
169	8144
170	8145
171	8145
172	8146
173	8147
174	8148
175	8145
176	8146
177	8146
178	8147
179	8147
180	8147
181	8147
182	8148
183	8149
184	8149
185	8150
186	8151
187	8152
188	8153
189	8154
190	8155
191	8156
192	8157
193	8158
194	8159
195	8160
196	8161
197	8162
198	8163
199	8164
200	8165
201	8166
202	8167
203	8168
204	8169
205	8170
206	8171
207	8172
208	8173
209	8174
210	8175
211	8176
212	8177
213	8178
214	8179
215	8180
216	8181
217	8182
218	8183
219	8184
220	8185
221	8186
222	8187
223	8188
224	8189
225	8190
226	8191
227	8192
228	8193
229	8194
230	8195
231	8196
232	8197
233	8198
234	8199
235	8200
236	8201
237	8202
238	8203
239	8204
240	8205
241	8206
242	8207
243	8208
244	8209
245	8210
246	8211
247	8212
248	8213
249	8214
250	8214
251	8215
252	8215
253	8216
254	8217
255	8218
256	8219
257	8220
258	8221
259	8222
260	8223
261	8224
262	8225
263	8226
264	8227
265	8228
266	8229
267	8230
268	8231
269	8232
270	8233
271	8234
272	8235
273	8236
274	8237
275	8238
276	8239
277	8240
278	8241
279	8242
280	8243
281	8244
282	8245
283	8246
284	8247
285	8248
286	8249
287	8250
288	8251
289	8252
290	8253
291	8254
292	8255
293	8256
294	8257
295	8258
296	8259
297	8260
298	8261
299	8262
300	8263
301	8263
302	8263
303	8263
304	8264
305	8265
306	8266
307	8267
308	8268
309	8269
310	8270
311	8271
312	8272
313	8272
314	8273
315	8274
316	8275
317	8276
318	8277
319	8278
320	8279
321	8280
322	8281
323	8281
324	8282
325	8283
326	8284
327	8285
328	8286
329	8287
330	8288
331	8288
332	8288
333	8289
334	8290
335	8290
336	8290
337	8290
338	8290
339	8290
340	8291
341	8292
342	8293
343	8294
344	8295
345	8296
346	8297
347	8298
348	8299
349	8300
350	8301
351	8302
352	8303
353	8304
354	8305
355	8306
356	8307
357	8308
358	8309
359	8309
360	8310
361	8311
362	8311
363	8312
364	8313
365	8314
366	8315
367	8316
368	8317
369	8318
370	8319
371	8320
372	8321
373	8321
374	8322
375	8323
376	8324
377	8325
378	8326
379	8327
380	8328
381	8329
382	8330
383	8331
384	8332
385	8333
386	8334
387	8335
388	8336
389	8337
390	8338
391	8339
392	8340
393	8341
394	8342
395	8342
396	8341
397	8342
398	8343
399	8344
400	8345
401	8346
402	8347
403	8348
404	8349
405	8350
406	8351
407	8352
408	8353
409	8354
410	8355
411	8356
412	8357
413	8358
414	8359
415	8360
416	8361
417	8362
418	8363
419	8364
420	8365
421	8366
422	8367
423	8366
424	8367
425	8367
426	8368
427	8369
428	8369
429	8370
430	8370
431	8370
432	8371
433	8372
434	8373
435	8374
436	8375
437	8375
438	8374
439	8374
440	8375
441	8376
442	8377
443	8378
444	8379
445	8375
