end_site	Count
1630	133473
1624	4803
1621	1491
1627	2530
1026	84
1186	16
536	1312
1619	187
1595	233
1625	3181
1614	2627
1628	7028
1287	44
1542	27
1144	8
510	1633
1605	126
1618	227
1325	59
667	53
1592	65
1148	6
954	15
562	75
1237	9
1280	1764
1558	91
1629	12854
647	7
1557	88
1616	18
544	957
1274	17
1613	291
584	2
1596	65
1051	917
1584	98
1565	182
1032	654
533	29
1172	4
1611	410
444	95
799	736
1623	2453
1061	22
178	1
508	56
718	2
1165	17
1519	60
521	20
831	15
543	26
648	4
1057	2
542	5
1447	14
1356	24
1369	40
1615	75
1078	574
1250	6
1371	868
1360	18
1215	6
1442	20
532	27
1419	4
878	6
991	117
992	9
740	8
1475	18
535	50
1038	47
1612	414
1620	111
884	65
506	64
1556	191
1626	4188
437	3
1463	14
614	8
987	95
830	13
959	33
1582	47
1368	68
986	35
1404	14
1408	237
462	2
847	13
613	22
1587	62
1277	92
1181	10
1508	24
1407	9
573	24
1166	5
468	15
1607	175
1510	19
1240	5
1301	12
1553	21
1502	25
1367	78
1210	9
1354	17
661	49
1361	55
717	7
1099	8
692	6
793	22
1281	231
792	33
1055	43
583	47
1622	772
1270	12
952	4
1403	8
1609	664
1324	6
174	89
1049	41
1585	67
1594	126
1021	11
735	5
1526	24
1443	24
1610	45
1077	20
639	7
948	17
1554	28
958	18
1019	10
876	9
1272	24
1481	28
537	5
1555	87
1116	78
1062	61
1588	47
1606	203
1173	7
693	5
1573	14
1583	34
890	42
875	7
703	5
1485	12
1600	16
1056	39
1278	189
976	11
526	439
1045	66
789	12
1108	22
1028	66
1450	13
1359	35
961	6
1199	18
708	57
1515	11
607	1
519	28
1208	10
1473	4
1239	5
784	29
1180	8
1027	30
430	12
1104	22
863	39
889	64
1469	10
1591	24
139	152
556	17
372	1
766	65
1216	10
1352	16
628	22
1267	11
1603	54
886	5
482	14
1316	14
1452	13
358	1
904	3
1437	9
1279	112
1076	9
1445	7
170	2
138	4
1276	38
877	8
1365	43
1314	10
1571	2
676	22
724	6
1492	14
1480	7
1366	41
1528	24
516	11
1499	16
1608	149
1197	1
737	8
1517	18
422	22
538	37
505	35
467	5
1412	7
880	28
1348	12
552	5
1438	12
582	4
1182	12
1566	9
1161	17
1100	8
957	15
1479	16
657	16
1428	9
1501	29
947	2
129	5
696	40
1574	55
953	7
1191	10
1494	25
1451	20
1599	55
545	12
707	1
528	43
1091	9
1460	12
496	6
561	9
98	1
1446	17
643	9
1020	8
1405	6
548	7
1529	22
395	50
1537	24
1323	21
1022	21
1418	12
109	1
1484	26
739	4
1586	36
1430	5
1304	23
794	59
791	42
1545	139
1551	31
738	6
727	9
1335	13
1472	13
1318	2
1491	7
1247	7
361	1
1223	17
497	6
