size	Count
482	413
1364	616
1538	4
560	331
461	59
1361	35
1359	42
472	13
553	19
479	331
1279	1
443	3
506	1
457	15
474	25
1417	2
1357	22
459	107
1412	1
1362	43
478	63
561	38
758	1
558	64
584	1
1391	2
1587	2
1366	4
1548	4
477	42
481	100
480	48
556	22
476	41
466	5
475	41
1353	9
1508	2
468	39
495	4
1547	3
1190	1
555	30
1024	1
531	3
338	3
1530	1
1578	7
1585	2
1588	5
1355	5
1583	2
1498	3
463	15
1562	4
1560	1
551	3
1354	10
534	3
275	1
1214	1
557	27
1517	9
569	4
1553	6
856	1
1078	2
1209	2
1348	12
1053	1
1565	3
1559	5
1537	3
397	6
833	1
1540	6
1561	11
1460	1
458	16
1388	2
554	11
484	3
544	8
1333	1
453	5
1551	4
564	5
1474	1
1563	5
462	28
1250	1
1571	5
547	3
1589	1
880	2
1542	2
1528	2
473	20
1466	1
456	10
954	1
1521	3
464	4
1316	1
1191	1
347	1
1465	1
288	1
685	1
410	1
1358	21
1555	4
608	1
1544	5
417	3
1526	3
1557	4
1570	4
1456	2
1533	4
525	3
1007	1
452	4
470	8
1569	3
1574	6
1428	1
488	4
1471	3
1368	1
1582	5
1546	2
1229	4
1278	1
1509	2
450	3
469	6
1450	1
1512	2
483	13
642	1
1086	2
1287	1
1532	5
1577	2
1122	1
760	1
363	1
1491	4
1299	3
732	1
1520	3
1552	4
1430	1
1523	2
1268	2
1505	3
1502	3
438	4
223	1
1564	7
460	12
1340	1
933	3
490	4
1090	2
1034	1
542	4
389	2
1452	2
1479	2
1529	1
1515	3
1394	1
579	2
1409	3
1575	3
212	1
1094	1
1522	2
1329	1
305	1
548	2
1572	2
414	1
1145	3
1286	2
1458	2
578	1
1550	2
1242	1
1541	2
1581	6
1513	2
440	5
1363	86
1079	1
446	1
524	2
1484	3
1282	2
439	2
1566	3
492	1
1120	3
1420	1
1308	2
1345	6
924	2
1173	3
835	1
485	2
894	1
1233	1
1504	1
895	2
929	1
1236	2
1568	5
1026	2
1255	2
980	3
1369	2
563	3
1507	2
1485	1
537	4
1081	1
559	52
936	1
1083	2
1356	13
562	4
1382	1
1218	3
1084	1
1352	3
1490	1
447	2
1339	3
927	1
1576	3
391	1
568	3
541	4
394	2
1534	1
1419	2
572	1
1245	1
1092	1
471	13
581	1
1227	1
1321	2
1189	1
715	1
1429	1
1580	4
416	2
1510	4
1496	1
1036	3
552	3
904	2
725	1
1140	1
1301	1
881	1
549	5
1441	2
501	1
1201	2
1519	2
1332	2
1309	2
1573	3
378	1
441	3
1494	1
1497	2
1360	29
1194	2
1586	1
1343	4
1483	2
396	3
1524	2
1468	2
1457	1
996	1
1165	2
395	2
1259	2
399	1
958	2
1118	1
1506	5
1042	3
1543	2
1155	2
1162	4
529	2
1311	1
455	7
656	1
1225	2
1206	2
467	11
1377	1
1531	1
1247	3
1202	1
704	2
1448	1
1503	2
752	1
967	1
1424	1
451	2
1152	2
588	1
1422	1
1495	1
540	2
1545	1
1473	1
1254	1
1210	1
1407	1
486	1
1344	1
1234	1
1556	3
1327	1
1292	1
150	1
1384	2
1469	2
1297	2
567	1
1433	1
728	1
1243	1
957	1
1328	1
1271	1
1481	1
465	6
1371	1
819	1
916	1
846	2
1176	1
1549	4
639	1
545	4
1224	1
393	1
308	1
1031	2
1567	4
1076	1
885	1
975	1
1222	1
1476	1
398	1
1342	2
1415	1
1128	1
1239	2
736	1
1251	1
375	1
1554	2
1341	3
1418	1
897	1
673	1
311	1
1518	1
830	2
1511	2
1136	1
1436	1
851	1
1323	1
1445	1
1300	1
1595	1
1298	2
984	1
620	1
1284	1
1226	1
1029	1
841	1
1427	2
1501	2
636	1
1306	1
1262	2
1112	1
1351	2
550	4
637	1
915	1
1105	1
1527	2
1067	1
1411	1
543	4
896	1
1477	1
1322	1
1137	1
1444	1
1390	1
493	1
1273	1
1470	1
1346	1
1280	1
1493	1
1119	1
1270	2
1387	2
565	1
566	1
1463	2
1196	2
861	2
968	1
1367	2
1488	2
1277	2
539	4
123	1
435	1
1480	1
426	1
1558	1
1291	1
1217	2
1121	1
1110	1
1350	1
1514	1
527	1
1087	1
454	2
1536	1
1313	1
342	1
392	1
1256	1
770	1
1347	1
1324	1
1402	1
1464	1
822	1
1338	1
982	1
1320	1
974	1
679	1
930	1
1002	1
1207	1
530	1
357	2
624	1
1535	1
546	1
1307	1
1066	1
1376	2
1175	2
1475	2
776	2
1068	1
1156	1
1006	1
448	2
1334	1
1215	1
1443	1
512	1
1349	1
1039	1
1486	1
939	1
1442	1
1017	1
528	3
1288	1
1098	1
1285	1
1163	1
1294	1
1421	1
356	1
425	1
1303	1
1385	1
926	1
1004	1
1331	2
519	1
1295	1
339	1
1312	1
877	1
814	1
1426	1
1111	1
1048	1
754	1
415	1
1392	1
1455	1
1396	2
1267	1
1263	1
757	1
1244	1
1030	1
818	1
1432	1
1219	1
297	1
644	1
500	1
1378	1
1153	1
1182	1
1138	1
686	1
1132	1
1108	1
949	1
1281	1
1095	1
1093	1
1187	1
1131	1
1000	1
990	1
913	1
893	1
630	2
966	1
789	1
828	1
631	1
503	1
