barcode	Count
1_143_1293_1630	565
1_1282_1550_1630	988
1_1456_1550_1630	3
1_179_1251_1630	504
1_395_1566_1630	72
1_129_1280_1630	70
1_134_1287_1630	461
1_287_640_1630	1
1_389_1562_1630	131
1_211_1337_1630	1
1_397_1572_1630	4
1_129_1281_1630	30
1_689_898_1624	1
1_1287_1562_1630	1
1_332_550_1628	1
1_129_1283_1630	15
1_179_1250_1630	46
1_66_940_1630	1
1_524_1572_1630	1
1_777_840_1452	2
1_1213_1258_1630	1
1_1213_1479_1630	1
1_1127_1211_1630	3
1_129_1279_1630	29
1_251_366_1621	1
1_129_1293_1630	54
1_423_640_1606	1
1_1160_1245_1630	1
1_476_918_1630	1
1_215_823_1630	1
1_179_1256_1606	2
1_179_1253_1630	55
1_666_730_1592	1
1_1355_1409_1630	1
1_499_546_1630	1
1_1243_1287_1630	3
1_33_82_1630	2
1_423_557_1630	1
1_119_1270_1630	17
1_284_354_1630	1
1_952_1012_1618	1
1_199_1519_1593	2
1_747_1165_1630	1
1_129_1278_1630	13
1_1282_1397_1630	7
1_179_1242_1630	10
1_1509_1588_1630	1
1_650_1426_1630	1
1_741_1293_1628	2
1_495_918_1630	1
1_749_823_1281	1
1_1003_1135_1183	1
1_973_1040_1630	1
1_143_216_1630	1
1_777_872_1630	2
1_290_1525_1630	5
1_448_1245_1628	1
1_952_1044_1630	3
1_162_227_1624	1
1_129_301_1630	1
1_1282_1489_1593	1
1_129_1277_1630	5
1_1038_1337_1630	1
1_395_1565_1630	37
1_273_354_1630	2
1_179_1247_1630	7
1_211_369_1630	1
1_849_918_1630	1
1_227_609_1630	1
1_303_361_1627	1
1_823_872_1625	1
1_1083_1126_1630	1
1_395_496_562_667_1083	1
1_138_1293_1630	1
1_1121_1211_1630	1
1_857_940_1609	1
1_129_1300_1630	3
1_752_918_1630	1
1_448_1126_1630	1
1_1471_1572_1620	1
1_977_1293_1630	1
1_529_640_1630	1
1_136_1287_1630	4
1_10_267_1609	1
1_1032_1473_1630	1
1_236_403_1630	1
1_179_1506_1613	2
1_1282_1386_1630	2
1_389_505_799	1
1_442_517_1628	1
1_495_1519_1630	1
1_451_512_1630	1
1_179_267_1630	1
1_395_1570_1630	1
1_325_431_1630	1
