junction	Count
143_1293	565
1282_1550	991
1456_1550	3
179_1251	504
395_1566	72
129_1280	70
134_1287	461
287_640	1
389_1562	131
211_1337	1
397_1572	4
129_1281	30
689_898	1
1287_1562	1
332_550	1
129_1283	15
179_1250	46
66_940	1
524_1572	1
777_840	3
1213_1258	1
1213_1479	1
1127_1211	4
129_1279	29
251_366	1
129_1293	54
423_640	1
1160_1245	1
476_918	1
215_823	1
179_1256	2
179_1253	55
666_730	1
1355_1409	1
499_546	1
1243_1287	3
33_82	2
423_557	1
119_1270	17
284_354	1
952_1012	1
199_1519	2
747_1165	1
129_1278	13
1282_1397	7
179_1242	10
1509_1588	1
650_1426	1
741_1293	2
495_918	1
749_823	1
1003_1135	1
973_1040	1
143_216	1
777_872	2
290_1525	5
448_1245	1
952_1044	3
162_227	1
129_301	1
1282_1489	1
129_1277	5
1038_1337	1
395_1565	37
273_354	2
179_1247	7
211_369	1
849_918	1
227_609	1
303_361	1
823_872	1
1083_1126	1
395_496	1
562_667	1
138_1293	1
1121_1211	1
857_940	1
129_1300	3
752_918	1
448_1126	1
1471_1572	1
977_1293	1
529_640	1
136_1287	4
10_267	1
1032_1473	1
236_403	1
179_1506	2
1282_1386	2
389_505	1
442_517	1
495_1519	1
451_512	1
179_267	1
395_1570	1
325_431	1
226_292	1
303_365	1
1363_1539	1
107_200	1
273_898	1
395_1569	2
125_1287	1
1160_1211	2
613_682	3
1067_1265	1
1127_1303	1
396_1572	1
395_1539	1
227_388	1
539_636	1
1426_1529	1
671_732	1
262_312	2
100_186	1
495_898	2
502_823	1
303_426	1
55_1235	1
944_1126	1
1282_1426	1
952_1072	1
221_1211	1
10_550	2
562_907	1
327_426	1
226_281	1
411_494	2
15_525	1
741_1479	1
68_1337	2
179_311	1
507_840	1
294_1529	5
143_214	1
40_940	1
988_1100	1
1085_1165	6
227_429	1
175_1252	1
479_586	1
624_682	2
273_636	1
1402_1506	1
91_221	1
279_342	1
122_1287	5
1032_1100	4
395_1567	2
1282_1574	1
1326_1386	1
15_714	3
150_1287	6
281_823	1
245_306	1
179_245	2
404_1002	1
129_1219	1
290_1527	2
1326_1506	1
303_456	1
1184_1287	1
1056_1173	1
777_1015	1
194_1242	2
652_872	1
1213_1270	1
1528_1583	1
854_1392	1
808_918	1
185_1257	1
1496_1550	1
995_1040	1
325_804	1
1217_1312	1
741_1087	1
1323_1385	1
1206_1300	2
581_640	2
1175_1347	1
613_688	2
179_1257	4
1456_1536	1
747_1072	1
1471_1562	2
448_499	1
1290_1409	1
107_1256	1
1121_1165	2
987_1100	1
1019_1572	1
867_1015	3
10_354	1
179_1254	10
976_1479	1
1367_1479	1
529_732	1
1080_1135	1
194_1265	4
220_928	2
952_1002	3
1056_1165	4
741_1409	1
129_1270	2
107_1254	1
91_227	1
747_1140	1
1282_1344	1
528_1015	1
1439_1488	1
56_443	1
638_963	1
495_636	1
1013_1409	1
623_714	1
395_1564	1
179_243	3
1282_1546	1
741_1347	2
456_546	1
423_724	1
395_1577	1
536_799	1
327_385	1
179_325	1
179_395	1
632_705	1
1127_1195	1
179_1248	4
129_1286	2
515_640	1
890_1037	1
495_1040	1
179_1252	25
1213_1287	1
20_714	1
495_1044	1
1282_1558	1
179_1249	11
1243_1329	1
398_1572	2
197_431	1
44_177	1
1268_1550	1
130_1287	1
526_1072	1
451_593	1
137_1287	1
613_774	1
1345_1409	4
1222_1506	1
547_840	1
211_267	3
490_546	1
985_1044	1
134_186	1
984_1108	1
62_1126	1
129_227	2
1032_1245	1
514_1572	1
236_333	1
607_898	1
179_1337	3
236_1287	1
741_1146	3
737_795	1
236_1321	1
1026_1337	1
510_953	1
332_1249	1
840_1037	1
777_823	1
497_619	1
562_682	3
212_1506	1
549_1087	1
395_483	1
33_705	1
1057_1126	1
502_1409	1
510_1002	1
741_1072	7
536_1287	1
167_1250	1
1282_1392	1
129_1290	2
867_1058	1
526_940	1
181_1249	1
1032_1140	1
747_1178	1
1206_1250	1
638_751	1
226_267	1
741_940	1
741_840	3
262_1386	1
1013_1300	1
867_918	1
613_751	1
741_1287	1
1310_1445	1
179_1258	2
736_1140	1
239_297	1
1433_1479	2
100_1249	2
1439_1588	1
294_1530	1
1127_1235	2
53_124	1
675_732	1
389_721	1
1160_1206	1
1368_1479	2
1003_1125	1
150_1296	1
608_783	1
1282_1337	4
145_1293	2
507_1140	1
786_865	1
976_1249	1
526_898	1
892_982	1
683_777	1
491_1165	1
502_1015	1
840_966	1
840_940	1
613_667	1
747_1337	1
1310_1399	1
752_823	2
1181_1249	1
777_918	2
741_1211	4
196_1287	1
495_1165	1
234_1337	1
413_730	1
150_1126	1
741_1140	1
1399_1562	2
303_724	1
735_840	1
100_160	1
1032_1287	1
1236_1519	1
719_820	1
741_1126	4
1384_1506	1
146_1293	1
449_546	1
1154_1337	1
129_1284	6
1346_1409	2
365_494	1
213_1072	1
395_1058	1
432_619	1
809_898	1
1456_1506	2
155_1237	1
177_1245	1
1056_1536	1
1186_1237	1
525_928	1
129_1289	1
526_1519	1
613_823	1
944_1081	1
179_1265	2
407_494	1
549_872	1
149_1293	1
129_1282	5
33_141	1
1121_1498	1
195_1265	1
448_607	1
1076_1146	1
477_588	1
325_546	1
119_1265	1
741_1337	2
1077_1399	1
1399_1499	1
1323_1399	1
412_456	1
129_1285	2
890_1190	1
1160_1479	1
119_267	1
75_323	1
44_97	1
812_889	1
184_1249	1
566_765	1
201_1100	1
143_1300	2
507_1182	1
952_1249	1
805_1165	1
747_898	1
501_1072	1
507_1159	1
1243_1303	1
741_1002	1
227_1040	1
741_1457	1
602_1386	1
1023_1479	1
33_186	1
549_940	1
1217_1300	1
655_724	1
495_1135	1
529_670	1
1127_1185	1
201_1524	1
777_1337	1
536_605	1
323_408	1
545_1146	1
1486_1550	1
411_966	1
325_1072	1
107_195	1
502_1159	1
649_714	1
840_928	1
932_1337	1
1296_1562	1
290_1524	1
179_1270	1
10_186	1
747_1037	1
1093_1362	1
284_501	1
741_1245	1
890_949	1
944_1421	1
945_1337	1
507_1399	1
821_872	1
1181_1562	1
1310_1394	1
150_1245	2
286_1072	1
952_1386	1
938_1211	1
1243_1377	1
1105_1249	1
562_640	2
27_87	1
1230_1514	1
411_546	1
1032_1159	2
757_918	1
1003_1081	3
332_546	1
502_1237	1
1085_1146	1
521_1433	1
119_245	1
562_1519	1
890_960	1
483_550	1
977_1249	1
290_1526	1
129_243	1
747_1199	1
1065_1182	1
741_1165	1
507_1002	1
749_1015	1
1061_1572	1
1213_1409	1
512_1293	1
270_456	1
53_104	1
1241_1572	1
1003_1040	1
1003_1337	1
511_1159	1
10_1002	1
907_966	1
411_465	1
990_1040	1
689_1037	1
442_1044	1
952_1027	1
502_1293	1
547_940	1
1261_1433	1
526_640	1
1237_1347	1
404_456	1
461_1457	1
33_354	1
236_451	1
1326_1426	2
757_840	2
612_1126	1
400_1572	1
303_367	1
1206_1316	1
587_640	1
389_508	1
294_820	1
423_478	1
1042_1146	1
719_783	1
273_682	2
280_1015	1
221_375	1
741_1190	1
712_795	1
749_936	1
162_403	1
68_128	1
1094_1159	1
1274_1562	1
867_1006	1
510_872	1
244_388	1
1013_1081	1
290_640	1
1345_1451	1
1065_1572	1
562_636	2
1373_1479	1
806_1165	1
100_163	1
1253_1457	1
262_325	1
77_141	1
638_688	1
1081_1159	1
638_804	1
812_1245	1
1109_1211	1
1243_1366	1
234_1002	1
515_1173	1
1310_1572	1
700_918	1
1121_1199	2
700_823	2
675_724	1
840_1002	1
33_1539	1
1256_1321	1
227_375	1
107_177	1
932_1003	1
867_1203	1
822_1146	1
44_550	1
262_384	1
952_1347	1
1121_1178	2
1064_1159	1
963_1087	1
179_1255	1
1032_1572	1
263_354	1
279_1519	1
1179_1550	1
451_1058	1
1206_1457	1
1237_1337	1
719_1064	1
1363_1457	1
286_823	1
27_252	1
273_431	1
15_820	1
1080_1159	1
640_928	1
604_1249	1
1244_1550	1
1007_1072	1
747_1399	1
645_714	1
741_1433	1
1282_1353	1
448_1072	1
1426_1491	1
525_940	2
719_898	1
741_898	1
846_953	1
201_429	1
852_1572	1
179_1173	1
1345_1433	1
461_572	1
741_1058	1
840_953	1
20_267	1
495_940	1
510_918	1
952_1100	1
169_1015	1
286_840	1
950_1409	1
136_1300	1
404_940	1
1426_1502	1
395_1568	1
741_918	1
21_1126	1
389_960	1
1112_1242	1
325_1002	1
867_1040	2
365_443	1
512_1105	1
747_1002	1
950_1211	1
562_658	1
286_1433	1
391_898	1
29_333	1
640_1087	1
245_338	1
536_586	1
952_1126	1
434_619	1
1077_1426	1
1290_1581	1
226_319	1
179_398	1
281_940	1
661_751	1
976_1572	1
668_820	1
236_309	1
211_305	1
107_1283	1
638_732	1
411_1126	1
533_1195	1
216_267	1
325_456	1
890_953	1
56_494	1
834_940	1
640_1165	1
273_1072	1
1310_1457	1
840_919	1
194_333	1
1013_1185	1
236_329	1
960_1126	1
366_1126	1
395_872	1
747_1409	1
977_1072	1
1268_1324	1
1056_1159	1
613_1040	1
786_1100	1
1243_1312	1
536_1159	1
1345_1514	1
1424_1479	1
209_1140	1
451_495	1
735_1015	1
399_456	1
242_966	1
1160_1384	1
747_1265	1
932_1015	1
846_1015	1
316_823	1
890_1072	1
736_1081	1
741_1254	1
1384_1550	1
1399_1479	1
952_1195	1
1274_1347	1
870_1081	1
