barcode	Count
1_179_1265_1630	26
1_461_1105_1630	3
1_562_640_1630	3
1_327_1040_1630	32
1_150_1287_1630	47
1_143_1300_1630	2234
1_139_1300_1630	70
1_129_1293_1630	197
1_1310_1433_1630	3
1_536_1126_1323_1479_1628	1
1_143_1058_1630	3
1_145_1293_1630	342
1_477_982_1630	3
1_55_688_1630	2
1_211_688_1063	1
1_276_525_1522	1
1_332_1126_1630	103
1_143_1309_1630	34
1_1032_1100_1630	144
1_451_918_1630	1
1_143_1293_1630	685
1_468_966_1630	179
1_150_1321_1630	113
1_327_1105_1630	306
1_719_1126_1630	2
1_327_1081_1630	44
1_1032_1120_1630	79
1_262_1316_1630	2
1_449_1126_1630	25
1_432_1040_1104	263
1_143_1304_1630	524
1_137_1300_1630	17
1_97_777_1624	1
1_1013_1081_1630	2
1_526_1146_1497	1
1_353_1105_1630	155
1_179_1105_1630	79
1_1310_1602_1630	73
1_129_1300_1630	134
1_185_1146_1630	1
1_156_1321_1630	31
1_546_1040_1528	1
1_1032_1140_1630	5
1_151_1300_1630	80
1_806_997_1149	1
1_464_966_1104	6
1_507_1126_1630	2
1_449_1140_1630	16
1_451_1058_1630	92
1_1085_1165_1630	23
1_100_1249_1630	2
1_150_1301_1630	18
1_191_1015_1630	1
1_167_1300_1630	298
1_146_1293_1630	117
1_134_783_1528	1
1_477_1119_1368	2
1_477_976_1630	206
1_226_354_1032	1
1_468_972_1104	2
1_1367_1433_1630	29
1_461_973_1630	2
1_1282_1337_1630	4
1_1094_1159_1630	2
1_150_1297_1630	157
1_119_1300_1630	3
1_1363_1426_1630	46
1_1449_1572_1630	1
1_334_1140_1630	10
1_1121_1165_1630	3
1_952_1126_1614	4
1_615_1185_1584	1
1_668_820_1630	27
1_353_1118_1628	2
1_1032_1159_1630	14
1_719_820_1104	4
1_449_1044_1630	27
1_1032_1126_1630	101
1_159_1321_1630	36
1_332_597_1630	1
1_395_1015_1630	1
1_152_1300_1630	12
1_545_619_1630	1
1_154_1287_1630	2
1_1213_1287_1630	2
1_983_1058_1630	1
1_1345_1409_1630	6
1_262_1300_1630	7
1_287_1053_1630	1
1_638_1550_1630	169
1_840_1433_1630	2
1_332_1165_1630	25
1_179_1316_1630	34
1_167_1297_1630	3
1_562_1506_1630	1
1_694_1146_1614	2
1_506_1105_1147	3
1_1206_1316_1611	1
1_260_1506_1626	1
1_757_872_1630	5
1_411_1050_1630	8
1_280_705_1630	1
1_777_840_1630	18
1_464_1126_1614	2
1_598_872_1630	18
1_150_1300_1630	18
1_495_1300_1630	3
1_1323_1399_1626	1
1_694_1165_1628	1
1_10_1293_1630	1
1_1027_1126_1630	33
1_479_1015_1104	2
1_1187_1433_1626	2
1_350_1126_1630	7
1_226_1506_1630	7
1_848_918_1606	1
1_327_1223_1630	1
1_484_546_1624	1
1_337_1126_1610	1
1_536_576_1624	1
1_236_494_1630	1
1_161_1321_1630	2
1_155_1312_1630	2
1_557_705_1630	2
1_226_267_1630	4
1_353_446_1630	1
1_236_1249_1630	30
1_477_983_1630	1
1_68_282_1012	3
1_1032_1108_1630	21
1_854_1409_1614	1
1_353_1113_1630	4
1_143_1308_1630	3
1_389_987_1630	2
1_451_1081_1174	3
