start_site	Count
1	313201
2	10135
3	7071
4	14454
5	5875
6	12785
7	3850
8	2414
9	3135
10	1128
11	919
12	1686
13	183
14	2220
15	365
16	479
17	602
18	65
19	28
20	6
21	2
22	10
23	21
24	78
25	434
26	23
27	40
28	168
29	106
30	3424
31	291
32	739
33	606
34	736
35	13
36	195
37	872
38	1337
39	128
40	50
41	232
42	250
43	138
44	134
45	342
46	104
47	107
48	467
49	232
50	181
51	179
52	154
53	100
54	262
55	106
56	105
57	221
58	204
59	158
60	103
61	65
62	180
63	136
64	104
65	121
66	27
67	143
68	39
69	71
70	50
71	99
72	129
73	75
74	79
75	32
76	5
78	16
79	112
80	34
81	40
82	5
84	2
85	229
86	102
87	30
88	25
89	24
90	67
91	28
92	23
93	52
94	56
95	89
96	57
97	75
98	29
99	35
100	41
101	32
102	29
103	24
104	21
105	80
106	11
107	12
108	16
109	13
110	34
111	37
112	7
113	5
114	4
115	112
116	29
117	56
118	36
119	68
120	42
121	21
122	16
123	10
124	3
125	24
126	9
127	17
128	37
129	47
131	3
132	2
133	81
134	24
135	54
136	21
137	25
138	12
139	11
140	10
141	48
142	32
143	11
144	9
145	9
146	23
147	19
148	7
149	18
150	2
151	2
153	2
154	1
155	2
156	1
157	1
158	14
159	135
160	11
161	20
162	25
163	122
164	49
165	39
166	16
167	10
168	13
169	8
170	11
171	12
172	10
173	6
174	1
175	1
176	6
177	5
178	3
179	12
180	12
181	1
182	3
186	6
187	296
188	84
189	75
190	146
191	53
192	61
193	16
194	15
195	38
196	30
197	86
198	40
199	20
200	32
201	45
202	26
203	71
204	32
205	13
206	32
207	30
208	57
209	43
210	22
211	25
212	13
213	17
214	174
215	88
216	67
217	26
218	11
219	29
220	36
221	21
222	18
223	16
224	23
225	8
226	13
227	19
228	14
229	80
230	12
231	26
232	19
233	81
234	78
235	50
236	39
237	41
238	20
239	18
240	27
241	16
242	27
243	28
244	26
245	71
246	33
247	20
248	36
249	32
250	17
251	2
252	1
254	64
255	16
256	44
257	58
258	22
259	20
260	19
261	34
262	31
263	26
264	36
265	20
266	45
267	17
268	32
269	25
270	30
271	22
272	12
273	19
274	8
275	12
276	40
277	37
278	19
279	18
280	13
281	23
282	15
283	20
284	9
285	12
286	17
287	153
288	18
289	34
290	16
291	40
292	15
293	29
294	18
295	26
296	16
297	14
298	13
299	15
300	25
301	3
302	1
303	2
304	1
305	1
306	5
307	62
308	8
309	11
310	8
311	6
312	16
313	8
314	14
315	7
316	9
317	8
318	5
319	79
320	11
321	12
322	10
323	9
324	6
325	7
326	6
327	7
331	19
332	3
333	3
334	3
335	26
336	2
340	1
341	1
351	5
352	244
353	32
354	19
355	50
356	15
357	17
358	14
359	7
360	15
361	16
362	79
363	19
364	13
365	24
366	12
367	18
368	24
369	12
370	15
371	9
372	26
373	8
374	19
375	19
376	8
377	10
