junction	Count
179_1265	26
461_1105	3
562_640	3
327_1040	32
150_1287	47
143_1300	2234
139_1300	71
129_1293	197
1310_1433	3
536_1126	2
1323_1479	1
143_1058	3
145_1293	342
477_982	3
55_688	2
211_688	1
276_525	1
332_1126	103
143_1309	34
1032_1100	144
451_918	1
143_1293	685
468_966	180
150_1321	113
327_1105	307
719_1126	2
327_1081	44
1032_1120	79
262_1316	2
449_1126	25
432_1040	263
143_1304	524
137_1300	17
97_777	1
1013_1081	2
526_1146	1
353_1105	155
179_1105	79
1310_1602	74
129_1300	134
185_1146	1
156_1321	31
546_1040	1
1032_1140	5
151_1300	80
806_997	1
464_966	6
507_1126	2
449_1140	16
451_1058	92
1085_1165	23
100_1249	2
150_1301	18
191_1015	1
167_1300	298
146_1293	117
134_783	1
477_1119	2
477_976	207
226_354	1
468_972	2
1367_1433	29
461_973	2
1282_1337	4
1094_1159	2
150_1297	157
119_1300	3
1363_1426	47
1449_1572	1
334_1140	10
1121_1165	3
952_1126	4
615_1185	1
668_820	27
353_1118	2
1032_1159	14
719_820	4
449_1044	27
1032_1126	102
159_1321	36
332_597	1
395_1015	1
152_1300	12
545_619	1
154_1287	2
1213_1287	3
983_1058	1
1345_1409	7
262_1300	7
287_1053	1
638_1550	170
840_1433	2
332_1165	25
179_1316	34
167_1297	3
562_1506	1
694_1146	2
506_1105	4
1206_1316	1
260_1506	1
757_872	5
411_1050	8
280_705	1
777_840	21
464_1126	2
598_872	18
150_1300	18
495_1300	3
1323_1399	1
694_1165	1
10_1293	1
1027_1126	33
479_1015	2
1187_1433	2
350_1126	7
226_1506	7
848_918	1
327_1223	1
484_546	1
337_1126	1
536_576	1
236_494	1
161_1321	2
155_1312	2
557_705	2
226_267	4
353_446	1
236_1249	30
477_983	1
68_282	3
1032_1108	21
854_1409	1
353_1113	4
143_1308	3
389_987	2
451_1081	3
150_1296	13
273_456	1
932_1015	4
156_1312	4
100_1126	14
822_918	1
323_438	1
973_1081	3
179_1405	2
952_1037	4
468_1126	5
159_1126	29
236_354	3
216_281	1
515_636	2
389_680	1
332_1146	20
327_438	30
353_1092	6
840_1002	3
613_872	10
777_823	9
167_1337	28
163_1321	14
161_1312	1
538_688	1
179_1337	66
343_1100	4
179_1309	5
10_1126	3
343_1126	30
668_810	2
134_186	4
536_1037	3
735_840	2
377_473	1
840_1287	2
254_609	1
143_1316	14
1121_1185	2
495_849	1
526_1002	2
1268_1316	1
143_1312	21
1048_1126	2
533_1040	1
150_1298	27
152_301	1
58_1100	1
75_1265	1
221_1337	1
1160_1211	5
150_1312	149
279_1337	1
75_288	15
451_1040	13
222_910	1
33_120	1
136_1287	1
167_1316	1
150_1562	1
68_1457	20
809_1337	1
549_1044	1
496_1100	1
1086_1165	1
273_1300	5
495_910	1
840_966	1
1356_1433	1
1302_1398	1
332_966	1
334_1120	10
179_1040	10
33_1433	8
777_872	19
150_234	1
179_1300	24
147_1293	26
608_1037	1
449_1120	17
867_918	7
449_1479	1
451_1173	3
867_942	2
27_1426	5
311_1316	3
53_1105	20
327_1113	1
134_1287	33
982_1087	1
303_1300	1
179_227	5
613_1231	1
857_1037	1
989_1165	1
1154_1337	1
143_1291	8
840_898	6
477_977	23
423_1040	18
359_1457	1
799_1126	9
962_1058	1
500_1058	1
143_195	4
211_1293	2
158_1312	2
840_1120	1
377_439	3
211_456	1
699_1126	1
335_1040	4
700_1265	1
1373_1426	2
340_1081	8
986_1037	1
1363_1433	2
1032_1165	7
1032_1171	5
1282_1344	2
100_1347	2
362_1015	1
216_1293	1
260_1126	3
179_786	1
434_1040	20
1365_1433	10
389_1126	2
1081_1300	9
211_267	4
160_1337	4
216_1242	1
700_1506	1
538_619	1
701_1126	1
400_1044	1
129_243	1
313_381	1
327_1058	4
638_724	2
468_970	3
477_973	13
353_1040	1
332_1159	14
362_1105	1
179_301	4
212_1312	1
273_1126	2
389_1100	5
423_976	1
215_705	1
506_619	1
346_1100	1
476_1140	2
890_949	1
179_510	1
549_953	3
1384_1457	2
303_688	1
236_309	2
1160_1249	3
273_1265	1
150_354	4
615_1126	2
1190_1457	1
700_1409	1
569_823	1
179_1270	3
55_1040	1
399_1040	2
932_1184	1
852_928	1
173_1347	1
1076_1514	1
143_1337	6
353_1426	5
143_370	1
221_1300	3
897_1015	1
1160_1479	1
10_141	6
525_597	1
994_1211	1
638_823	6
143_1287	2
694_1235	1
327_1337	14
892_982	1
694_1300	1
536_1110	6
1013_1386	1
395_456	2
493_546	1
542_1044	1
506_1015	5
786_1126	1
143_751	1
236_1255	9
136_1300	3
795_949	1
332_1287	1
1364_1433	1
355_1100	2
260_1321	1
91_1124	12
136_1293	2
507_1120	1
281_1337	1
154_1316	1
995_1040	1
1003_1117	1
952_1044	3
332_1211	2
327_1316	6
1092_1165	1
1217_1433	5
107_640	1
262_349	1
260_1300	2
212_1409	1
668_802	2
1088_1159	1
840_947	5
1032_1110	8
327_1293	1
353_1109	3
365_960	2
747_1072	1
395_1081	1
245_640	1
1408_1457	1
468_1120	3
179_252	14
501_1550	1
461_823	2
143_1310	4
608_1409	1
468_974	1
138_1300	7
749_840	2
327_967	1
1244_1433	1
852_1126	8
1080_1457	1
495_1433	1
134_1110	3
222_1502	1
815_898	1
1130_1457	1
327_1015	1
1182_1312	2
193_245	1
479_982	2
468_531	1
144_1287	6
327_1110	1
107_1352	9
737_898	1
327_783	5
91_1126	1
451_520	4
852_1337	4
1160_1237	3
279_1300	1
711_1433	1
507_947	3
461_1344	1
850_918	1
227_1253	2
1081_1321	1
129_217	1
404_653	1
700_1146	1
327_1300	9
1106_1433	1
107_1293	1
134_1312	3
1528_1572	3
493_1002	1
10_597	1
638_872	5
699_1479	1
129_1270	9
270_1337	1
91_146	1
179_1111	3
449_1165	12
1070_1126	2
477_974	6
461_872	2
512_955	1
193_1270	1
952_1165	1
506_947	1
952_1002	4
158_1321	3
1142_1433	1
487_705	1
1027_1146	1
150_1037	1
75_326	1
389_431	3
147_1316	1
162_1321	2
486_987	1
143_1040	2
529_592	1
236_1514	6
464_783	1
477_978	1
157_1287	2
122_1287	9
119_245	1
1003_1105	3
431_1037	2
451_1337	2
356_1105	9
1087_1133	1
263_1300	4
327_1386	3
262_1293	1
615_1044	1
840_1108	2
1112_1300	1
286_1337	1
222_714	1
303_377	1
179_1081	5
557_1312	1
477_979	2
1160_1409	4
608_1081	1
1032_1072	4
1323_1433	1
159_1287	1
236_1253	6
478_1126	1
438_1100	1
79_301	1
786_1159	1
353_1173	1
138_1287	2
150_1126	20
777_1457	1
1075_1433	2
512_640	1
1032_1146	3
1093_1316	2
1027_1100	3
798_1126	12
1358_1426	1
179_1000	1
320_370	1
371_525	1
1404_1506	1
485_947	1
600_872	4
260_550	1
737_947	1
327_1404	1
719_788	2
91_177	2
303_372	2
196_1126	2
401_1058	1
368_456	2
1310_1386	1
557_1002	1
211_371	1
1043_1399	1
795_918	1
1081_1457	1
506_952	1
142_1287	1
262_778	1
1196_1433	2
461_1015	2
222_1300	1
236_1256	2
119_177	1
401_496	1
752_918	1
507_1044	1
749_918	1
75_1399	1
146_1287	3
93_227	3
332_1140	7
528_1146	1
749_823	4
1123_1457	1
461_1300	1
1486_1550	1
1062_1159	1
1346_1479	1
212_1457	1
91_1337	1
213_354	1
286_1126	1
608_1044	1
150_1302	3
179_1058	2
1146_1347	1
359_1105	8
700_921	1
1194_1347	1
752_1457	1
211_1117	1
143_227	2
166_1321	1
224_1237	1
268_636	1
179_1135	2
66_321	1
1373_1479	1
613_682	1
557_949	1
395_1040	2
495_1388	1
344_1100	3
332_443	1
143_1314	1
840_1409	3
389_960	1
497_640	1
981_1087	1
68_1119	2
167_1105	1
171_1347	1
316_456	1
327_1111	3
1282_1426	2
752_823	5
242_546	1
549_1126	3
332_1120	2
461_958	1
890_960	7
122_648	1
1121_1178	4
1418_1514	1
1213_1409	3
303_386	1
262_307	1
226_283	1
179_1115	1
867_932	2
143_243	1
1213_1321	1
260_1265	1
173_354	1
221_1235	4
129_357	1
262_1270	3
327_1135	3
596_648	1
260_1399	1
251_301	1
179_391	1
148_1293	7
175_1337	6
550_918	3
952_1287	1
167_243	1
840_1072	1
501_910	1
119_1270	1
867_1015	3
1402_1457	2
340_1092	3
340_1058	1
143_1311	2
461_571	1
852_1316	2
737_966	2
143_1306	2
1282_1356	1
1032_1095	1
134_1100	1
287_1337	1
141_1287	4
332_940	1
970_1211	1
340_1126	2
777_1115	2
1268_1337	1
840_1110	3
1100_1178	1
216_267	2
1366_1464	1
549_1300	1
1081_1506	2
260_1140	1
1093_1386	1
216_370	1
1032_1133	5
1077_1146	1
279_1321	1
332_431	1
287_1347	1
287_1312	2
211_319	1
1179_1232	1
719_814	9
91_157	1
270_1300	1
377_441	1
411_519	1
506_1255	1
345_1126	1
327_982	1
1019_1081	1
557_1287	1
273_1316	1
340_424	1
464_550	1
747_1081	1
461_1040	6
211_291	1
261_354	1
223_1002	1
370_898	1
141_1312	1
222_456	1
1003_1081	4
286_1300	2
995_1159	1
449_1050	1
1154_1426	2
867_995	1
1154_1300	1
442_494	1
262_312	1
699_1211	1
932_1293	2
50_209	1
1486_1535	1
464_597	1
615_1072	1
212_267	1
175_252	1
495_550	1
526_918	2
515_1173	1
294_354	2
129_1291	1
294_1126	1
495_1195	1
153_1108	1
129_1316	1
1217_1287	1
867_931	1
100_141	2
327_1393	6
777_1173	1
528_1337	1
53_163	1
1263_1337	2
226_282	1
749_872	1
100_1087	2
638_918	1
119_1293	3
1282_1588	2
411_520	1
284_1146	1
986_1100	1
153_227	1
53_1112	1
75_289	1
236_1287	4
129_210	1
752_872	2
303_565	1
1302_1386	2
276_1337	1
1093_1182	1
790_918	1
449_1159	4
216_318	1
260_918	3
747_1126	2
1160_1245	3
207_1287	1
668_795	1
119_169	1
175_1360	1
1206_1300	2
1003_1149	1
1068_1126	1
294_405	1
1426_1497	1
952_1027	1
343_1159	3
526_1321	1
569_636	2
202_1159	1
802_898	3
991_1044	1
29_1100	1
973_1040	2
479_979	16
1373_1457	4
490_730	1
327_391	1
365_1126	5
226_317	1
497_567	1
562_619	3
156_1316	1
213_1287	1
236_1265	1
294_1312	1
119_227	1
212_1300	3
91_1497	1
1092_1409	1
68_327	1
479_977	2
179_1120	1
1363_1526	1
1388_1457	1
719_783	2
468_1037	2
722_858	2
411_1037	1
798_947	1
332_1110	3
107_782	1
279_918	2
987_1044	1
262_1124	2
432_1037	1
737_830	1
192_1126	2
221_1519	1
1424_1479	1
1402_1529	1
515_590	1
236_322	1
451_570	2
150_714	1
797_1126	4
91_296	1
1027_1165	1
1345_1399	3
1003_1092	4
174_1321	2
107_190	1
327_636	2
1093_1337	1
752_840	5
528_1002	1
777_1105	1
44_245	1
356_1386	1
91_1117	1
1519_1581	1
353_456	1
512_1105	3
1259_1409	1
194_1140	2
694_1126	1
179_245	4
867_978	1
179_322	1
890_1126	1
1373_1474	3
468_1044	1
140_1287	3
694_1347	1
1062_1126	1
932_978	1
262_1276	1
1131_1265	1
1073_1126	1
1282_1584	1
608_1126	2
303_1329	1
119_285	1
973_1058	1
221_267	1
253_1100	1
802_872	2
451_1109	1
700_1015	1
150_1309	2
585_865	1
327_437	1
499_611	1
468_515	1
840_1126	3
143_1305	11
451_576	1
267_1293	1
353_407	1
1160_1433	2
1352_1409	1
183_1100	1
451_1111	1
