size	Count
546	18
986	3
1538	52
919	16
479	68
475	1409
471	457
468	175
1509	5
885	4
717	11
484	272
1127	8
999	8
588	3
1275	5
473	130
838	70
460	48
1564	86
1165	2
482	414
608	53
480	61
445	17
1225	4
878	31
1544	47
578	7
955	13
1024	40
1134	53
469	125
854	168
1007	5
820	7
946	1
436	6
879	20
880	94
461	149
1295	2
706	43
1340	46
417	4
671	2
432	7
1036	8
1524	10
416	6
483	115
960	4
1528	13
465	56
386	3
1013	6
936	3
503	5
1547	11
454	30
808	1
485	182
881	7
728	2
1133	59
906	2
602	16
1550	5
499	211
1120	5
1577	15
1567	14
428	2
1025	27
1569	32
498	181
1118	7
826	8
1588	5
941	13
604	12
1442	1
1016	8
1480	15
865	2
1489	6
1005	3
1037	11
459	112
470	255
1367	3
1338	4
1012	6
476	27
1131	15
607	70
1022	14
1558	17
1557	11
1568	17
594	8
866	3
718	11
1039	5
643	9
720	100
464	33
495	60
502	9
688	1
1287	9
1164	3
550	5
1503	3
467	105
382	2
1517	8
466	105
1207	4
954	9
1352	4
827	8
1552	23
1159	5
349	3
1533	31
1184	1
1132	29
570	3
1382	3
1018	3
856	5
1023	6
346	1
736	3
823	3
1586	9
463	39
1374	1
472	99
1484	5
1500	5
500	16
680	2
1539	12
619	23
1126	2
800	4
1556	19
1061	6
872	3
1034	3
1429	2
852	17
1117	13
849	32
1543	19
589	2
1536	14
497	16
867	3
406	4
974	7
665	12
1514	6
707	5
1511	7
1341	2
818	13
395	5
843	8
1470	6
714	3
1373	3
1445	5
449	15
462	35
458	20
367	1
274	1
481	100
1482	2
474	222
455	44
859	5
516	4
844	9
964	2
864	7
1580	14
605	14
938	2
1185	2
727	2
1261	2
1566	24
1156	3
1584	7
1227	1
1554	13
387	9
719	19
874	1
1125	1
1319	4
1483	3
407	1
1059	4
442	18
510	4
1581	9
574	3
1263	4
821	4
1043	7
944	3
927	4
220	5
227	4
1104	3
1137	2
1026	9
1296	2
1217	2
1506	3
1555	4
1276	3
799	15
846	14
514	3
232	8
1537	17
493	20
1548	10
505	3
511	29
443	8
1194	2
961	8
1187	5
910	4
1563	26
393	2
453	19
1562	21
233	3
627	5
398	1
430	6
1042	3
580	15
617	7
452	24
1377	2
1456	2
241	5
837	9
1449	1
1048	3
606	24
1015	5
534	2
517	3
1299	3
1278	1
243	10
1009	6
410	4
478	52
1336	4
1387	2
1027	4
1205	1
1067	1
862	4
825	3
889	3
1413	8
1493	9
613	7
1570	9
385	4
477	54
528	1
973	3
1063	3
555	4
766	3
1139	2
373	2
768	4
895	2
776	5
790	1
1551	12
1130	18
988	5
215	2
509	4
901	5
1546	7
1136	4
930	3
805	6
439	8
1510	3
1101	1
532	4
773	2
905	2
1054	3
913	3
616	5
1519	6
832	8
968	4
1573	2
1301	3
702	6
1559	20
1247	3
642	5
640	2
1428	4
1121	3
1365	4
792	3
771	4
1378	2
539	3
1380	3
1540	11
1504	7
609	2
559	2
1405	3
553	7
1313	2
1501	6
1467	1
1415	3
1447	2
488	7
765	4
620	6
1542	7
576	5
848	6
1259	3
1579	7
597	7
945	2
1290	3
1305	7
1478	2
677	3
389	3
887	3
571	2
977	3
1116	4
1521	12
593	5
803	2
558	5
265	1
304	2
1019	10
1523	2
875	7
660	4
1587	4
1518	7
1123	10
1358	15
