3prime_site	Count
179	330
461	46
562	15
327	502
150	594
143	3581
139	73
129	365
1310	88
536	18
1323	5
145	343
477	267
55	6
211	12
276	7
332	190
1032	403
451	139
468	204
719	31
262	34
449	108
432	266
137	18
97	2
1013	3
526	13
353	200
185	1
156	36
546	1
151	80
806	3
464	11
507	7
1085	25
100	34
191	1
167	342
146	122
134	53
226	20
1367	29
1282	16
1094	2
119	13
1363	54
1449	1
334	22
1121	17
952	25
615	8
668	34
159	66
395	8
152	13
545	4
154	7
1213	8
983	2
1345	12
287	6
638	196
840	51
694	10
506	26
1206	8
260	27
757	10
411	28
280	2
777	66
598	21
495	17
10	36
1027	38
479	27
1187	2
350	7
848	2
484	2
337	1
236	76
161	9
155	4
557	11
68	40
854	1
389	25
273	14
932	12
822	1
323	2
973	8
216	12
515	8
613	45
163	15
538	2
343	37
735	5
377	7
254	1
1268	4
1048	2
533	1
58	5
75	20
221	14
1160	32
279	9
222	6
33	11
136	6
809	1
549	14
496	1
1086	3
1356	1
1302	6
147	28
608	12
867	27
27	7
311	3
53	30
982	1
303	25
857	5
989	1
1154	12
423	26
359	9
799	9
962	2
500	1
158	5
699	5
335	13
700	16
1373	12
340	19
986	2
362	2
434	23
1365	10
1081	26
160	5
701	1
400	1
313	2
212	10
215	4
346	2
476	2
890	20
1384	3
1190	2
569	3
399	3
852	28
173	2
1076	2
897	1
525	2
994	1
892	3
493	2
542	2
786	10
795	3
1364	1
355	2
91	31
281	5
995	3
1003	18
1092	2
1217	10
107	21
1088	2
365	9
747	9
245	3
1408	1
501	7
138	9
749	10
1244	1
1080	4
815	1
1130	1
1182	2
193	3
144	8
737	13
711	1
850	1
227	4
404	3
1106	1
1528	5
270	5
1070	2
512	11
1142	1
487	3
162	2
486	1
529	3
157	9
122	14
431	2
356	11
1087	1
263	13
1112	2
286	7
478	1
438	1
79	1
1075	3
1093	8
798	13
1358	1
320	3
371	1
1404	3
485	1
600	4
196	2
401	4
368	5
1043	1
142	1
1196	2
752	15
93	9
528	5
1123	1
1486	2
1062	2
1346	3
213	3
1146	1
1194	1
166	1
224	1
268	3
66	2
344	3
497	6
981	1
171	1
316	2
242	2
1418	1
596	4
251	1
148	8
175	11
550	3
1402	3
141	5
970	1
1100	1
1366	1
1077	1
1179	1
345	2
1019	1
261	1
223	2
370	3
442	10
50	5
294	9
153	3
1263	4
284	3
790	1
207	1
1068	1
1426	6
202	6
802	7
991	1
29	8
490	1
1388	1
722	6
987	2
192	2
1424	1
797	4
174	3
44	7
1519	1
1259	1
194	5
140	10
1131	1
1073	2
253	1
585	4
499	1
267	6
1352	1
183	1
249	2
1082	1
1091	1
290	4
1456	6
1249	2
1177	2
481	1
206	1
1354	1
612	3
801	3
1542	1
800	5
817	2
200	1
1044	1
198	2
374	1
172	2
913	1
165	2
1127	8
1447	3
256	1
1368	1
551	2
40	1
1192	3
229	8
524	1
300	2
607	3
1399	7
818	1
724	2
1412	1
225	1
680	2
378	1
581	3
220	4
373	3
1038	1
1383	1
184	1
72	3
730	1
1243	7
782	1
624	2
620	2
1371	2
1095	3
1451	1
63	1
1045	1
214	2
1458	1
644	1
657	2
62	2
1471	1
338	1
574	4
443	1
675	2
170	2
1089	1
77	3
1497	1
671	3
1069	1
204	1
1326	4
1052	1
1193	1
306	3
430	5
1105	2
149	4
341	3
483	1
488	1
523	1
379	3
70	1
1496	4
510	1
218	1
67	1
793	1
626	1
513	1
661	3
1347	2
1098	1
504	1
76	1
1349	1
1183	1
197	1
491	1
475	1
825	1
307	3
1391	1
234	1
239	3
942	1
560	1
539	1
652	1
1479	1
547	1
641	2
587	2
349	1
397	3
1056	1
514	1
123	1
231	2
428	2
248	1
482	1
195	1
48	1
1184	1
1252	1
578	1
873	1
1096	1
230	1
385	1
188	1
1104	1
84	1
238	1
1409	1
812	1
46	5
760	1
834	3
1090	1
957	1
382	1
328	1
243	1
240	1
819	1
821	1
602	1
1072	1
1186	1
763	1
1083	1
592	1
715	1
692	1
235	1
199	1
473	1
690	1
1234	1
396	1
135	2
919	1
1279	1
669	1
209	1
252	1
366	1
712	1
965	1
1035	1
1101	1
