3prime_site	Count
98	1
334	2
628	2
476	2
153	1
113	1
210	1
482	1
148	1
572	2
555	2
7139	1
308	1
368	1
552	2
408	1
396	4
421	1
743	1401
4962	155
5463	231
6044	808
435	2
399	1
446	1
8797	1
740	4
5703	1
1084	1
5058	8
747	48
6048	19
793	2
634	5
5726	1
734	1
9038	1
9248	1
5533	1
775	2
5602	1
5437	1
8423	1
4973	1
8831	2
708	1
7327	1
6321	1
8655	1
807	3
7233	1
9388	1
5934	1
8808	1
6096	1
6051	2
5648	1
8993	1
9411	1
725	1
7391	1
6112	1
8474	1
8624	1
681	1
7100	1
9442	1
8981	1
6125	1
8361	1
557	1
729	1
7828	1
705	2
501	1
8707	1
9136	1
2237	1
652	1
7491	1
5838	1
8557	1
8580	1
8195	1
7675	1
587	1
1223	1
6380	1
6412	1
5696	1
7921	1
1191	1
520	1
9208	1
617	1
7406	1
723	1
5893	1
