junction	Count
98_9174	1
334_453	1
628_9076	1
476_9001	1
153_9229	1
113_9189	1
210_9139	1
482_9170	1
148_4522	1
572_8262	1
476_9172	1
555_6948	1
7139_9432	1
308_9181	1
334_9247	1
555_9275	1
368_9181	1
552_9064	1
408_9181	1
396_8869	1
396_9181	1
421_9366	1
396_9200	1
396_9226	1
743_4913	244
4962_5390	60
5463_5960	39
6044_8369	799
435_9366	2
399_9181	1
446_9223	1
552_7534	1
743_5976	490
743_5954	102
5463_5777	23
743_5390	357
5463_5954	26
8797_8863	1
743_5980	15
740_5388	1
5703_9093	1
743_5960	98
1084_5976	1
4962_5976	46
5058_5390	4
747_5960	14
6048_8369	17
5463_5976	139
793_8341	1
743_5777	61
634_9069	2
634_8762	1
5726_5803	1
734_5960	1
9038_9376	1
4962_5777	37
793_8369	1
747_5976	9
9248_9318	1
747_5954	1
5533_5777	1
743_8369	8
4962_5960	6
747_4919	8
775_6709	1
5602_5803	1
628_6447	1
5437_5960	1
743_5936	12
8423_8475	1
4962_5936	1
747_4913	6
4973_5992	1
8831_8884	2
708_5803	1
7327_8401	1
6321_6372	1
743_4919	5
743_4994	1
6044_8389	1
8655_9598	1
747_5980	1
747_5992	2
807_5960	2
7233_8053	1
9388_9451	1
4962_5403	1
747_5795	1
5934_6015	1
8808_9175	1
775_8355	1
747_5777	2
6096_6889	1
5058_5777	4
634_9076	1
743_7408	1
6044_8358	1
743_4945	1
6051_8369	2
5648_9376	1
8993_9050	1
9411_9480	1
725_5426	1
7391_7456	1
6112_9455	1
6044_8345	4
747_5390	1
6044_9082	1
8474_8884	1
8624_8679	1
681_4913	1
7100_8205	1
9442_9511	1
5463_5936	1
743_5950	1
8981_9059	1
6125_6192	1
4962_5954	3
6048_8389	1
740_4911	2
8361_8415	1
743_5917	1
557_5873	1
729_5390	1
7828_7923	1
743_5983	1
705_8375	1
501_580	1
740_5949	1
8707_8881	1
5463_8369	1
9136_9238	1
6044_8341	1
2237_5960	1
652_9093	1
7491_7534	1
572_9073	1
5838_5917	1
8557_9069	1
8580_8682	1
743_4922	1
8195_8254	1
747_5988	1
807_4808	1
7675_7791	1
5463_5992	2
705_5409	1
587_5925	1
1223_4891	1
6048_6098	1
6380_6425	1
6412_6474	1
5696_8554	1
7921_7988	1
747_5983	1
634_5390	1
743_6029	1
1191_9511	1
520_6194	1
6044_8379	1
9208_9347	1
617_8415	1
7406_7506	1
723_5390	1
743_9050	1
4962_5951	1
747_5348	1
5893_6209	1
