junction	Count
1243_1347	4
461_966	2
477_975	887
411_517	1
1013_1081	2
129_195	44
613_1316	2
263_468	1
353_405	2
493_546	1
248_354	1
1003_1173	35
236_1287	1
43_451	1
451_840	3
650_823	27
668_802	2
613_804	2
150_533	1
1011_1100	1
810_1002	1
737_1159	2
1032_1100	4
1139_1211	1
497_974	1
368_619	1
585_849	1
1093_1177	3
596_971	1
932_1015	6
479_977	14
273_550	1
652_823	21
343_443	1
608_1100	1
340_432	1
300_354	1
179_243	4
602_823	1
689_1479	2
1351_1457	1
952_1044	9
477_976	45
991_1040	1
480_609	1
777_1316	1
840_898	7
239_546	1
624_918	1
857_1069	1
479_978	7
211_282	1
353_434	1
1217_1321	1
689_1126	2
1154_1386	1
1085_1165	24
638_872	4
211_301	2
477_977	20
994_1087	1
1184_1386	1
263_777	1
212_705	1
747_1293	1
962_1527	1
33_1037	1
119_1306	1
684_1140	1
671_808	1
1310_1409	6
475_1409	1
475_649	1
719_795	1
1121_1165	2
1179_1426	1
529_1405	1
451_697	1
461_965	1
1496_1550	5
262_413	1
578_636	6
107_195	1
468_966	112
303_344	2
353_450	1
1268_1320	1
852_1287	1
327_425	1
33_354	2
747_1182	2
461_918	3
468_576	1
55_474	1
270_330	1
263_960	1
1052_1195	1
1003_1058	26
1095_1519	1
657_1479	1
327_380	1
750_1352	1
972_1072	1
33_636	2
1090_1211	1
1003_1300	1
1054_1140	1
461_759	1
389_498	1
119_288	1
1154_1426	2
684_1270	1
1052_1225	1
226_277	1
179_513	1
464_966	16
263_550	1
1094_1182	17
483_550	1
464_960	4
1154_1263	1
534_1015	1
607_1146	1
1234_1409	1
477_636	1
689_1506	1
303_386	1
1426_1476	1
638_840	2
971_1100	1
932_1203	2
287_918	1
471_1015	1
1217_1347	3
107_177	2
395_456	4
199_301	1
797_872	1
684_1572	1
1274_1409	2
389_550	2
1326_1426	2
10_141	2
294_429	1
468_1100	1
719_1409	1
540_1037	1
1170_1399	1
1501_1572	1
988_1058	1
377_588	1
892_1337	1
1160_1211	9
719_799	1
1003_1072	1
1093_1316	1
466_1203	1
1326_1386	3
477_974	18
574_705	1
750_1126	1
183_443	1
793_918	1
395_769	1
192_354	1
33_509	1
657_808	3
226_636	1
1505_1562	1
107_155	1
952_1108	1
1160_1321	2
340_422	1
279_442	1
684_1347	2
750_940	1
211_291	1
757_969	1
1282_1372	1
952_1087	3
749_872	2
468_987	1
749_823	2
867_1234	1
890_1002	3
129_267	3
684_1337	1
202_267	1
236_375	3
50_840	1
566_636	3
1282_1386	3
10_597	1
613_682	9
657_1337	1
840_1409	1
1243_1287	4
747_918	7
162_375	1
10_688	1
536_609	1
449_546	1
10_636	4
757_849	1
562_672	3
1084_1287	1
490_987	1
33_576	1
867_934	1
1388_1457	1
428_1027	1
456_1399	1
965_1100	1
327_395	1
973_1081	2
1384_1506	1
602_677	1
477_981	6
562_1358	1
1282_1358	1
712_1037	1
167_267	1
1363_1550	1
468_970	2
179_301	2
365_499	1
519_1433	1
1003_1386	1
481_918	1
1243_1312	2
657_928	1
840_928	1
867_1081	2
965_1037	1
815_898	1
402_1100	1
206_354	2
777_840	11
1282_1337	13
615_1433	1
852_1386	1
411_609	1
204_809	1
952_1237	1
661_724	1
504_1002	6
195_309	1
529_941	1
747_1126	4
661_918	1
1231_1479	1
932_1058	3
786_1002	1
608_1002	1
852_1165	3
143_195	1
236_300	1
134_199	3
1243_1433	8
202_309	1
840_1372	1
1357_1409	1
236_333	2
43_640	1
700_773	1
68_130	1
1528_1588	1
952_1199	1
1243_1447	1
1213_1321	1
852_1550	2
33_141	2
1127_1199	1
263_840	2
1282_1369	1
1093_1173	2
484_546	3
216_289	2
880_1100	1
263_310	1
1051_1479	1
286_354	1
389_1100	1
211_267	3
840_1347	2
432_607	1
976_1426	1
512_688	1
790_872	1
735_823	1
700_811	1
1345_1399	3
668_949	1
461_968	2
243_354	1
1528_1572	3
10_354	1
1243_1399	2
1345_1459	1
236_383	1
1136_1242	1
661_804	1
203_267	1
952_1347	2
867_1040	3
1206_1265	3
804_907	1
1093_1506	1
479_975	3
689_1409	1
477_970	2
786_847	1
952_1002	8
155_227	1
1044_1100	1
1310_1383	1
1302_1356	1
533_918	1
389_525	2
684_1072	3
47_245	1
246_301	2
471_966	1
840_1165	1
583_640	1
976_1550	1
10_514	1
1237_1550	1
613_688	4
471_1391	1
786_1072	1
495_898	1
1154_1242	2
1003_1105	2
892_1081	1
1206_1316	2
1013_1457	1
1345_1433	2
777_823	6
211_288	1
201_343	1
1471_1514	2
995_1058	3
1112_1270	1
587_688	1
262_343	1
867_1242	1
657_1044	1
805_940	1
747_1572	1
1404_1457	3
179_245	3
179_267	6
1127_1190	1
638_823	17
750_1159	1
1206_1300	3
488_576	1
263_456	2
1127_1211	3
719_771	1
952_1037	4
203_354	1
1087_1165	1
411_550	2
1154_1337	2
1310_1347	1
719_806	1
932_1040	4
100_141	4
719_788	1
819_898	1
1505_1602	1
76_141	1
529_619	3
449_788	1
1326_1377	2
10_918	2
1093_1154	2
464_1126	1
428_960	1
852_1433	2
472_525	1
33_682	1
1323_1433	3
91_823	5
194_1159	1
528_1126	1
585_648	1
1433_1529	1
212_434	1
818_1165	1
129_177	2
33_918	1
284_1347	1
973_1015	1
991_1072	1
1095_1235	1
532_640	1
1160_1364	1
68_252	1
867_918	6
984_1072	1
477_989	2
451_823	1
10_1211	1
332_375	1
221_283	1
655_823	2
1086_1165	1
1179_1546	1
757_840	3
1184_1514	1
802_898	1
1381_1433	1
231_354	1
327_404	1
479_974	5
1282_1480	1
852_1126	3
236_365	1
1272_1409	1
695_743	1
1268_1316	3
535_640	1
122_1165	4
27_123	1
471_973	1
423_472	2
327_640	1
236_648	1
529_636	3
167_403	1
1032_1146	2
804_928	1
587_636	3
279_400	1
805_898	1
750_1081	1
33_456	1
1013_1058	2
226_653	1
353_795	1
638_1058	1
600_872	1
157_217	1
434_682	1
245_326	1
684_1015	2
247_431	1
134_354	1
453_1037	1
719_783	2
216_456	1
10_431	1
241_301	1
1220_1457	1
1217_1287	1
777_1457	1
1384_1457	6
262_640	1
413_1015	1
1384_1451	1
55_354	1
1003_1120	1
464_525	2
675_809	1
303_809	1
353_1173	2
262_395	1
497_599	1
1406_1479	1
179_279	1
700_746	1
353_409	1
689_1015	1
933_1002	1
353_396	1
1244_1433	1
545_921	1
10_407	1
1357_1433	1
1390_1534	1
370_443	1
477_973	9
750_1457	3
1433_1583	1
613_730	3
557_609	2
468_522	1
211_593	1
684_1037	2
250_371	1
1003_1081	3
684_1506	1
1032_1126	3
456_1433	1
395_784	1
262_317	1
332_494	1
493_814	1
818_910	1
1282_1457	2
479_973	3
1244_1409	2
401_456	2
747_1072	1
385_584	1
1383_1562	1
479_983	1
262_374	1
737_788	1
1243_1321	1
1409_1469	1
585_898	1
1086_1245	1
747_1426	2
1013_1546	2
1383_1572	1
657_1265	1
519_682	1
1326_1506	2
608_1140	1
428_1037	1
66_525	1
202_301	1
262_771	1
1017_1110	1
1399_1592	1
1206_1262	1
719_898	1
799_898	1
1379_1457	1
890_947	2
10_648	1
1282_1401	1
1084_1165	3
286_597	1
1041_1126	1
353_404	2
411_451	1
987_1058	1
81_576	1
624_688	1
262_400	1
1160_1394	1
890_1044	1
284_966	1
608_1044	1
1127_1237	1
405_788	1
273_705	1
423_580	1
451_969	1
512_636	2
464_1433	1
890_1072	1
1032_1087	3
221_323	1
587_872	1
1373_1426	2
10_872	1
411_1037	2
475_1002	1
119_243	1
1093_1279	1
33_597	1
719_777	1
1027_1087	1
602_665	1
973_1203	1
684_1002	1
268_744	2
449_550	1
965_1140	1
211_456	1
211_286	1
700_751	2
468_971	5
1222_1572	1
379_744	1
442_494	1
479_972	1
236_288	1
867_1015	6
777_872	7
294_354	1
157_429	1
1096_1165	1
596_1182	1
369_443	1
750_960	1
1003_1242	1
58_186	1
1399_1479	4
602_872	1
786_1237	1
700_789	1
479_567	1
952_1100	1
811_928	1
162_245	1
777_934	1
1032_1195	1
222_672	1
91_195	2
44_177	1
1224_1457	1
307_354	2
179_1242	1
700_772	1
471_972	1
1013_1227	1
313_360	1
365_648	1
55_1199	1
353_401	1
499_579	1
216_275	1
1089_1146	1
109_494	1
1486_1550	3
1486_1530	1
786_1225	1
1065_1165	1
1003_1203	1
497_1300	1
822_966	1
311_414	1
562_1335	1
281_382	1
613_1040	1
226_918	1
1267_1433	1
82_160	1
1019_1506	1
892_1015	2
1063_1126	1
179_297	1
219_525	1
747_1457	1
815_987	1
163_456	1
952_1126	2
100_163	1
1013_1386	1
1010_1211	1
10_823	1
425_1040	1
1105_1159	1
423_529	1
286_362	1
506_732	1
812_869	1
1160_1336	1
1080_1242	1
451_560	1
526_1409	1
236_354	4
362_456	1
657_1100	1
791_898	1
10_705	1
220_550	1
373_640	1
819_928	1
689_1002	1
464_518	1
1345_1409	6
1274_1347	1
581_636	2
840_1159	1
122_546	1
1323_1409	1
245_1146	1
368_501	1
1173_1572	1
10_483	1
221_1037	1
1399_1520	1
1426_1550	2
316_376	1
860_1002	1
977_1409	1
1154_1265	1
262_984	1
364_1002	1
528_918	1
890_940	1
1194_1409	2
650_1173	3
353_456	3
671_732	1
263_1002	2
226_364	1
650_872	1
995_1040	2
