3prime_site	Count
1243	29
461	24
477	1001
411	19
1013	13
129	58
613	31
263	16
353	30
493	2
248	2
1003	83
236	26
43	4
451	24
650	32
668	7
150	7
1011	1
810	2
737	9
1032	21
1139	1
497	6
368	5
585	7
1093	14
596	6
932	25
479	66
273	2
652	23
343	2
608	9
340	6
300	1
179	32
602	7
689	18
1351	1
952	44
991	2
480	1
777	40
840	27
239	3
624	6
857	5
211	14
1217	7
1154	13
1085	26
638	38
994	1
1184	2
212	4
747	40
962	1
33	21
119	11
684	19
671	4
1310	27
475	11
719	15
1121	15
1179	4
529	13
1496	5
262	23
578	7
107	8
468	131
303	18
1268	9
852	31
327	14
55	4
270	7
1052	4
1095	4
657	15
750	11
972	1
1090	2
1054	1
389	14
226	8
464	30
1094	20
483	2
534	2
607	1
1234	1
1426	10
971	1
287	1
471	5
395	13
199	1
797	1
1274	6
1326	15
10	36
294	5
540	1
1170	1
1501	1
988	2
377	3
892	6
1160	25
466	1
574	3
183	1
793	1
192	1
1505	2
279	3
757	8
1282	33
749	11
867	27
890	17
202	3
50	3
566	5
162	3
536	9
449	5
562	30
1084	4
490	1
1388	1
428	4
456	2
965	4
973	4
1384	11
712	3
167	9
1363	7
365	6
519	12
481	2
815	2
402	2
206	2
615	1
204	1
661	4
504	8
195	3
1231	1
786	10
143	10
134	5
1357	3
700	13
68	15
1528	6
1213	8
1127	11
484	3
216	10
880	1
1051	1
286	5
432	3
976	5
512	3
790	1
735	4
1345	15
243	3
1136	2
203	2
1206	19
804	2
155	1
1044	2
1302	4
533	2
47	2
246	2
583	1
1237	2
495	3
201	2
1471	3
995	8
1112	1
587	9
805	10
1404	3
488	1
1087	3
100	14
819	2
76	1
472	1
1323	7
91	11
194	3
528	2
1433	5
818	2
284	5
532	1
984	2
332	10
221	6
655	3
1086	4
802	1
1381	1
231	2
1272	1
695	3
535	1
122	7
27	4
423	18
600	2
157	2
434	1
245	3
247	2
453	2
241	2
1220	1
413	4
675	4
1406	1
933	1
1244	4
545	2
1390	1
370	1
557	4
250	2
401	2
385	2
1383	2
1409	1
66	4
1017	1
1399	8
799	1
1379	3
1041	1
987	1
81	1
405	1
1373	3
1027	1
268	2
1222	6
379	1
442	5
1096	2
369	1
58	1
811	1
222	5
44	5
1224	1
307	2
313	2
499	4
1089	3
109	2
1486	4
1065	1
822	1
311	1
281	1
1267	1
82	2
1019	1
1063	1
219	1
163	1
1010	1
425	2
1105	1
506	6
812	1
1080	1
526	3
362	1
791	2
220	2
373	1
581	3
1173	1
316	1
860	1
977	2
364	2
1194	2
1353	2
531	2
1030	1
961	1
53	9
77	1
769	1
502	1
29	4
711	1
1295	1
272	1
515	6
1107	2
1175	2
846	3
454	5
1376	1
416	1
421	6
1364	1
985	1
197	2
290	4
492	2
542	1
276	3
1506	2
249	2
986	13
612	4
141	1
1408	1
544	1
414	2
548	1
983	1
631	1
242	2
836	1
789	1
240	1
498	2
1400	2
1387	1
692	2
1137	1
1140	1
1456	8
448	5
140	1
817	1
265	1
1186	1
422	1
1378	2
715	1
1414	1
1385	1
800	2
418	2
783	1
752	5
1447	3
947	1
80	2
680	2
487	1
1402	1
267	3
1034	1
730	1
46	4
1180	1
928	1
1015	3
110	1
381	1
1038	4
467	3
710	1
159	1
1382	1
1130	1
690	1
809	1
213	1
1091	1
1191	4
641	3
993	1
1498	1
967	2
84	1
489	1
335	2
1023	1
156	3
476	1
1098	1
1370	1
1249	2
1190	1
1040	1
834	5
1099	1
1352	2
356	1
1064	1
598	4
1082	1
1193	1
1070	1
1391	1
1192	1
164	1
474	1
154	1
1056	3
62	1
1142	1
320	2
306	3
767	1
948	1
788	1
940	3
1202	1
233	2
45	1
1076	2
1354	1
1420	1
137	1
527	1
870	1
964	2
599	1
1403	1
215	1
537	4
990	1
1225	1
1502	1
261	1
821	1
623	1
1350	1
274	1
517	1
816	1
198	1
302	1
828	1
982	1
485	1
1260	1
530	1
617	2
230	1
473	1
359	2
224	1
165	1
1169	1
1514	1
244	1
1511	1
75	1
916	1
1075	1
1418	1
912	1
926	1
399	1
40	2
1380	2
1083	1
806	1
1255	1
959	1
685	1
939	1
925	1
115	1
897	1
803	1
1072	1
699	1
494	1
871	1
569	1
974	1
792	1
920	1
1018	1
360	1
901	1
785	1
763	1
257	1
200	1
252	1
503	1
1057	2
374	1
1270	1
980	1
682	1
1134	1
1263	1
227	1
1229	1
827	1
1116	1
1235	1
1195	1
647	1
1100	1
1146	1
1187	1
796	1
1058	1
1375	1
