Genome position	Count
0	8000
1	8001
2	8002
3	8003
4	8004
5	8005
6	8006
7	8007
8	8008
9	8009
10	8010
11	8011
12	8012
13	8013
14	8014
15	8015
16	8016
17	8017
18	8018
19	8019
20	8020
21	8021
22	8022
23	8023
24	8024
25	8025
26	8026
27	8027
28	8028
29	8029
30	8030
31	8031
32	8032
33	8033
34	8034
35	8035
36	8036
37	8037
38	8038
39	8039
40	8040
41	8041
42	8042
43	8043
44	8044
45	8045
46	8046
47	8047
48	8048
49	8049
50	8050
51	8051
52	8052
53	8053
54	8054
55	8055
56	8056
57	8057
58	8058
59	8059
60	8060
61	8061
62	8062
63	8063
64	8064
65	8065
66	8066
67	8067
68	8068
69	8069
70	8070
71	8071
72	8072
73	8073
74	8074
75	8075
76	8076
77	8077
78	8078
79	8079
80	8080
81	8081
82	8082
83	8083
84	8084
85	8085
86	8086
87	8087
88	8088
89	8089
90	8090
91	8091
92	8092
93	8093
94	8094
95	8095
96	8096
97	8097
98	8098
99	8099
100	8100
101	8101
102	8102
103	8103
104	8104
105	8105
106	8106
107	8107
108	8108
109	8109
110	8110
111	8111
112	8112
113	8113
114	8114
115	8115
116	8116
117	8116
118	8117
119	8118
120	8118
121	8119
122	8119
123	8120
124	8120
125	8121
126	8122
127	8123
128	8123
129	8123
130	8123
131	8123
132	8124
133	8125
134	8126
135	8127
136	8128
137	8129
138	8130
139	8131
140	8132
141	8133
142	8134
143	8135
144	8136
145	8137
146	8138
147	8139
148	8140
149	8141
150	8142
151	8143
152	8144
153	8145
154	8146
155	8146
156	8147
157	8147
158	8148
159	8149
160	8150
161	8151
162	8152
163	8153
164	8154
165	8155
166	8156
167	8157
168	8158
169	8159
170	8160
171	8161
172	8162
173	8163
174	8164
175	8164
176	8165
177	8166
178	8165
179	8164
180	8165
181	8165
182	8165
183	8165
184	8161
185	8162
186	8163
187	8164
188	8165
189	8166
190	8167
191	8168
192	8169
193	8170
194	8171
195	8172
196	8173
197	8174
198	8175
199	8176
200	8177
201	8178
202	8179
203	8180
204	8181
205	8182
206	8183
207	8184
208	8185
209	8186
210	8187
211	8188
212	8189
213	8190
214	8191
215	8192
216	8193
217	8194
218	8195
219	8196
220	8197
221	8197
222	8198
223	8199
224	8200
225	8201
226	8202
227	8203
228	8204
229	8204
230	8205
231	8206
232	8207
233	8208
234	8209
235	8210
236	8211
237	8212
238	8213
239	8213
240	8213
241	8214
242	8215
243	8213
244	8214
245	8215
246	8216
247	8217
248	8218
249	8219
250	8220
251	8221
252	8222
253	8223
254	8224
255	8225
256	8226
257	8227
258	8228
259	8229
260	8230
261	8231
262	8232
263	8233
264	8234
265	8235
266	8236
267	8237
268	8238
269	8239
270	8240
271	8241
272	8242
273	8243
274	8244
275	8245
276	8245
277	8246
278	8247
279	8248
280	8249
281	8250
282	8251
283	8252
284	8253
285	8254
286	8255
287	8256
288	8257
289	8258
290	8259
291	8260
292	8261
293	8262
294	8263
295	8264
296	8265
297	8266
298	8267
299	8268
300	8269
301	8270
302	8271
303	8272
304	8273
305	8274
306	8275
307	8276
308	8277
309	8278
310	8279
311	8280
312	8281
313	8282
314	8283
315	8284
316	8285
317	8286
318	8287
319	8288
320	8289
321	8290
322	8291
323	8292
324	8293
325	8294
326	8295
327	8296
328	8297
329	8298
330	8299
331	8299
332	8300
333	8301
334	8302
335	8303
336	8304
337	8305
338	8306
339	8307
340	8308
341	8309
342	8310
343	8311
344	8312
345	8313
346	8314
347	8315
348	8316
349	8317
350	8318
351	8319
352	8320
353	8321
354	8322
355	8323
356	8324
357	8325
358	8326
359	8327
360	8328
361	8329
362	8330
363	8331
364	8332
365	8333
366	8334
367	8335
368	8336
369	8337
370	8338
371	8339
372	8340
373	8341
374	8342
375	8343
376	8344
377	8345
378	8346
379	8347
380	8348
381	8349
382	8350
383	8351
384	8352
385	8353
386	8354
387	8355
388	8356
389	8357
390	8357
391	8357
392	8357
393	8358
394	8359
395	8360
396	8361
397	8362
398	8363
399	8364
400	8365
401	8365
402	8366
403	8367
404	8368
405	8369
406	8370
407	8371
408	8372
409	8373
410	8374
411	8375
412	8376
413	8377
414	8378
415	8379
416	8380
417	8381
418	8382
419	8383
420	8384
421	8385
422	8386
423	8387
424	8387
425	8388
426	8389
427	8390
428	8391
429	8391
430	8392
431	8393
432	8394
433	8395
434	8396
435	8397
436	8398
437	8398
438	8398
439	8398
440	8399
441	8400
442	8400
443	8401
444	8402
445	8402
