5prime_site	Count
1347	39
966	143
975	890
517	1
1081	23
195	50
1316	12
468	2
405	3
546	11
354	28
1173	47
1287	23
451	2
840	42
823	92
802	3
804	6
533	1
1100	21
1002	50
1159	13
1211	32
974	24
619	10
849	5
1177	3
971	6
1015	37
977	34
550	22
443	7
432	1
243	10
1479	44
1457	40
1044	19
976	45
1040	26
609	8
898	29
918	57
1069	1
978	12
282	2
434	3
1321	5
1126	30
1386	23
1165	62
872	34
301	9
1087	11
777	5
705	15
1293	5
1527	2
1037	26
1306	1
1140	11
808	4
1409	44
649	1
795	5
1426	22
1405	1
697	2
965	1
1550	20
413	1
636	39
344	2
450	1
1320	1
425	2
1182	27
576	12
474	1
330	1
960	14
1195	3
1058	46
1519	8
380	1
1352	5
1072	27
1300	7
759	7
498	1
288	3
1270	5
1225	2
277	1
513	1
1263	1
1146	11
1506	11
386	1
1476	1
1203	6
177	8
456	35
1572	13
141	13
429	5
1399	19
588	2
1337	51
799	3
769	1
509	1
1562	8
155	1
1108	3
422	1
442	1
940	5
291	2
969	2
1372	2
987	8
1234	1
267	30
375	12
597	6
682	31
688	13
672	4
934	2
1027	3
395	2
677	1
981	6
1358	2
970	6
499	3
1433	40
1312	5
928	7
809	5
1237	7
724	10
309	5
941	1
300	1
199	7
333	9
640	20
773	1
130	1
1588	3
1199	4
1447	1
1369	1
289	2
310	1
607	6
811	1
949	6
968	2
1459	1
383	1
1242	13
1265	8
907	3
847	2
227	14
1383	2
1356	1
525	15
245	11
514	1
1391	3
1105	5
343	2
1514	8
1190	3
771	4
806	1
788	8
1602	1
1377	2
1154	2
648	7
1529	2
1235	3
1364	1
252	2
989	2
283	1
1546	5
404	3
1480	1
365	1
743	2
123	1
973	15
472	2
403	4
400	4
653	2
217	1
326	3
431	4
783	5
1451	1
1120	3
599	3
279	1
746	3
409	1
396	1
921	1
407	3
1534	1
1583	2
730	12
522	3
593	3
371	1
784	1
317	1
494	12
814	3
910	6
584	1
983	1
374	1
1469	1
1245	6
1110	3
1592	1
1262	1
947	5
1401	1
1394	3
580	1
323	1
1279	1
665	2
744	3
286	2
751	4
972	7
186	9
789	1
567	3
772	1
1227	2
360	1
401	2
579	2
275	1
1530	1
414	1
1335	3
382	1
160	1
297	2
163	2
529	1
362	1
732	8
869	1
1336	1
560	2
518	2
501	1
483	1
1520	1
376	1
984	2
364	1
1429	1
1178	4
595	1
1486	1
1421	3
659	3
281	1
1185	3
1419	1
979	29
721	4
82	2
702	1
606	2
676	2
1466	1
657	2
398	2
274	1
669	1
1021	1
476	2
812	2
656	1
534	1
556	2
500	2
495	1
402	1
335	1
484	2
1135	2
1502	2
487	1
1249	10
120	3
714	5
490	1
601	2
1499	1
261	1
503	3
858	2
532	2
1452	1
336	1
1007	1
1594	1
1461	1
1422	1
520	1
1171	2
562	2
1484	1
213	1
512	1
820	1
415	2
399	3
210	1
1487	1
325	1
1361	1
459	1
569	1
367	1
675	2
1544	1
1384	1
992	1
98	1
337	1
439	1
673	1
1503	1
1226	3
1536	1
1357	1
1470	1
132	1
1539	1
539	1
1473	1
397	3
135	1
787	1
1344	1
263	1
692	1
1053	1
1350	1
980	3
212	1
1220	1
1122	1
1365	1
959	1
201	2
557	1
572	1
1581	3
1533	1
479	1
1367	2
153	1
1474	1
363	3
1112	1
764	1
1495	2
935	1
290	1
324	2
703	1
932	2
441	2
214	2
127	1
1326	1
962	2
77	1
1537	2
102	2
1366	1
1274	1
553	1
489	3
318	1
420	1
408	1
506	2
710	1
202	1
559	2
107	1
218	1
478	1
587	1
521	1
1261	1
604	1
1221	1
1327	1
561	1
1219	1
590	1
554	1
394	1
467	1
358	1
1224	1
1427	1
131	1
504	2
998	1
119	1
1370	1
655	1
693	1
511	2
329	1
352	1
486	1
384	1
1000	1
1070	1
1156	1
1281	1
1395	1
1403	1
957	1
1012	1
334	1
1412	1
577	2
786	1
1381	1
342	1
152	1
953	1
169	3
1092	1
540	1
502	1
668	2
426	1
662	2
967	1
207	1
144	1
480	1
307	1
361	1
1181	2
571	2
549	1
1254	1
488	2
791	1
158	2
1151	1
1392	1
411	1
124	1
369	1
1420	1
388	1
1025	1
1303	1
470	1
1010	1
433	1
1371	2
331	1
1052	1
756	1
671	1
695	1
516	1
1030	1
775	1
1589	1
1353	1
1541	1
1516	1
1442	1
