start_site	Count
1	434810
2	13743
3	11175
4	16466
5	6706
6	16175
7	4506
8	3724
9	4714
10	1461
11	1166
12	2607
13	308
14	418
15	484
16	610
17	903
18	445
19	43
20	28
21	7
22	13
23	47
24	178
25	3233
26	195
27	344
28	320
29	146
30	326
31	229
32	805
33	484
34	318
35	224
36	480
37	486
38	258
39	139
40	67
41	118
42	197
43	105
44	124
45	355
46	107
47	106
48	210
49	200
50	120
51	115
52	114
53	100
54	181
55	70
56	90
57	154
58	177
59	169
60	92
61	83
62	156
63	103
64	83
65	129
66	25
67	129
68	31
69	73
70	56
71	93
72	168
73	126
74	91
75	56
76	97
77	60
78	83
79	37
80	28
81	26
82	3
83	1
84	1
85	183
86	84
87	30
88	35
89	36
90	56
91	20
92	24
93	40
94	5
95	60
96	15
97	15
98	3
99	8
100	242
101	41
102	50
103	93
104	47
105	53
106	21
107	18
108	25
109	17
110	68
111	30
112	69
113	71
114	30
115	33
116	22
117	15
118	23
119	4
120	7
121	3
122	55
124	2
125	7
126	2
127	2
128	3
133	1
134	13
135	508
136	55
137	32
138	36
139	17
140	15
141	46
142	85
143	30
144	30
145	13
146	22
147	53
148	1
149	6
150	5
151	135
152	23
153	18
154	36
155	28
157	4
158	8
159	79
160	10
161	8
162	21
163	126
164	51
165	46
166	33
167	16
168	22
169	24
170	27
171	25
172	27
173	41
174	35
175	18
177	3
178	2
179	3
181	1
186	1
187	21
188	262
189	56
190	130
191	62
192	69
193	17
194	32
195	38
196	35
197	45
198	27
199	22
200	27
201	38
202	25
203	66
204	50
205	14
206	28
207	36
208	56
209	35
210	22
211	23
212	15
213	11
214	271
215	105
216	106
217	34
218	24
219	25
220	26
221	31
222	24
223	13
224	20
225	16
226	25
227	44
228	18
229	59
230	20
231	33
232	26
233	44
234	89
235	52
236	49
237	39
238	20
239	18
240	21
241	21
242	30
243	14
244	18
245	61
246	34
247	27
248	37
249	21
250	13
251	13
252	2
253	3
254	2
255	61
256	29
257	42
258	26
259	16
260	19
261	42
262	34
263	29
264	38
265	19
266	41
267	29
268	26
269	36
270	32
271	25
272	24
273	30
274	15
275	20
276	42
277	24
278	17
279	26
280	13
281	37
282	15
283	32
284	28
285	19
286	19
287	13
288	23
289	31
290	17
291	27
292	24
293	22
294	23
295	31
296	36
297	10
298	9
299	20
300	20
301	2
302	1
303	1
304	5
305	7
306	1
307	70
308	19
309	22
310	21
311	7
312	15
313	18
314	11
315	16
316	20
317	8
318	13
319	3
320	1
321	4
322	24
323	9
324	15
325	8
326	5
327	10
328	7
329	14
330	9
331	11
333	3
334	1
335	44
336	14
337	18
338	25
339	13
340	18
341	26
342	6
343	13
344	23
345	17
346	21
347	15
348	7
349	6
350	9
351	8
352	8
353	15
354	14
355	7
356	11
357	22
358	7
359	10
360	11
361	10
362	6
363	10
364	11
365	18
366	8
367	20
368	14
369	6
370	8
371	11
372	10
373	19
374	16
375	23
376	6
377	15
378	15
379	11
380	15
381	9
382	9
383	10
384	10
385	9
386	14
387	11
388	3
389	12
390	12
394	34
395	5
396	6
397	6
398	9
399	15
400	18
401	13
402	10
403	6
404	10
405	6
406	5
407	19
408	16
409	13
410	12
411	29
412	22
413	19
414	15
415	18
416	18
417	6
418	11
419	9
420	6
421	8
422	14
423	17
424	6
425	6
426	24
427	17
428	11
429	12
430	6
431	6
432	14
433	9
434	11
435	14
436	11
437	6
441	34
442	13
443	15
444	8
445	6
446	10
447	13
448	21
449	19
450	10
451	13
452	6
453	5
454	7
455	14
456	12
457	12
458	10
459	14
460	8
461	11
462	7
463	13
464	13
465	25
466	13
467	9
468	8
469	31
470	15
471	4
472	7
473	9
474	19
475	26
476	15
477	11
478	10
479	8
480	12
481	2
482	5
485	2
486	1
487	7
488	51
489	32
490	20
491	11
492	5
493	5
494	11
495	12
496	19
497	13
498	25
499	13
500	18
501	11
502	6
503	16
504	3
505	1
506	1
507	5
510	2
511	81
512	14
513	19
514	15
515	14
516	9
517	12
518	33
519	11
520	5
521	20
522	26
523	21
524	18
525	23
526	10
527	23
528	8
529	13
530	25
531	31
532	21
533	10
534	14
535	10
536	11
537	11
538	7
539	5
540	1
541	10
542	5
543	3
544	8
545	7
546	9
547	7
550	1
551	36
552	3
553	6
554	7
555	3
558	1
559	56
560	20
561	11
562	1
563	1
566	5
567	3
568	43
569	10
570	7
571	7
572	14
574	1
576	28
577	4
578	3
579	1
580	4
583	2
587	9
588	107
589	12
590	5
591	4
