barcode	Count
1_1243_1347_1630	4
1_461_966_1630	2
1_477_975_1630	886
1_411_517_1630	1
1_1013_1081_1630	2
1_129_195_1630	44
1_613_1316_1630	2
1_263_468_1154	1
1_353_405_1630	2
1_493_546_994	1
1_248_354_1630	1
1_1003_1173_1630	35
1_236_1287_1630	1
1_43_451_1630	1
1_451_840_1630	3
1_650_823_1630	27
1_668_802_1614	2
1_613_804_1464	2
1_150_533_1630	1
1_1011_1100_1630	1
1_810_1002_1630	1
1_737_1159_1630	2
1_1032_1100_1630	4
1_1139_1211_1603	1
1_497_974_1624	1
1_368_619_889	1
1_585_849_1630	1
1_1093_1177_1625	3
1_596_971_1630	1
1_932_1015_1624	4
1_479_977_1630	14
1_273_550_1614	1
1_652_823_1630	21
1_343_443_1630	1
1_608_1100_1630	1
1_340_432_1426	1
1_300_354_1630	1
1_179_243_1630	3
1_602_823_1624	1
1_689_1479_1630	2
1_1351_1457_1630	1
1_952_1044_1630	9
1_477_976_1630	45
1_991_1040_1630	1
1_480_609_1630	1
1_777_1316_1630	1
1_840_898_1630	7
1_239_546_1628	1
1_624_918_1630	1
1_857_1069_1630	1
1_479_978_1630	7
1_211_282_1398	1
1_353_434_1630	1
1_1217_1321_1630	1
1_689_1126_1488	2
1_1154_1386_1630	1
1_1085_1165_1630	24
1_638_872_1630	4
1_211_301_1154	2
1_477_977_1630	20
1_994_1087_1630	1
1_1184_1386_1628	1
1_263_777_1612	1
1_212_705_1082	1
1_747_1293_1630	1
1_962_1527_1614	1
1_33_1037_1630	1
1_119_1306_1630	1
1_684_1140_1614	1
1_671_808_1630	1
1_1310_1409_1630	5
1_475_1409_1523	1
1_475_649_1630	1
1_719_795_1154	1
1_1121_1165_1399	2
1_1179_1426_1630	1
1_529_1405_1630	1
1_451_697_1624	1
1_461_965_1630	1
1_1496_1550_1630	5
1_262_413_1630	1
1_578_636_1630	6
1_107_195_1398	1
1_468_966_1630	112
1_303_344_1629	2
1_353_450_1614	1
1_1268_1320_1630	1
1_852_1287_1618	1
1_327_425_1628	1
1_33_354_1614	2
1_747_1182_1630	2
1_461_918_1630	3
1_468_576_1625	1
1_55_474_1630	1
1_270_330_1624	1
1_263_960_1378	1
1_1052_1195_1607	1
1_1003_1058_1630	26
1_1095_1519_1628	1
1_657_1479_1574	1
1_327_380_1409	1
1_750_1352_1630	1
1_972_1072_1408	1
1_33_636_1630	2
1_1090_1211_1630	1
1_1003_1300_1614	1
1_1054_1140_1630	1
1_461_759_1630	1
1_389_498_572	1
1_119_288_1630	1
1_1154_1426_1630	2
1_684_1270_1628	1
1_1052_1225_1470	1
1_226_277_1630	1
1_179_513_1408	1
1_464_966_1630	16
1_263_550_1154	1
1_1094_1182_1630	17
1_483_550_1135	1
1_464_960_1630	4
1_1154_1263_1630	1
1_534_1015_1630	1
1_607_1146_1630	1
1_1234_1409_1630	1
1_477_636_1630	1
1_689_1506_1630	1
1_303_386_1630	1
1_1426_1476_1630	1
1_638_840_1630	2
1_971_1100_1630	1
1_932_1203_1630	2
1_287_918_1630	1
1_471_1015_1630	1
