3prime_site	Count
76	9410
69	5185
63	9778
64	60088
2653	3
61	2094
66	29618
71	723
67	4208
70	391
16482	1
62	20427
81	340
27564	6
28489	33
25004	1
28361	178
28655	7
74	978
28783	8
27190	57
65	11806
68	6801
75	12221
72	3633
77	2215
937	4
29390	7
1917	7
26615	2
3718	3
80	670
1672	38
3660	1
3651	3
28406	49
6953	58
1114	22
2677	6
831	6
28122	8
47	104
58	354
26784	129
26533	3
28515	9
28116	5
83	1064
29701	9
3081	4
29710	189
73	1281
1216	15
79	375
60	340
46	135
87	42
28363	12
28411	12
86	54
3085	11
1293	32
38	21
54	39
27693	18
28267	2
27639	6
25438	1
27384	17
3105	7
7206	23
28418	10
85	94
26198	2
22955	2
57	358
29341	10
50	88
1088	5
2154	14
2226	1
26099	3
1430	17
1269	7
2392	11
6649	3
27970	4
29231	8
48	143
735	21
27324	3
27721	11
1760	2
26261	22
666	3
28659	7
27258	5
28382	25
29263	16
27552	50
1869	4
41	22
28505	84
78	430
28431	36
28222	3
27337	3
29143	8
49	33
1988	174
29410	8
42	22
28850	6
23679	3
28415	24
1853	209
27680	54
1483	8
6610	4
141	1
733	17
1516	13
28445	24
29053	9
834	5
27827	9
24671	2
6955	17
5096	18
6965	20
7540	2
949	9
1089	6
2537	5
28504	31
23786	1
2726	1
28460	15
27554	100
28490	17
88	23
29557	4
6932	16
2080	1
3770	5
2127	25
6978	22
3829	2
1736	10
28386	8
1067	2
26779	173
1578	11
1607	4
2034	16
1852	57
6761	3
28701	2
1385	2
6807	60
826	12
5062	5
29047	10
28434	5
29430	7
1632	6
28518	10
2812	5
3357	5
1271	17
59	393
936	4
1013	24
28825	6
27682	309
29005	9
28705	20
53	59
29409	9
1087	7
27299	3
22068	1
25753	3
29173	10
28917	9
3298	10
23714	3
28424	16
1061	6
1215	5
1608	1
3267	6
26252	178
2948	5
1314	12
6653	49
8842	1
89	35
1770	7
7490	6
1036	9
26775	35
26772	30
5261	3
6685	8
26320	1
1946	20
1063	6
4366	3
6606	6
1458	13
8712	1
1924	3
6943	14
2929	5
3032	15
1666	4
26786	195
28271	7
28970	6
1238	14
2210	21
20433	1
4838	6
1906	21
21	47
