3prime_site	Count
41	1
103	1
743	2022
6044	1263
8919	4
167	2
98	1
543	1
118	2
210	1
516	1
368	1
389	1
396	1
414	1
446	1
412	1
747	74
4962	291
5463	376
6051	7
5058	22
829	1
634	14
628	1
8502	3
958	1
8035	1
793	4
474	1
5076	1
9435	1
9323	1
5437	2
6048	19
5477	1
8355	1
4973	2
5454	1
5789	1
552	2
5126	1
8811	1
6214	2
583	1
8873	2
9365	1
690	1
646	1
732	2
8642	1
7021	1
5513	1
5067	2
6027	1
8949	3
6249	1
8707	1
740	4
8797	2
4976	2
5565	1
705	4
615	1
3120	1
9264	1
9221	1
673	1
6237	2
694	1
9287	1
5455	1
6800	1
7666	1
7041	1
7567	1
9212	1
9182	1
5435	1
765	2
9052	1
8541	1
9242	1
9012	1
734	1
6664	1
665	2
5993	1
534	1
7799	1
6147	1
728	1
8463	1
527	1
6029	1
683	1
1090	1
