5prime_site	Count
8982	1
454	1
5976	1031
8369	1292
9175	3
9069	8
9174	1
8187	1
9194	1
9393	1
9247	4
9285	1
6363	1
9196	2
9181	1
9283	1
5059	1
5960	198
4913	462
5954	164
5777	209
5390	608
9219	1
8345	8
5992	13
8415	4
5980	22
8401	3
8379	1
9162	2
8205	1
9073	2
4919	17
8578	1
9331	2
8113	1
5629	2
5417	2
9494	1
4945	1
9437	1
5936	26
5686	1
6000	1
5403	2
8598	1
8363	1
5948	1
5943	1
5983	1
617	1
5234	1
8971	1
8884	1
695	1
8935	1
9033	1
9415	1
8773	1
5468	3
5942	1
8698	1
7076	1
9275	2
5951	1
9082	1
9050	1
8341	3
6376	1
8618	2
8778	1
4922	2
4911	3
8849	1
8328	3
8319	1
4994	1
6585	1
9426	1
3172	1
9318	1
9023	1
6089	1
6134	1
6286	1
4930	1
9480	1
9074	1
9006	2
9451	1
8515	2
9376	1
5382	1
8446	2
9104	1
8962	1
6848	1
8976	1
8911	1
5817	1
7092	1
5592	1
8554	1
5977	1
8029	1
8375	1
9076	1
9223	1
6333	1
9188	1
9322	1
9467	1
9355	1
6216	2
9064	1
4955	1
5426	1
8172	1
5377	1
5744	1
6119	1
5949	1
8032	1
8440	1
6019	1
5453	1
5371	1
5515	1
5755	1
