3prime_site	Count
41	1
103	1
743	2060
6044	1286
8919	7
167	2
98	1
543	1
118	2
210	1
516	1
368	1
389	1
615	2
396	1
414	1
446	1
412	1
747	78
4962	296
5463	378
6051	7
5058	23
829	1
909	3
1748	1
879	1
634	15
628	1
8502	4
958	3
8035	1
793	5
474	1
5076	1
9435	1
1855	1
9323	2
1102	3
5437	2
1104	1
6048	20
5477	1
8355	1
9587	1
4973	4
828	1
5454	1
5789	1
1982	1
552	2
5126	1
2873	1
8811	2
6214	2
583	1
8873	2
9365	2
690	1
646	1
732	2
8642	1
559	1
7021	1
665	3
5513	1
848	1
5067	2
6027	1
8949	3
6249	1
8707	1
740	4
8797	3
4976	2
5565	1
705	4
807	1
782	1
951	1
3120	1
9264	1
9221	2
9409	1
587	2
969	1
673	1
6237	3
694	1
3200	1
1050	1
9287	3
5455	1
899	1
6800	1
7666	1
7041	1
565	1
7567	2
9212	1
698	1
9182	1
5435	1
765	2
9052	1
8541	1
9242	3
9012	1
617	2
734	1
6664	1
5993	1
990	1
534	1
7799	1
6147	1
2279	1
738	1
728	1
8463	1
1735	1
875	1
527	1
556	1
891	3
6029	1
683	1
775	1
897	1
1090	1
750	1
902	1
1010	1
1043	2
1815	1
1440	1
1068	2
1020	1
1510	1
1156	1
1191	1
1720	1
3607	1
1777	2
1241	1
1783	1
1369	1
1365	1
1336	1
2547	1
1338	1
1376	1
1421	1
1673	1
1845	3
1458	1
1473	1
1520	1
1533	1
4347	1
2393	1
2493	2
3920	1
1677	2
1549	1
4278	1
1688	1
1760	1
1664	1
1561	1
1583	1
1619	1
1930	1
3783	1
2503	1
3069	1
1751	1
2035	1
1938	1
3052	1
2011	1
3760	2
2926	1
3387	1
2425	1
3488	1
3493	1
2651	2
4395	2
3670	1
4154	1
3190	1
3013	1
3021	1
6976	1
3868	1
4451	1
3422	1
3662	2
3329	2
4653	1
6261	1
4525	1
4223	1
3632	1
4337	1
4873	1
3872	1
4509	1
4054	1
6101	1
4721	3
5563	1
4829	2
6520	1
4596	1
5292	1
4313	1
6991	2
4565	2
5006	1
4906	1
4529	1
4599	1
6412	1
5782	6
5271	1
5893	1
5069	1
8216	1
6146	1
6219	1
7699	4
6946	1
8048	1
5493	1
6687	1
5902	1
6148	1
8532	1
6302	1
5915	2
7675	1
5903	1
5776	1
6504	1
5804	2
5883	1
6300	1
6913	1
6783	2
6152	1
6577	1
8953	2
6644	1
9505	1
7236	1
7418	1
6400	1
7250	1
6663	1
6446	1
6447	1
8647	1
6706	1
7293	1
6973	1
8009	1
7678	2
8744	1
6929	1
8853	2
8957	1
8314	1
8894	2
7532	1
7908	1
7848	1
6881	3
7806	1
6889	1
8423	1
7264	1
9163	1
7214	1
7706	1
7562	1
7635	1
7707	1
8142	1
8645	1
7708	1
8557	1
8632	1
9293	1
8734	1
9350	1
8094	1
9105	1
7958	1
7853	1
8220	1
8298	1
9418	1
8501	1
9005	1
8790	1
9036	1
9627	1
9618	1
