junction	Count
41_8982	1
103_454	1
743_5976	726
6044_8369	1269
8919_9175	1
167_9069	1
98_9174	1
543_8187	1
118_9194	1
118_9393	1
167_9247	1
210_9285	1
516_6363	1
368_9196	1
389_9181	1
615_1910	1
396_9175	1
414_9196	1
446_9283	1
412_9247	1
747_5059	1
747_5960	29
743_4913	475
4962_5976	70
743_5960	113
743_5954	119
4962_5777	63
4962_5390	140
5463_5777	48
747_4913	8
4962_5954	6
743_5390	468
5463_5976	232
5463_5954	38
5463_5960	44
6044_9219	1
743_8369	15
743_5777	86
4962_5960	10
743_8345	2
6051_8369	6
747_4919	12
747_5390	3
4962_5992	1
6044_8415	1
743_5980	16
5058_5390	11
6044_8401	2
6044_8379	1
5463_5992	3
6044_9162	2
829_8205	1
909_1325	1
1748_1871	1
879_971	1
634_9073	2
628_9069	1
5463_5980	5
8502_8578	2
958_9331	1
8035_8113	1
5058_5777	10
793_8369	1
474_5629	1
5076_5417	1
9435_9494	1
1855_1927	1
747_4945	1
9323_9437	1
747_5992	5
5463_5936	5
1102_3932	3
5437_5686	1
1104_3932	1
743_5936	19
6048_8369	18
5477_6000	1
4962_5403	1
6044_8345	4
8355_8598	1
6044_8363	2
9587_13707	1
4973_5960	1
828_4346	1
5463_5948	1
747_5976	5
634_9069	6
634_1442	1
5454_5943	1
5789_8415	1
1982_2299	1
743_5983	1
6048_8345	1
552_617	1
5126_5234	1
2873_2947	1
8811_8971	1
6214_8884	1
583_695	1
8873_8935	1
8873_9033	1
9365_9415	1
690_8773	1
646_5468	1
732_5954	1
4962_5942	1
747_5403	1
8642_8698	1
743_5468	1
747_8401	1
559_636	1
7021_7076	1
665_770	1
5513_8369	1
743_9275	1
848_914	1
5437_5960	1
5463_5951	1
5067_9082	1
6027_8369	1
8949_9050	1
6044_8341	2
6249_6376	1
8502_8618	1
4973_5992	1
8707_8778	1
743_4922	1
740_4911	2
8797_8849	1
4976_8328	2
5565_5629	1
743_5992	3
705_8319	1
743_4994	1
807_910	1
958_1040	1
743_9175	1
782_1001	1
615_6585	1
747_5777	3
6214_9426	1
4962_5980	1
951_1334	1
3120_3172	1
9264_9318	1
9221_9331	1
743_4919	7
793_860	1
6051_8415	1
747_860	1
9409_11128	1
8919_9023	1
587_654	1
743_6089	1
969_1032	1
673_6134	1
6237_6286	1
747_4930	1
747_9480	1
634_9074	1
4962_5936	2
8949_9006	2
552_9451	1
694_8515	1
3200_3271	1
1050_1193	1
9287_9376	2
4962_5382	1
5067_5390	1
793_8446	1
5058_5976	2
743_8328	1
8919_9104	1
5455_5976	1
899_983	1
747_8341	1
8919_8962	1
6800_6848	1
7666_8976	1
8797_8911	1
747_5817	1
7041_7092	1
793_5592	1
565_633	1
8502_8554	1
740_5977	1
7567_8029	2
9212_9275	1
634_9247	1
698_971	1
6044_8515	1
9182_9247	1
740_8375	1
732_5976	1
5435_5777	1
5463_8369	1
765_9076	1
587_719	1
9052_9223	1
6237_6333	1
8541_9188	1
9242_9322	1
705_4911	1
747_5417	1
9012_9467	1
617_770	1
747_9355	1
747_4922	1
734_6216	1
909_1721	1
634_9064	1
705_4955	1
634_5426	1
6664_8172	1
665_5377	1
743_5744	1
5993_8446	1
990_1080	1
534_6119	1
793_8345	1
705_5949	1
7799_8032	1
6147_6216	1
2279_2345	1
738_1401	1
634_5468	1
634_5390	1
617_780	1
728_8440	1
8463_8618	1
747_830	1
743_6019	1
1735_1805	1
743_5453	1
765_5371	1
875_926	1
527_5515	1
556_1001	1
891_2299	2
6029_8369	1
683_8415	1
665_5390	1
775_877	1
897_963	1
1090_5755	1
750_1103	1
909_971	1
891_963	1
958_1007	1
902_9557	1
1010_1103	1
1043_1117	1
1815_2345	1
1440_1522	1
1043_1155	1
1068_1117	1
1020_1471	1
1510_1581	1
1068_1126	1
1156_3463	1
1191_3454	1
1720_8415	1
3607_3760	1
1777_1843	1
1241_1872	1
1783_1856	1
1369_1872	1
1365_3563	1
1336_1910	1
2547_2632	1
1338_1872	1
1376_1874	1
1421_1868	1
1777_1820	1
1673_1771	1
1845_9470	1
1458_1874	1
1473_1872	1
1845_2080	1
1520_1862	1
1533_1868	1
4347_4400	1
2393_2540	1
2493_4318	1
3920_4027	1
1677_1808	2
1549_1868	1
4278_4393	1
1688_1856	1
1760_1817	1
1664_1736	1
1561_1872	1
1583_1868	1
1619_1868	1
1930_3705	1
3783_4048	1
2503_9867	1
3069_3546	1
1751_1868	1
1845_9474	1
2035_2299	1
1938_2007	1
3052_3118	1
2011_2070	1
3760_3838	1
2926_2978	1
3387_3448	1
2493_2575	1
2425_2470	1
3488_3844	1
3493_4003	1
2651_2872	1
4395_4489	1
2651_9162	1
3670_3776	1
4154_4246	1
4395_4456	1
3190_3308	1
3013_3563	1
3021_5251	1
6976_7059	1
3868_3988	1
4451_4489	1
3422_3499	1
3662_3735	2
3329_3499	1
3329_8532	1
3760_3932	1
4653_8976	1
6261_6307	1
4525_4570	1
4223_4400	1
3632_4264	1
4337_4400	1
4873_8171	1
3872_4102	1
4509_4641	1
4054_4416	1
6101_13121	1
4721_4768	1
5563_5686	1
4829_9494	1
6520_6591	1
4596_4684	1
5292_5479	1
4721_6924	1
4313_4659	1
6991_7105	1
4565_4641	1
5006_5081	1
4906_5482	1
4565_4670	1
4529_4641	1
4829_5036	1
4599_4659	1
4973_5515	1
4721_4831	1
6412_6525	1
5782_5840	1
5271_5666	1
4973_5436	1
5893_5960	1
5782_5960	1
5069_5114	1
8216_8295	1
5782_5850	1
6146_9605	1
6219_6277	1
7699_7840	1
6946_9390	1
8048_8616	1
5493_7337	1
6687_6768	1
5782_5992	1
5782_5855	1
5902_6143	1
6148_6216	1
6044_8375	1
8532_8608	1
6302_6474	1
5915_6576	1
5782_5873	1
5915_6010	1
7675_7752	1
5903_5949	1
5776_6143	1
6504_6592	1
5804_6176	1
5804_6134	1
5883_6307	1
6048_6098	1
6300_6465	1
6913_8090	1
6783_9272	1
6237_6307	1
6152_6824	1
6577_9511	1
8953_9076	1
6644_6908	1
9505_9550	1
7236_8053	1
7418_7490	1
6400_6885	1
7250_8054	1
6663_6978	1
6446_6896	1
6447_7145	1
8647_8721	1
6706_7026	1
7293_8375	1
6973_7033	1
8009_8090	1
6783_6883	1
7678_7736	1
8744_8827	1
6929_8694	1
8811_8995	1
8853_8918	2
8957_9030	1
8314_8415	1
8894_9010	1
7532_7621	1
8919_8995	1
6991_7048	1
7908_7988	1
7848_7904	1
6881_7698	1
7806_7871	1
6889_7707	1
6881_7564	2
8423_8515	1
7264_7337	1
9163_9244	1
7214_7293	1
7699_7791	1
7706_8029	1
7562_8032	1
7635_8071	1
7699_8046	1
7707_8029	1
7678_8012	1
8142_8194	1
8645_9590	1
7708_8042	1
7699_8019	1
8557_8706	1
8632_9093	1
9242_9320	1
9293_9381	1
8734_8932	1
8919_9006	2
9350_9423	1
8094_8144	1
9105_9162	1
7958_8095	1
7853_8090	1
8220_8295	1
9323_9451	1
8298_8706	1
9418_9470	1
8501_8851	1
9005_9069	1
8953_9285	1
8790_8884	1
9221_9275	1
8797_8899	1
8894_8968	1
9036_9196	1
9287_9355	1
9365_9484	1
9242_9331	1
9627_13648	1
9618_12186	1
