start_site	Count
1	483440
2	17969
3	10616
4	23326
5	7990
6	25797
7	8783
8	10080
9	14315
10	2098
11	1574
12	1451
13	446
14	2190
15	1285
16	803
17	1817
18	811
19	914
20	260
21	36
22	30
23	33
24	2306
25	213
26	478
27	734
28	379
29	204
30	255
31	313
32	470
33	261
34	221
35	227
36	466
37	224
38	92
39	70
40	6
41	16
42	29
43	390
44	382
45	139
46	118
47	218
48	179
49	134
50	142
51	109
52	81
53	183
54	69
55	99
56	148
57	207
58	124
59	77
60	76
61	126
62	112
63	74
64	92
65	20
66	134
67	36
68	56
69	42
70	81
71	125
72	101
73	49
74	37
75	39
76	8
77	27
78	152
79	25
80	39
81	98
82	39
83	43
85	9
86	9
87	109
88	25
89	66
90	59
91	19
92	36
94	14
95	8
96	149
97	45
98	32
99	36
100	18
101	46
102	35
103	23
104	25
105	18
106	7
107	20
108	14
109	35
110	24
111	43
112	59
113	26
114	22
115	29
116	26
117	16
118	46
119	28
120	35
121	16
122	37
123	8
124	4
125	7
126	3
127	8
128	6
129	139
130	10
131	2
133	20
134	102
135	67
136	37
137	23
138	8
139	14
140	37
141	41
142	30
143	12
144	15
145	17
146	42
147	26
148	24
149	29
150	21
151	17
152	3
153	1
154	4
155	2
156	13
157	14
158	127
159	13
160	15
161	22
162	95
163	49
164	35
165	17
166	8
167	10
168	12
169	23
170	11
171	23
172	47
173	18
174	27
175	18
176	10
177	20
178	16
179	9
180	14
181	14
182	9
183	12
184	3
185	5
186	4
187	38
188	19
189	26
190	21
191	29
192	10
193	13
194	23
195	14
196	25
197	25
198	23
199	18
200	23
201	11
202	41
203	33
204	10
205	12
206	14
207	27
208	12
209	12
210	8
211	14
212	4
213	41
214	30
215	39
216	22
217	8
218	20
219	3
220	64
221	11
222	3
223	1
224	2
225	48
226	18
227	10
228	25
229	10
230	20
231	12
232	14
233	42
234	32
235	22
236	23
237	17
238	11
239	15
240	11
241	23
242	18
243	27
244	18
245	11
246	28
247	28
250	2
251	38
252	16
253	7
254	14
255	20
256	12
257	8
258	6
259	10
260	2
261	1
265	13
266	83
267	13
268	32
269	13
270	4
271	13
272	29
273	11
274	7
275	7
276	18
277	6
278	10
279	8
280	4
281	36
282	13
283	9
284	9
285	5
286	12
287	5
288	9
290	1
291	1
292	36
293	10
294	15
295	10
296	8
297	7
298	3
299	13
300	9
301	3
302	1
303	1
304	27
305	4
306	13
307	19
308	10
309	5
310	9
311	15
312	12
313	14
314	9
315	15
316	5
317	3
318	35
319	5
320	6
321	6
322	2
323	7
324	8
325	2
326	3
327	5
328	6
329	7
330	6
331	12
334	4
335	12
336	3
337	2
338	18
339	17
340	3
341	5
342	3
343	2
345	2
346	38
347	7
348	12
349	7
350	9
351	1
352	7
353	9
354	12
355	3
356	7
357	9
358	4
359	6
360	7
361	3
362	4
363	4
364	9
365	5
366	5
367	4
368	5
369	7
370	4
371	8
372	2
373	3
374	11
375	5
376	10
377	9
378	3
379	2
380	7
381	2
383	5
384	3
385	5
386	4
387	2
388	4
389	6
390	7
391	3
392	4
393	5
394	1
395	1
396	1
397	1
399	3
400	1
407	44
408	7
409	9
410	11
411	9
412	46
413	17
414	5
415	6
416	11
417	6
418	14
419	8
420	3
421	10
422	9
423	4
424	1
425	8
426	3
427	1
431	2
432	2
433	29
434	4
435	5
436	3
440	16
441	1
443	1
444	25
445	11
446	6
447	23
448	10
449	15
450	7
451	4
452	6
453	1
454	1
455	1
456	23
457	4
458	8
459	5
461	1
462	1
463	74
464	3
466	3
467	1
468	24
469	10
470	18
471	8
472	6
473	15
474	10
475	11
476	15
477	10
478	12
479	7
480	17
481	6
482	7
483	3
484	3
485	6
488	2
491	4
492	29
493	19
494	45
495	41
496	28
497	19
498	8
499	9
500	13
501	16
502	12
503	8
504	14
505	13
506	8
507	10
508	10
509	7
510	9
511	10
512	11
513	10
514	3
515	3
516	10
517	16
518	6
524	1
525	58
526	12
527	4
528	7
529	11
530	8
531	5
532	7
533	3
534	7
535	11
536	6
537	1
538	4
539	1
540	1
541	1
542	5
543	25
544	12
545	7
546	6
547	5
548	5
549	14
550	19
551	4
552	3
553	1
554	2
557	3
558	45
559	5
560	14
561	4
562	7
563	4
565	1
566	5
567	28
568	3
569	5
570	5
571	2
572	7
573	1
576	2
577	11
580	2
586	9
587	97
588	12
589	15
590	10
591	10
592	7
593	16
594	1
597	8
598	2
599	3
600	16
601	49
602	14
603	8
604	3
605	5
606	7
607	2
608	5
609	1
616	10
617	1
629	1
630	4
631	166
632	24
633	13
634	18
635	18
636	12
637	14
638	15
639	8
640	8
641	12
642	12
643	11
644	3
647	1
649	2
650	6
651	41
652	2
655	3
656	4
657	10
658	3
659	53
662	3
663	27
664	9
665	11
666	16
667	21
668	9
669	8
670	7
671	8
672	11
673	6
674	6
675	3
676	2
677	1
678	1
680	2
681	14
682	4
683	9
684	35
685	10
686	9
687	6
688	36
689	14
690	9
691	7
692	8
693	4
694	5
695	5
696	3
699	2
700	19
701	3
702	1
703	1
704	62
705	19
706	15
707	7
708	24
709	15
710	11
711	6
712	10
713	6
714	4
715	4
716	5
717	6
718	5
719	12
720	14
721	6
722	9
723	15
724	3
725	12
726	6
727	5
728	11
729	4
730	8
731	4
732	6
733	1
735	1
736	27
737	6
738	7
739	13
740	10
741	2
742	11
743	9
744	14
745	11
746	5
747	3
748	1
749	2
750	4
751	6
753	6
754	1
755	1
757	3
758	10
759	130
760	17
761	7
762	2
763	1
767	1
768	1
772	82
773	7
774	9
775	4
776	11
777	5
778	2
779	5
780	6
781	5
788	1
789	8
790	2
794	10
795	4
798	1
799	1
800	9
801	2
838	1
844	25
845	164
848	4
849	31
851	1
852	1
853	3
854	56
855	4
856	2
859	1
864	1
872	1
901	3
902	7
903	3
906	1
907	4
909	3
910	5
911	2
912	18
913	11
918	9
919	460
920	3
921	1
922	2
925	1
927	2
929	1
930	1
931	2
932	5
933	234
934	5
935	2
936	38
937	171
938	86
940	1
941	15
942	4
943	3
944	2
946	3
947	1
950	5
952	1
953	4
954	487
955	38
956	25
957	13
958	29
959	24
960	21
961	46
962	46
963	5
964	30
965	24
966	4
967	3
968	5
969	11
970	61
971	22
972	546
973	30
975	2
976	17
977	2
978	20
979	18
980	152
981	34
982	260
983	19
984	28
985	16
986	13
987	1
988	1
989	5
990	198
991	65
992	11
993	18
994	12
996	2
997	2
998	1
999	1
1000	4
1001	2
1003	5
1004	221
1005	12
1006	22
1007	23
1008	3
1009	5
1010	6
1011	2
1012	5
1013	3
1014	90
1015	14
1016	12
1017	1
1018	1
1019	66
1020	92
1021	2
1022	9
1023	9
1024	99
