barcode	Count
1_260_1142_1627	2
1_639_1089_1602	1
1_1208_1263_1629	1
1_1255_1457_1629	1
1_1129_1180_1629	1143
1_947_1102_1550	1
1_252_314_1629	1
1_1088_1170_1629	40
1_1135_1391_1629	1
1_649_841_1115	1
1_728_1391_1572	1
1_1115_1175_1629	132
1_1353_1425_1629	125
1_1129_1184_1629	387
1_1364_1430_1629	54
1_1208_1391_1629	3
1_1428_1534_1627	1
1_1129_1173_1629	22
1_1083_1540_1629	3
1_106_1430_1612	2
1_67_484_1614	2
1_133_290_1118	8
1_689_1518_1629	119
1_201_1251_1629	1
1_1129_1188_1629	4
1_201_1263_1629	25
1_232_701_1131	1
1_1353_1430_1629	13
1_133_1292_1629	16
1_651_815_1629	31
1_532_1047_1629	1
1_1028_1109_1629	1
1_1303_1371_1629	1
1_1360_1430_1629	28
1_509_1197_1627	1
1_185_1285_1629	57
1_1348_1430_1629	34
1_210_266_1629	4
1_785_848_1629	8
1_535_927_1629	55
1_133_291_1118	1
1_148_1311_1629	21
1_1367_1430_1629	412
1_410_545_1629	4
1_410_1562_1629	34
1_688_1063_1553	3
1_148_1310_1629	249
1_1303_1391_1627	5
1_326_639_1115_1541_1629	1
1_465_1018_1629	24
1_728_1047_1629	4
1_1303_1430_1629	5
1_615_854_1629	18
1_127_1289_1629	2
1_757_873_1629	1
1_670_1002_1629	1
1_1143_1391_1629	2
1_235_1170_1629	1
1_1364_1425_1629	9
1_830_927_1629	31
1_343_1125_1629	1
1_668_787_1109	26
1_922_1002_1629	8
1_830_899_1629	14
1_718_848_1115	1
1_142_1323_1629	22
1_728_1089_1615	1
1_272_1192_1629	32
1_1115_1168_1629	39
1_955_1142_1282	1
1_1321_1409_1629	1
1_476_1018_1627	1
1_1355_1430_1629	9
1_779_927_1629	1
1_670_789_1115	34
1_172_1292_1629	1
1_450_533_1131	1
1_694_758_1345_1425_1629	1
1_830_1220_1615	2
1_142_498_1629	22
1_248_1170_1629	14
1_185_227_1627	1
1_217_639_1629	2
1_167_1292_1629	5
1_154_233_1556	1
1_142_1301_1629	17
1_255_1213_1629	37
1_85_748_1629	1
1_269_671_1629	1
1_1190_1409_1629	4
1_1016_1267_1629	1
1_273_1192_1629	10
1_99_1161_1629	2
1_185_266_1629	5
1_204_1261_1629	3
1_354_1409_1629	2
1_232_1391_1629	1
1_656_729_1607	1
1_410_616_1629	4
1_49_956_1629	1
1_354_455_1576	2
1_351_442_1629	15
1_475_1018_1160	1
1_673_815_1100	3
1_607_824_1629	1
1_301_1213_1629	1
1_283_353_1629	1
1_1115_1164_1629	5
1_830_968_1627	2
1_296_1170_1629	10
1_345_1114_1629	3
1_670_1355_1455	2
1_67_1425_1608	1
1_689_1522_1629	2
1_830_920_1629	4
1_640_815_1629	3
1_1292_1409_1629	6
1_1096_1161_1629	14
1_714_956_1615	3
1_726_1063_1098	1
1_669_1192_1629	1
1_694_758_1629	20
1_757_893_1627	2
1_830_888_1131	5
1_872_1047_1615	1
1_922_1083_1614	2
1_1129_1192_1629	20
1_1129_1170_1629	42
1_148_407_1629	1
1_217_1272_1615	2
1_1095_1546_1629	13
1_882_956_1281	1
1_1004_1161_1629	6
1_261_1457_1629	11
1_106_1285_1629	4
1_746_956_1629	3
1_564_616_1629	5
1_384_1025_1629	23
1_57_1400_1629	9
1_232_1089_1588	1
1_799_848_1129_1292_1554	1
1_275_1193_1629	19
1_1190_1478_1629	1
1_714_1505_1615	2
1_115_242_1629	1
1_1129_1289_1629	4
1_1327_1425_1629	7
1_1367_1425_1629	6
1_248_1213_1629	3
1_1245_1292_1627	3
1_354_1285_1629	1
1_394_1588_1629	7
1_847_927_1629	15
1_289_455_765	1
1_1251_1457_1629	1
1_501_1170_1627	2
1_174_1301_1629	9
1_261_1238_1627	2
1_460_552_1290	1
1_812_868_1629	1
1_872_1089_1628	1
1_148_1142_1629	1
1_914_1002_1118	1
1_1114_1170_1629	1
1_615_852_1629	1
1_148_503_1629	17
1_1162_1337_1629	3
1_1303_1425_1629	4
1_540_815_1458	1
1_142_500_1629	1
1_293_1161_1629	1
1_540_635_1629	38
1_1165_1231_1629	1
1_1303_1440_1629	1
1_489_534_1605	1
1_711_776_1629	11
1_388_1220_1629	35
1_342_1114_1629	27
1_736_848_1615	2
1_757_847_1612	1
1_275_1192_1629	5
1_601_868_1629	5
1_1115_1430_1629	1
1_1334_1430_1629	1
1_1156_1260_1624	1
1_460_506_1115	2
1_367_1083_1629	46
1_721_1251_1629	1
1_1051_1355_1629	1
1_1528_1572_1629	2
1_217_635_814_1018_1556	1
1_757_859_1607	3
1_261_317_1629	1
1_657_822_1115	2
1_720_1074_1131	1
1_1495_1553_1629	2
1_528_758_1623	1
1_669_956_1629	2
1_1485_1546_1629	2
1_1380_1562_1627	1
