3prime_site	Count
260	2
639	64
1208	16
1255	1
1129	1679
947	22
252	6
1088	41
1135	1
649	12
728	13
1115	211
1353	139
1364	69
1428	17
1083	17
106	28
67	34
133	35
689	147
201	37
232	24
651	32
532	3
1028	1
1303	25
1360	34
509	13
185	104
1348	35
210	37
785	38
535	76
148	408
1367	422
410	79
688	26
326	16
465	44
615	35
127	2
757	38
670	70
1143	2
235	11
830	93
343	6
668	27
922	28
718	46
142	86
272	34
955	20
1321	1
476	4
1355	9
779	1
172	2
450	35
694	27
1345	3
248	34
217	35
167	5
154	25
255	37
85	17
269	6
1190	21
1016	11
273	11
99	22
204	4
354	36
656	8
49	5
351	36
475	14
673	17
607	10
301	2
283	9
296	10
345	3
640	3
1292	18
1096	16
714	44
726	12
669	43
872	2
1095	29
882	1
1004	22
261	83
746	28
564	14
384	27
57	16
799	19
275	36
115	2
1327	30
1245	19
394	26
847	36
289	4
1251	3
501	15
174	30
460	22
812	3
914	1
1114	2
1162	15
540	114
293	16
1165	17
489	31
711	15
388	87
342	30
736	12
601	6
1334	1
1156	15
367	47
721	8
1051	1
1528	5
814	1
657	3
720	7
1495	6
528	11
1485	4
1380	1
415	2
323	46
768	25
1110	3
553	43
614	2
584	5
520	2
982	1
1295	1
1040	15
11	20
1030	14
1385	4
1317	3
1026	1
1414	1
1118	8
1265	11
1344	8
1309	2
820	1
1276	13
1104	1
1082	10
1342	12
856	2
1087	5
1340	3
772	1
413	10
225	4
928	8
243	16
549	6
734	2
199	1
931	1
1097	8
376	5
177	6
505	21
166	19
1356	7
568	8
444	2
599	5
597	12
692	1
360	9
809	5
1357	1
12	11
511	12
1063	2
32	6
880	5
364	11
1283	1
1496	1
1278	4
977	2
910	3
467	2
679	47
891	3
887	8
989	2
40	16
660	2
637	20
1039	2
586	4
530	8
960	31
682	3
126	11
748	7
773	1
1064	1
671	6
517	1
1103	4
140	2
1376	1
266	7
577	8
270	24
271	5
986	5
363	7
1419	1
881	3
606	1
1072	1
700	2
334	6
1049	2
938	1
666	2
1302	3
193	5
407	1
299	8
888	1
681	4
396	1
623	9
1470	4
437	22
45	1
28	4
975	2
619	1
821	1
422	10
578	2
717	8
1079	4
238	5
373	1
463	3
1054	3
163	1
1116	8
331	14
341	1
378	5
1399	4
1413	1
892	5
1221	1
121	10
969	2
46	1
382	2
701	2
556	1
276	3
1387	3
641	1
1224	1
667	7
609	1
402	5
1121	17
178	1
89	1
1014	2
219	3
628	9
1050	2
1458	11
344	1
1370	1
448	14
251	1
1297	1
355	6
52	22
675	1
877	2
912	1
685	5
1299	9
203	4
595	7
186	2
665	2
310	5
152	28
369	3
1542	1
339	11
1094	5
580	8
1101	8
971	1
972	3
1442	1
1335	1
705	1
1045	1
319	1
128	10
539	1
983	2
1206	4
387	3
797	2
514	4
406	5
346	3
75	7
1395	2
164	11
647	1
1456	9
1117	5
1037	1
1065	3
1296	1
1290	4
883	3
1212	1
1034	1
285	2
933	5
774	1
658	1
307	2
727	2
858	1
861	1
1052	2
1291	2
206	2
1059	3
280	4
1298	2
771	1
798	1
1176	1
1041	3
258	1
519	3
478	2
1093	3
961	1
78	3
871	2
1282	3
79	3
312	3
729	1
1092	1
751	15
1113	1
1011	1
664	3
659	1
65	1
866	2
429	5
991	1
200	5
979	1
1237	1
787	1
506	10
815	2
1351	3
1439	4
358	5
306	6
1378	2
1272	2
48	5
893	2
904	1
1330	2
381	2
1417	1
165	2
1411	1
1333	1
498	5
1046	2
14	2
1349	6
22	3
687	1
777	1
547	2
804	1
1098	1
1256	1
1329	6
1099	3
113	1
31	4
742	2
1058	2
680	2
1258	1
1346	2
365	1
1146	1
1386	2
1222	1
1308	2
202	3
890	2
644	2
70	1
894	1
576	1
54	3
370	2
191	1
1504	1
83	5
706	1
740	3
234	1
1320	2
610	3
1337	1
315	1
650	1
196	1
642	1
380	6
697	1
1518	2
441	1
1410	2
990	2
1231	1
212	1
731	1
559	6
1036	1
1032	1
1134	1
1478	1
696	1
1219	5
340	2
1397	1
129	1
1060	2
1441	1
1149	1
1369	1
855	1
1391	1
1388	2
42	1
361	3
1085	1
1494	1
1286	1
973	1
1405	1
1412	1
1008	1
192	1
1228	1
895	1
1398	1
803	1
562	1
780	2
1055	1
171	1
1175	1
513	3
987	2
333	1
1120	1
862	2
1102	1
652	2
253	1
878	3
1338	2
1377	1
274	1
211	2
544	2
1451	1
995	2
1243	1
1316	1
1409	1
1107	2
1021	1
480	1
1042	1
316	1
400	2
966	2
874	2
1090	2
1407	1
876	2
1070	1
1066	1
1341	1
811	1
47	1
229	1
1287	1
473	1
1339	1
521	1
338	1
1510	1
795	1
1315	1
518	1
996	3
864	2
1236	1
1384	2
433	1
1347	3
1196	1
417	2
1352	2
452	1
1057	1
1081	2
1035	1
897	1
603	1
1248	1
1343	3
1007	1
1359	1
1361	1
1145	1
655	1
1305	2
1105	1
672	2
693	1
1017	2
1447	1
1074	1
759	1
1020	1
561	1
512	1
806	1
1089	1
298	1
264	1
1293	1
13	1
1336	1
525	1
198	1
205	1
884	1
747	2
575	1
1010	1
362	1
209	1
988	1
1423	2
569	1
1437	1
676	1
379	1
1214	1
1109	1
1433	1
1006	1
885	1
1383	1
1056	1
1078	1
59	2
1073	1
103	1
411	1
55	1
898	1
515	1
873	1
431	1
1229	1
71	1
1260	1
613	2
776	2
1284	1
114	1
169	1
522	1
1108	1
636	1
1234	1
