HDV1b	0	1628	4ef7a2b8-a624-4dc5-bce6-acb0551830d6	60	+	0	1628	255,0,0	2	260,487	0,1141	260_1142	2
HDV1b	0	1603	91507b05-b1f9-4afe-bd5e-c999358824ec	60	+	0	1603	255,0,0	2	639,515	0,1088	639_1089	1
HDV1b	0	1630	90b01949-5ccf-4e54-8bb3-30b1b60d6efe	60	+	0	1630	255,0,0	2	1208,368	0,1262	1208_1263	1
HDV1b	0	1630	5a4e982d-2244-4a4d-b699-641da68c5e06	60	+	0	1630	255,0,0	2	1255,174	0,1456	1255_1457	1
HDV1b	0	1615	f5828655-81cb-4b4a-be03-ad8837d2d2ff	60	+	0	1615	255,0,0	2	1129,436	0,1179	1129_1180	1143
HDV1b	0	1551	9bb7cea0-a85b-4c48-884a-2b4742f3e9b3	60	+	0	1551	255,0,0	2	947,450	0,1101	947_1102	1
HDV1b	0	1616	2adb873d-5a7f-4c84-9879-f3c1002fab9c	60	+	0	1616	255,0,0	2	1129,437	0,1179	1129_1180	1143
HDV1b	0	1630	74a0fb44-780b-4b1c-b66c-886a1717e4dc	60	+	0	1630	255,0,0	2	252,1317	0,313	252_314	1
HDV1b	0	1630	16c98902-13cf-47c2-b3de-066e963d222b	60	+	0	1630	255,0,0	2	1129,451	0,1179	1129_1180	1143
HDV1b	0	1290	3cf2de1e-a4b0-4c94-9e54-f972a8f97113	60	+	0	1290	255,0,0	2	1088,121	0,1169	1088_1170	40
HDV1b	0	1630	6df2ade1-26e5-455f-a0f6-2b8313602df5	60	+	0	1630	255,0,0	2	1135,240	0,1390	1135_1391	1
HDV1b	0	1116	93244c78-166d-46c9-8e1b-fec0a13b79db	60	+	0	1116	255,0,0	2	649,276	0,840	649_841	1
HDV1b	0	1573	004018db-c5d0-4d1c-b24b-326cebb8f312	60	+	0	1573	255,0,0	2	728,183	0,1390	728_1391	1
HDV1b	0	1630	1b56ed67-d545-4107-b7fd-1434a6b1902e	60	+	0	1630	255,0,0	2	1115,456	0,1174	1115_1175	132
HDV1b	0	1630	a1c17d2b-fe7b-46ab-8b91-4c2bc230883c	60	+	0	1630	255,0,0	2	1353,206	0,1424	1353_1425	125
HDV1b	0	1629	d904064f-1461-4a65-b75c-b70eb4231601	60	+	0	1629	255,0,0	2	1115,455	0,1174	1115_1175	132
HDV1b	0	1616	852d18cb-1ee0-4ec5-a8ec-a6e265f4c157	60	+	0	1616	255,0,0	2	1129,433	0,1183	1129_1184	387
HDV1b	0	1630	2022de11-be83-4b0d-ad58-0524bc277365	60	+	0	1630	255,0,0	2	1364,201	0,1429	1364_1430	54
HDV1b	0	1615	c7d0d0f5-bcfc-48ed-bf6c-e64310dedee9	60	+	0	1615	255,0,0	2	1208,225	0,1390	1208_1391	3
HDV1b	0	1628	8faeb130-4121-4fea-8c51-b6110d90e3a4	60	+	0	1628	255,0,0	2	1428,95	0,1533	1428_1534	1
HDV1b	0	1628	7a94634e-d32e-40ed-a317-de8b15c15e9b	60	+	0	1628	255,0,0	2	1129,449	0,1179	1129_1180	1143
HDV1b	0	1290	d5c0fb3b-9563-4092-b30a-144df4968db6	60	+	0	1290	255,0,0	2	1129,118	0,1172	1129_1173	22
HDV1b	0	1630	f333649c-898c-4b35-8688-03767bd5b96f	60	+	0	1630	255,0,0	2	1129,451	0,1179	1129_1180	1143
HDV1b	0	1616	8f32e37f-1a0e-4602-b37b-ac3e75ce265c	60	+	0	1616	255,0,0	2	1129,437	0,1179	1129_1180	1143
HDV1b	0	1630	92e908a7-6656-4156-9754-3488f8685e2f	60	+	0	1630	255,0,0	2	1083,91	0,1539	1083_1540	3
HDV1b	0	1613	8e8588a2-c8d9-47e5-8f4f-e3441003cbbe	60	+	0	1613	255,0,0	2	106,184	0,1429	106_1430	2
HDV1b	0	1581	e51089b3-eaab-44b1-ab9d-0eb5de0d72df	60	+	0	1581	255,0,0	2	1129,402	0,1179	1129_1180	1143
HDV1b	0	1630	9ca86081-fc71-4aba-a1bd-3c3f3fd6540b	60	+	0	1630	255,0,0	2	1129,451	0,1179	1129_1180	1143
HDV1b	0	1615	30d7ff7e-1938-4717-ba0d-e5cff3953839	60	+	0	1615	255,0,0	2	67,1132	0,483	67_484	2
HDV1b	0	1329	8ac1bf83-b331-4d44-9225-d09b8dcfdfcc	60	+	0	1329	255,0,0	2	133,1040	0,289	133_290	8
HDV1b	0	1630	1c918690-58b3-4655-b12d-c0ceaba9498a	60	+	0	1630	255,0,0	2	689,113	0,1517	689_1518	119
HDV1b	0	1630	6fa4e496-24c7-4ec8-9a30-35a97a074f9f	60	+	0	1630	255,0,0	2	201,380	0,1250	201_1251	1
HDV1b	0	1630	392b2072-adea-476c-85e6-e0d26fa63ede	60	+	0	1630	255,0,0	2	1129,451	0,1179	1129_1180	1143
HDV1b	0	1630	0e28ad15-0c71-4db7-9b8c-05ae53e8f819	60	+	0	1630	255,0,0	2	1129,443	0,1187	1129_1188	4
HDV1b	0	1616	13a0606e-fbe1-433f-a932-69b7b6b4421c	60	+	0	1616	255,0,0	2	201,354	0,1262	201_1263	25
HDV1b	0	1132	2f373042-516b-402e-b2fb-d63996c1716d	60	+	0	1132	255,0,0	2	232,432	0,700	232_701	1
HDV1b	0	1606	cb4e058f-74b9-4377-85d7-5b89e895af66	60	+	0	1606	255,0,0	2	1353,177	0,1429	1353_1430	13
HDV1b	0	1630	067c84d0-9109-409c-addf-8d41fa96eaa0	60	+	0	1630	255,0,0	2	133,339	0,1291	133_1292	16
HDV1b	0	1630	2d4ef570-d84b-4332-b0d8-68d35a3dd5fa	60	+	0	1630	255,0,0	2	651,816	0,814	651_815	31
HDV1b	0	1630	b42e9b26-a1a3-4ad2-a530-8665f5828c63	60	+	0	1630	255,0,0	2	1129,451	0,1179	1129_1180	1143
HDV1b	0	1630	9068de32-78a7-4ce5-9705-dae86e2d7763	60	+	0	1630	255,0,0	2	532,584	0,1046	532_1047	1
HDV1b	0	1630	0d25c754-c226-404c-ba84-966fd23c742b	60	+	0	1630	255,0,0	2	1028,522	0,1108	1028_1109	1
