5prime_site	Count
894	5
1163	691
492	109
1107	10
1423	51
1180	53
1177	9
1171	30
929	1
1167	14
1376	24
766	6
882	4
502	34
812	1
333	3
239	15
371	2
1339	6
1037	3
820	10
904	5
1138	14
1363	55
700	17
350	14
1465	2
305	9
329	4
677	3
867	3
843	19
1158	2
746	6
1169	23
230	3
1190	4
889	24
539	7
772	4
783	9
543	6
655	25
1309	2
456	1
973	3
393	1
551	2
1201	2
1175	24
585	2
165	3
682	1
917	4
1430	30
854	52
1499	1
1046	38
1564	7
427	19
447	11
360	2
632	1
1166	2
1112	5
591	1
1182	9
394	1
468	1
598	4
1059	26
1161	2
493	16
359	4
1455	38
1485	1
874	2
1100	6
962	13
1264	1
835	9
491	22
1445	33
590	5
1550	1
571	12
488	2
494	2
478	1
1342	9
828	26
289	1
1476	27
1081	10
864	1
461	1
1410	4
901	8
1242	9
286	1
479	2
255	2
1283	13
1209	19
1028	3
716	6
379	1
263	2
802	4
758	2
1558	1
1152	4
268	1
377	1
865	3
1157	15
1123	1
739	3
560	5
313	1
495	2
287	1
629	2
955	11
789	3
348	1
1516	3
261	1
966	1
1197	1
1062	6
804	3
1378	11
352	1
1146	2
489	6
85	2
1165	2
989	1
996	1
877	13
1235	1
297	3
270	1
816	10
1147	2
1416	3
813	2
1574	4
1327	1
941	5
77	1
1312	3
725	8
914	1
701	2
496	2
159	3
376	1
213	1
320	1
195	1
1503	4
530	5
1526	2
596	1
782	1
290	1
599	1
1184	3
339	1
626	1
686	10
466	1
1179	1
1222	1
490	8
1213	1
1530	3
1195	1
462	1
664	1
800	1
374	1
191	4
401	1
678	1
948	1
497	2
452	6
321	1
1542	5
483	1
513	1
1547	2
621	1
179	5
622	1
302	1
216	1
615	1
110	1
1014	1
1561	1
618	1
1246	6
1003	1
1525	1
312	2
685	1
100	9
1474	1
829	1
72	1
1006	1
987	4
795	1
706	1
890	1
695	1
1188	3
370	2
137	2
967	4
1087	4
443	1
754	4
617	2
925	3
398	2
1233	1
584	1
957	1
1511	2
1251	2
969	4
63	1
687	1
1300	2
838	1
229	1
522	1
860	1
667	1
926	1
472	1
781	1
1524	1
390	1
1325	1
412	1
1469	1
232	2
692	1
125	1
1276	1
1288	1
638	1
832	2
1292	1
798	1
1176	2
635	1
1471	1
265	1
273	1
639	1
620	1
823	1
909	1
304	1
1537	2
285	1
486	1
204	1
1582	3
751	1
1045	1
1317	1
689	1
281	2
610	1
1355	2
248	2
444	1
676	1
583	1
411	1
699	1
779	1
108	1
1074	1
684	1
292	1
1247	1
999	1
1555	1
182	2
112	1
397	1
913	1
1549	5
1487	1
845	1
810	2
501	1
470	1
1185	1
307	1
675	1
1234	2
642	1
1120	3
156	1
1397	1
367	1
399	1
199	1
1041	1
480	1
518	1
735	1
1418	2
761	1
592	2
349	1
316	1
1262	1
1331	1
467	1
264	1
1035	2
1529	1
1186	1
1119	1
356	1
150	1
671	1
442	1
1237	1
602	2
149	1
808	1
262	1
1395	1
1521	1
1217	1
641	1
385	1
354	1
1050	1
1187	1
