size	Count
1545	5
1584	302
1557	58
1426	1
1578	38
1549	30
1463	3
852	2
1580	49
1583	64
1568	13
1516	4
1209	5
1223	1
1000	6
475	1
1170	4
1499	6
690	1
705	1
1264	12
1564	9
1227	6
1444	3
1560	13
1528	5
1112	2
1255	4
1497	4
1498	2
1256	5
1566	10
507	1
1017	2
1107	5
427	1
692	3
710	2
1468	4
1329	4
602	2
1491	9
825	1
1547	19
1563	9
1543	11
1098	1
1581	21
1490	3
1523	10
1536	7
1541	13
1428	4
1019	1
1100	4
1096	3
1413	3
723	1
1562	9
1349	2
1574	11
1018	2
732	2
1570	11
1038	2
965	2
1348	2
1539	10
1026	3
1591	1
1290	1
1280	2
1556	31
1088	3
920	3
1005	3
1531	2
1552	13
998	2
1573	14
1472	3
1582	33
1509	4
1571	12
1021	1
1465	1
1254	3
1003	2
703	2
1492	6
1454	8
746	1
1567	8
1068	1
1575	17
1565	11
1477	1
1415	2
1493	5
1372	1
1245	6
1293	1
1476	6
1172	1
1579	35
924	2
1554	6
1496	4
1035	2
1542	8
1284	14
320	3
851	3
1558	18
1500	5
610	1
1007	2
599	5
934	2
932	1
1389	1
1555	20
1480	9
1525	4
1517	3
1469	2
999	3
918	1
649	2
1077	3
1529	4
1051	1
1219	3
1546	9
646	1
520	2
1443	3
1548	13
1522	5
1043	2
1263	2
553	1
739	1
1520	6
1553	12
761	3
1164	2
902	2
1061	4
1133	3
791	3
1576	20
950	4
318	1
1390	1
1473	3
988	2
1544	7
1550	15
1071	3
945	2
1244	3
1053	1
1577	22
1364	1
1533	8
1075	3
638	1
1462	2
1479	6
1199	1
1074	6
316	1
779	1
1551	16
1120	4
700	1
1174	2
1508	5
1325	2
576	1
1561	7
1414	2
1421	3
542	1
1359	2
1559	8
1346	1
549	2
1069	2
624	2
1323	3
654	1
1437	5
859	1
1482	1
665	3
662	2
693	1
751	1
1182	2
1322	3
1158	4
1295	2
1448	4
1538	13
1585	8
1010	1
567	2
1072	1
1572	6
885	1
847	1
1357	4
1487	4
1083	2
465	1
1250	1
1036	3
1298	1
1530	3
974	1
1059	5
641	1
1340	2
1236	2
1185	3
1217	1
980	2
1200	2
1136	2
1369	3
1150	2
684	2
1406	2
1315	1
1512	4
1467	5
1478	6
1232	3
893	2
1239	2
1432	3
777	1
497	2
1368	1
1275	1
1379	1
1041	4
1194	1
1222	4
1014	2
919	1
983	4
1506	5
647	1
986	1
1459	5
1505	1
1466	4
1039	2
1471	1
1475	3
1424	3
1175	3
1224	2
1084	3
1450	2
1351	2
1484	4
1518	3
1375	4
1119	1
1373	2
1207	3
1418	2
1127	1
1121	1
1380	3
1350	2
1085	2
637	1
1328	2
778	1
1238	2
1023	1
1356	1
1486	6
1422	1
1213	1
1457	2
513	1
1456	3
1202	2
1273	3
1211	1
1055	6
1062	1
1515	4
992	2
1394	5
1326	1
1446	2
1065	1
457	1
1115	2
1452	5
982	1
940	1
1532	4
1006	3
1526	6
1392	2
929	1
1046	3
1140	2
1262	2
794	1
514	1
1054	2
1151	2
1292	3
865	1
1540	3
1076	3
1400	1
1537	5
1403	3
925	3
1056	4
711	1
914	1
1514	3
1309	1
1015	1
1504	1
440	1
1488	3
1366	2
768	1
740	1
569	1
953	1
1316	1
1027	2
1073	2
1481	2
1354	2
906	3
664	1
1203	2
1429	4
678	2
1412	1
1242	1
1093	1
1029	3
844	2
667	3
1377	3
1040	5
317	1
933	1
1024	2
1153	2
995	2
1519	4
1397	2
1534	8
1385	4
1371	1
1441	1
1091	2
1395	4
780	1
956	2
966	1
841	1
1411	2
1139	1
1281	3
1012	1
1081	3
1031	1
688	1
706	1
1030	2
1037	3
750	2
713	2
939	2
1274	1
1008	1
1187	1
178	1
1296	2
1483	2
1470	1
1319	1
857	3
1165	1
835	1
1453	2
1147	1
1078	3
1305	1
1387	2
495	1
1259	1
1265	1
1176	1
1317	2
809	1
874	2
833	1
1058	5
1455	1
627	1
672	1
769	1
1449	4
894	1
1221	2
1511	2
477	1
895	2
619	1
811	1
1157	1
1569	6
803	1
708	1
694	1
952	2
1106	1
1270	1
1460	3
1285	1
630	2
1434	3
745	2
1335	3
580	1
1381	1
1080	2
827	1
1361	3
658	2
1494	4
1358	1
1417	2
1114	1
594	2
1204	1
1330	2
1342	2
1206	2
1344	2
880	2
1229	3
909	2
687	1
1393	2
1588	1
1433	3
1218	1
1235	3
1503	3
1334	1
1402	1
788	1
1241	1
571	1
832	1
505	1
1370	1
1066	1
1396	4
1386	1
858	1
398	1
1510	4
1028	1
936	1
888	1
656	1
1092	1
873	2
1047	2
1461	1
755	1
973	2
239	1
585	1
1167	1
993	2
1299	1
1464	1
1438	1
338	1
1095	4
1149	2
1324	1
799	1
1407	1
1049	2
897	2
1590	1
1308	1
1306	1
1126	1
1260	1
1442	2
1336	4
1527	1
545	1
1535	5
704	1
328	1
1189	1
1134	2
923	2
856	2
781	1
675	1
1343	1
1148	1
883	1
1205	2
1521	3
1283	2
1332	1
1257	1
1033	2
566	1
1423	1
578	1
1110	1
642	1
1004	1
839	1
1048	2
1408	1
1425	1
1261	2
1220	1
1501	1
1052	2
1193	1
517	1
278	1
1367	2
935	1
837	2
736	1
625	1
1020	1
1431	1
1258	1
455	1
1513	3
1160	2
1384	1
1451	1
1192	3
1109	1
1439	1
1507	2
1130	1
1240	1
1057	1
1117	2
558	1
926	1
990	2
617	1
714	1
963	1
762	1
957	1
1279	1
764	1
912	2
1278	1
1045	1
1347	1
1104	1
1485	2
391	1
1388	1
1404	1
712	1
1458	1
1230	1
786	1
853	1
1184	2
848	2
1215	2
908	1
875	1
1064	1
1186	1
1436	1
1409	1
910	1
554	1
774	1
463	1
1378	1
1228	1
1129	1
1398	1
1447	2
1495	1
967	1
1321	2
1196	1
1288	1
1307	1
978	1
1355	1
1405	1
1237	1
1122	1
727	1
1345	1
1474	1
1197	1
1135	1
793	1
801	1
379	1
1097	1
930	1
800	1
1032	1
758	1
1300	1
958	1
1327	1
1304	2
828	1
322	1
1248	1
1225	1
976	1
749	1
1118	1
260	1
938	1
682	1
383	1
994	1
319	1
900	1
899	1
866	1
864	1
530	1
760	1
717	1
695	1
660	1
632	1
628	1
588	1
592	1
413	1
506	1
