Genome position	Count
0	8000
1	8001
2	8002
3	8003
4	8004
5	8005
6	8006
7	8007
8	8008
9	8009
10	8010
11	8011
12	8012
13	8013
14	8014
15	8015
16	8016
17	8017
18	8018
19	8019
20	8020
21	8021
22	8022
23	8023
24	8024
25	8025
26	8026
27	8027
28	8028
29	8029
30	8030
31	8031
32	8032
33	8033
34	8034
35	8035
36	8036
37	8037
38	8038
39	8039
40	8040
41	8041
42	8042
43	8043
44	8044
45	8045
46	8046
47	8047
48	8048
49	8049
50	8050
51	8051
52	8052
53	8053
54	8054
55	8055
56	8056
57	8057
58	8058
59	8059
60	8060
61	8061
62	8062
63	8063
64	8064
65	8065
66	8066
67	8067
68	8068
69	8069
70	8070
71	8071
72	8072
73	8073
74	8074
75	8075
76	8076
77	8077
78	8078
79	8079
80	8080
81	8081
82	8082
83	8083
84	8084
85	8085
86	8086
87	8087
88	8088
89	8089
90	8090
91	8091
92	8092
93	8093
94	8094
95	8095
96	8096
97	8097
98	8097
99	8097
100	8098
101	8099
102	8100
103	8101
104	8102
105	8103
106	8104
107	8105
108	8106
109	8106
110	8106
111	8107
112	8108
113	8109
114	8110
115	8111
116	8112
117	8113
118	8114
119	8115
120	8116
121	8117
122	8118
123	8119
124	8120
125	8121
126	8122
127	8123
128	8123
129	8122
130	8123
131	8124
132	8125
133	8126
134	8127
135	8128
136	8128
137	8129
138	8129
139	8129
140	8130
141	8131
142	8132
143	8133
144	8134
145	8135
146	8136
147	8137
148	8138
149	8139
150	8140
151	8140
152	8141
153	8142
154	8143
155	8144
156	8145
157	8146
158	8147
159	8148
160	8149
161	8150
162	8151
163	8152
164	8153
165	8154
166	8155
167	8156
168	8157
169	8158
170	8159
171	8160
172	8161
173	8162
174	8163
175	8164
176	8165
177	8166
178	8167
179	8168
180	8169
181	8170
182	8171
183	8172
184	8173
185	8174
186	8175
187	8176
188	8177
189	8178
190	8179
191	8180
192	8181
193	8182
194	8183
195	8184
196	8185
197	8186
198	8187
199	8188
200	8189
201	8190
202	8191
203	8192
204	8193
205	8194
206	8195
207	8196
208	8197
209	8198
210	8199
211	8200
212	8201
213	8202
214	8203
215	8203
216	8203
217	8203
218	8204
219	8205
220	8205
221	8206
222	8207
223	8206
224	8206
225	8207
226	8208
227	8209
228	8210
229	8211
230	8212
231	8213
232	8214
233	8215
234	8216
235	8217
236	8218
237	8219
238	8219
239	8220
240	8221
241	8222
242	8222
243	8222
244	8222
245	8222
246	8223
247	8224
248	8225
249	8226
250	8227
251	8228
252	8229
253	8230
254	8231
255	8232
256	8233
257	8234
258	8234
259	8234
260	8235
261	8236
262	8237
263	8238
264	8239
265	8240
266	8241
267	8242
268	8243
269	8244
270	8245
271	8246
272	8247
273	8248
274	8249
275	8250
276	8251
277	8252
278	8253
279	8253
280	8253
281	8253
282	8253
283	8253
284	8254
285	8254
286	8254
287	8255
288	8256
289	8257
290	8258
291	8259
292	8259
293	8260
294	8261
295	8262
296	8263
297	8263
298	8264
299	8265
300	8266
301	8267
302	8268
303	8269
304	8270
305	8271
306	8272
307	8273
308	8274
309	8275
310	8276
311	8277
312	8278
313	8279
314	8280
315	8281
316	8282
317	8283
318	8284
319	8285
320	8286
321	8287
322	8288
323	8289
324	8290
325	8291
326	8292
327	8293
328	8294
329	8295
330	8296
331	8297
332	8298
333	8299
334	8300
335	8301
336	8302
337	8303
338	8304
339	8305
340	8306
341	8307
342	8308
343	8309
344	8310
345	8311
346	8312
347	8313
348	8314
349	8315
350	8316
351	8317
352	8318
353	8319
354	8320
355	8321
356	8322
357	8323
358	8324
359	8325
360	8326
361	8327
362	8328
363	8329
364	8330
365	8331
366	8332
367	8333
368	8334
369	8335
370	8336
371	8337
372	8338
373	8339
374	8340
375	8341
376	8342
377	8343
378	8344
379	8345
380	8346
381	8347
382	8348
383	8349
384	8350
385	8351
386	8352
387	8353
388	8354
389	8355
390	8356
391	8357
392	8358
393	8359
394	8360
395	8361
396	8362
397	8363
398	8364
399	8365
400	8366
401	8367
402	8368
403	8369
404	8370
405	8371
406	8372
407	8373
408	8374
409	8375
410	8376
411	8377
412	8378
413	8379
414	8379
415	8379
416	8379
417	8379
418	8379
419	8378
420	8378
421	8378
422	8378
423	8378
424	8378
425	8379
426	8379
427	8380
428	8380
429	8381
430	8381
431	8382
432	8383
433	8384
434	8385
435	8385
436	8385
437	8385
438	8385
439	8385
440	8385
441	8385
442	8385
443	8386
444	8387
445	8388
