3prime_site	Count
812	1
1120	635
422	178
1085	31
957	16
654	3
1133	91
1112	30
818	1
781	22
1003	4
139	8
232	7
373	3
686	3
240	2
174	18
1100	1
764	48
188	2
1240	11
907	1
691	6
843	2
20	1
753	10
180	6
7	24
312	5
1306	2
168	2
407	13
787	6
759	2
834	9
609	4
1059	1
998	26
791	6
12	7
714	4
569	5
483	1
377	3
1256	2
349	7
604	3
861	1
315	2
587	30
1128	12
1019	6
78	1
534	12
852	5
1325	4
1348	10
788	17
1093	7
724	1
1468	2
352	7
320	6
272	2
473	3
323	9
95	9
773	3
1367	8
555	11
1079	1
1318	12
973	4
149	11
216	14
1204	7
1029	7
1308	15
146	1
900	1
745	5
1078	1
56	14
467	1
815	2
1377	6
135	5
742	20
393	2
1074	2
757	15
418	5
571	2
212	2
1430	3
1007	6
462	12
986	16
1158	23
195	1
1211	7
491	1
92	1
61	4
189	1
594	8
960	21
321	13
435	11
308	17
89	4
67	1
617	6
1260	2
507	1
1082	3
992	13
1107	1
1066	3
1202	7
1390	2
337	3
1307	1
311	2
65	1
593	9
197	1
49	4
905	1
670	2
1403	12
245	3
299	5
316	1
69	8
379	3
463	3
1089	1
286	1
397	1
856	5
1278	11
1080	3
478	1
704	1
622	7
1298	3
500	2
836	5
643	13
32	5
917	7
1167	1
318	3
1269	3
282	1
972	5
747	4
193	1
207	4
399	2
1304	2
803	1
385	9
325	1
1497	1
388	1
314	1
1053	1
1095	1
847	2
191	1
1183	1
838	1
258	4
1201	3
1092	3
893	1
770	6
1063	1
750	2
28	4
336	4
402	1
860	3
650	8
595	1
112	6
115	4
1195	1
266	4
580	5
1055	1
1077	1
453	1
1075	2
1056	5
1483	3
269	6
358	1
508	3
411	2
1184	3
1303	2
880	1
280	2
390	1
771	2
789	12
813	2
505	5
1152	5
355	2
1188	17
585	1
628	1
1476	2
589	5
744	6
1088	3
529	4
1032	1
547	4
659	1
1229	3
1252	1
839	1
845	2
339	2
1335	1
802	1
99	1
1141	1
1094	2
38	3
1424	1
1268	1
809	1
163	2
655	1
1086	3
1244	2
769	6
1493	3
854	1
559	1
927	8
1262	1
725	3
26	1
369	5
636	1
1524	2
481	1
1110	1
1440	1
887	1
908	1
1379	3
832	2
1099	1
646	2
793	1
454	4
1122	1
869	1
307	1
91	1
1285	1
244	1
1091	3
774	1
1198	4
489	1
1009	1
360	1
427	1
1259	2
464	5
341	1
40	1
1454	2
378	1
1083	2
871	2
874	1
367	1
708	1
906	1
868	2
963	2
290	1
613	2
776	1
403	2
638	1
370	1
1376	1
1267	2
362	1
1190	1
1226	2
274	2
758	1
1292	1
1087	2
1534	1
800	2
223	2
881	1
795	2
1137	1
185	1
799	2
57	1
123	1
1090	1
777	1
853	2
1305	1
772	1
703	1
940	1
1502	1
663	1
1101	1
785	1
883	1
1466	1
610	1
1143	1
1162	1
74	3
1509	1
331	1
968	2
829	1
157	1
840	1
361	1
939	1
719	2
814	1
1070	1
1106	1
73	2
1178	1
52	1
492	1
475	1
516	1
1345	1
620	1
257	2
561	1
820	1
689	1
493	1
1421	1
864	1
371	1
125	1
717	1
342	1
1456	1
79	3
1051	1
858	1
1410	1
470	1
932	1
857	1
55	1
482	1
749	1
1105	1
765	1
356	1
1245	1
570	1
875	1
200	1
277	1
347	2
825	1
233	1
710	1
542	1
723	1
416	1
642	1
844	1
181	1
831	1
935	1
215	1
261	1
668	1
1250	1
586	1
822	1
739	1
1194	1
1435	1
