size	Count
1573	9
572	824
997	1
1135	2
1488	4
1526	6
858	1
1474	2
1569	15
1464	2
1414	4
1580	24
1579	19
1538	13
701	1
1577	22
1318	3
1500	4
998	2
1583	11
947	2
1442	2
1354	3
1093	4
1031	2
1482	1
1578	9
1589	3
1258	2
1550	10
1346	1
1369	2
1571	9
1416	3
1281	4
1456	4
1549	11
1505	17
1509	7
1358	1
1527	8
1574	24
1407	3
1584	10
1566	15
1508	5
1490	4
1277	1
1288	4
901	1
1261	1
1557	17
1539	11
1184	1
1565	11
1547	9
1427	2
1555	6
1498	3
1585	3
767	17
1553	11
1552	11
1282	2
734	1
1503	8
1106	2
1122	2
1542	12
1511	6
1537	10
1564	19
1333	1
578	2
1558	11
813	2
606	1
1458	1
1581	22
1293	3
1002	2
1532	10
1554	12
1364	1
1477	3
1040	1
636	1
1562	19
938	1
1512	5
988	2
1560	4
905	2
1586	7
773	2
1393	5
908	1
1249	1
1298	1
1047	1
1390	4
1487	1
792	1
1534	9
978	1
1575	13
1201	1
819	1
1572	9
1203	3
1123	2
1545	5
1492	8
1459	1
969	2
920	1
1310	4
1447	3
1072	1
1347	1
1330	1
1332	2
903	3
1120	1
1499	3
1385	1
487	1
1486	7
1473	8
1495	3
872	2
1448	2
1469	4
1299	3
514	1
749	2
648	1
573	1
1140	1
1533	9
712	3
1153	4
1078	3
1559	7
1262	3
1166	1
1151	2
1029	2
1472	3
1150	1
1163	2
1173	1
1536	4
1294	3
1200	1
871	1
683	1
1493	3
1544	16
1020	3
1243	2
1395	3
741	2
942	2
1567	9
1513	4
1541	13
1382	2
1518	4
1507	9
1396	4
1515	7
1236	3
1525	3
1017	1
1351	2
714	2
1540	7
1497	4
820	2
881	5
961	2
1301	1
893	2
1521	8
992	1
911	1
1322	2
1568	21
1176	2
563	8
1345	3
1561	10
900	1
678	5
1316	3
1548	8
1563	16
1355	4
765	1
1091	2
1006	1
826	1
1494	8
1058	2
668	2
1439	3
1530	8
647	1
1146	2
1003	3
1190	1
1594	3
1551	8
1101	4
930	1
1143	1
1225	3
830	2
1516	3
637	1
1104	3
1502	7
1229	3
1400	2
1405	1
1174	1
916	2
1139	2
1232	1
849	1
1524	5
716	2
1267	2
1591	4
1418	3
754	1
1409	2
1240	2
1556	10
1196	2
1241	2
576	4
1543	8
1215	1
1570	9
1202	1
1230	2
1257	2
968	1
1576	13
1590	4
1210	3
1588	6
1013	2
1528	9
1453	4
1523	6
1510	6
1378	2
1402	2
1049	1
1342	3
632	1
1087	2
1341	1
1062	2
1237	1
928	2
1334	1
577	3
883	2
672	1
704	1
1054	2
1339	4
886	1
946	1
770	1
604	2
959	2
1133	1
1164	1
1303	1
1468	3
703	1
1535	5
1074	2
706	1
1470	2
1027	2
1138	3
1182	2
721	1
1292	1
976	1
1255	4
783	1
1287	2
1451	2
1117	1
1361	3
630	1
846	1
1403	2
935	1
1356	5
1141	1
1449	3
1254	1
1319	2
1068	1
1440	5
1197	1
1242	1
1489	7
1329	2
1529	8
1352	3
1496	5
1156	2
1095	2
590	1
1480	3
516	2
1501	6
895	1
1077	1
1266	2
639	2
1055	2
1504	5
1520	7
1430	3
1096	3
941	2
565	10
929	2
1325	3
660	1
829	1
619	1
1460	4
991	2
1291	3
1023	1
1321	1
949	1
1226	2
1246	3
1312	6
962	1
690	1
757	2
1327	2
1155	1
1478	6
1406	2
1278	1
635	2
1506	4
860	2
857	1
1531	5
1193	1
1034	1
1481	3
671	1
1160	2
1475	2
934	1
1105	1
1335	2
1491	5
1435	2
1436	6
664	1
700	1
904	1
1149	1
1297	1
1582	9
1366	3
1331	1
1522	6
1306	2
1285	2
964	2
1461	2
784	1
1227	3
1275	2
915	2
1145	1
1398	3
1053	3
495	1
752	2
1546	6
843	2
954	1
854	1
1353	2
1024	1
1375	2
1587	4
738	1
768	1
815	1
1305	2
1337	2
1175	1
598	1
1429	2
626	1
1381	1
1324	1
1180	2
1434	4
1410	4
1519	3
1471	3
1338	1
917	1
1274	1
711	1
1244	2
1373	3
899	1
1476	2
1217	1
1212	4
1112	1
665	1
1517	7
1238	4
685	1
1514	3
772	1
674	1
1103	1
1362	1
591	1
1438	2
1484	2
1011	1
