3prime_site	Count
226	5
557	1137
143	16
1282	22
366	5
353	15
377	1
562	41
638	21
1260	1
1160	28
1032	31
236	11
40	2
423	10
453	3
675	7
657	12
1243	18
203	2
777	28
940	5
262	15
564	6
332	3
737	5
1044	1
840	24
395	3
1217	4
1081	4
1051	6
857	1
1042	6
598	3
585	4
1310	15
451	9
979	2
1069	1
1302	2
179	38
256	1
1345	13
10	26
150	7
404	2
1514	2
747	13
464	4
1363	7
932	20
977	4
1084	1
617	4
307	4
1219	1
615	3
958	2
1447	2
29	4
207	3
495	7
251	8
139	2
1249	5
995	2
15	13
1326	7
303	13
1085	1
1093	2
1089	1
165	1
1361	1
502	13
255	1
682	1
1486	6
1206	10
306	5
242	2
257	3
668	3
596	7
201	3
1264	1
302	4
216	8
529	8
803	1
194	2
578	4
1399	5
581	6
715	14
27	3
600	1
1542	1
268	2
284	5
574	5
650	1
815	2
1121	20
1412	1
360	2
1071	2
411	13
952	22
1013	4
340	4
692	7
167	5
221	5
867	16
294	7
1263	1
68	10
1426	12
327	8
892	8
816	3
507	6
752	9
1456	8
316	3
448	10
631	1
220	8
959	1
1425	1
425	3
622	4
613	22
525	3
336	1
25	6
100	13
950	7
399	3
129	9
499	3
43	2
254	3
1439	4
973	6
78	2
456	8
475	10
250	3
1384	8
485	1
749	12
1154	11
735	8
1064	2
647	1
468	5
313	1
365	4
490	2
21	1
227	5
1427	1
263	3
700	11
1038	3
389	12
970	2
247	3
1063	2
719	14
512	7
569	5
1003	15
461	11
259	1
515	6
689	2
852	4
684	29
107	7
976	4
1373	8
536	7
807	2
197	2
786	12
1471	3
813	1
281	1
1057	1
834	5
552	6
506	5
119	4
890	7
482	1
330	3
1515	1
1403	1
966	2
1105	4
91	9
1443	2
608	3
211	7
1087	1
1040	2
312	2
298	1
1213	12
212	4
198	3
1376	1
809	2
53	5
1136	2
967	2
1238	1
112	1
1065	1
175	1
802	2
1411	2
290	4
624	1
199	2
428	3
479	2
273	2
551	2
602	4
192	2
817	1
122	5
42	1
975	1
1274	2
792	1
534	1
549	1
311	4
791	2
1370	1
1104	1
832	1
270	7
810	1
171	1
671	4
1368	1
748	3
1070	1
1241	1
1066	1
711	1
769	1
1336	1
846	7
1015	1
222	4
1127	11
246	1
636	1
473	1
980	1
1102	1
219	1
1375	1
1503	1
519	3
50	2
381	1
537	3
1323	6
1106	1
449	4
481	1
757	3
750	1
1528	3
405	1
972	1
961	1
215	2
988	1
442	6
1080	4
587	4
908	1
229	4
77	2
193	1
245	1
206	1
620	1
964	1
359	3
1504	1
374	1
383	1
1027	5
1142	2
1519	1
545	4
514	2
661	5
899	1
722	2
55	2
1224	1
864	2
974	1
140	1
362	2
58	5
755	1
824	1
1496	5
335	2
680	1
243	1
924	2
1175	2
826	1
918	2
1059	3
893	3
528	6
1112	2
44	5
760	1
1433	2
484	1
33	6
1133	1
368	2
152	1
526	1
1067	1
1100	3
1095	3
454	4
1180	2
690	4
793	1
1187	1
1018	1
916	2
1056	3
200	1
1408	1
821	1
639	1
20	4
1060	1
88	1
544	1
1347	1
66	1
823	2
985	2
521	2
1054	1
1186	1
80	1
1016	1
1414	1
1191	1
1068	1
188	1
1395	1
533	2
1184	2
607	4
944	2
945	2
1034	2
1268	2
652	2
662	3
641	2
724	1
1404	1
933	1
655	3
790	1
344	1
848	1
920	2
1379	1
204	1
926	1
862	1
882	1
397	1
524	1
1182	1
1234	2
158	1
1049	1
434	2
875	1
276	1
208	1
971	2
1189	2
323	1
151	1
1482	1
1179	2
910	2
138	1
1008	1
446	1
162	1
818	1
147	1
135	3
1267	2
759	1
1077	1
797	1
1011	1
224	1
416	1
1382	1
402	4
279	5
993	1
146	1
1137	1
986	1
822	1
260	1
1074	1
265	1
812	2
981	1
984	1
885	1
432	1
994	1
805	1
356	1
1181	1
1052	1
965	1
248	1
927	1
1460	1
1356	1
1073	1
213	2
1043	1
460	1
401	1
510	2
1406	1
155	1
1305	1
1199	1
820	1
305	1
634	1
854	1
1316	1
497	2
531	1
814	1
280	1
338	1
1440	1
233	1
543	1
315	1
795	1
421	1
996	1
1086	1
1358	1
