start_site	Count
1	487911
2	15575
3	12249
4	15140
5	5962
6	18793
7	5665
8	4291
9	4996
10	1427
11	1319
12	2996
13	382
14	392
15	608
16	1087
17	1774
18	920
19	1207
20	215
21	248
22	337
23	665
24	707
25	283
26	235
27	336
28	207
29	80
30	104
31	204
32	372
33	309
34	232
35	153
36	208
37	361
38	109
39	74
40	38
41	100
42	132
43	63
44	71
45	229
46	103
47	67
48	95
49	124
50	538
51	107
52	116
53	90
54	168
55	72
56	72
57	151
58	150
59	87
60	65
61	27
62	109
63	69
64	11
65	8
66	11
67	229
68	37
69	86
70	152
71	149
72	207
73	110
74	82
75	55
76	14
77	1
78	15
79	3
80	1
81	11
82	1
83	1
84	2
85	611
86	190
87	39
88	37
89	39
90	66
91	37
92	26
93	36
94	4
95	57
96	20
97	229
98	31
99	27
100	109
101	41
102	22
103	15
104	12
105	164
106	18
107	11
108	31
109	12
110	63
111	33
112	15
113	15
114	16
115	176
116	38
117	110
118	58
119	78
120	44
121	13
122	5
123	2
124	9
125	47
126	22
127	145
128	187
129	143
130	91
131	50
132	101
133	36
134	74
135	96
136	85
137	56
138	25
139	26
140	23
141	34
142	83
143	31
144	16
145	14
146	25
147	64
148	35
149	64
150	53
151	37
152	25
153	13
154	19
155	17
157	1
158	1
159	82
160	7
161	37
162	36
163	110
164	39
165	38
166	23
167	13
168	10
169	10
170	20
171	15
172	3
173	7
174	7
175	91
176	18
177	11
178	9
179	11
180	9
181	3
182	1
183	1
186	10
187	152
188	169
189	58
190	127
191	76
192	66
193	23
194	32
195	50
196	42
197	55
198	48
199	25
200	38
201	42
202	35
203	95
204	51
205	10
206	38
207	36
208	67
209	40
210	23
211	38
212	26
213	11
214	88
215	108
216	90
217	42
218	23
219	34
220	42
221	34
222	26
223	37
224	31
225	21
226	23
227	39
228	30
229	47
230	23
231	37
232	31
233	83
234	131
235	91
236	67
237	52
238	34
239	27
240	39
241	32
242	37
243	24
244	29
245	126
246	50
247	48
248	51
249	65
250	24
251	27
252	22
253	37
254	18
255	24
256	36
257	42
258	32
259	27
260	19
261	36
262	50
263	28
264	48
265	34
266	63
267	53
268	36
269	36
270	53
271	47
272	35
273	46
274	14
275	42
276	38
277	29
278	21
279	42
280	37
281	41
282	15
283	49
284	39
285	32
286	11
287	9
288	4
289	122
290	32
291	38
292	34
293	56
294	52
295	55
296	56
297	42
298	30
299	33
300	46
301	34
302	17
303	44
304	31
305	16
306	22
307	20
308	22
309	25
310	5
311	20
312	24
313	18
314	19
315	23
316	19
317	17
318	10
319	1
321	4
322	52
323	10
324	15
325	8
326	19
327	11
328	17
329	27
330	21
331	15
332	27
333	27
334	8
335	29
336	19
337	13
338	29
339	21
340	14
341	8
342	2
343	66
347	2
350	1
351	8
352	88
353	28
354	24
355	15
356	52
357	15
358	12
359	21
360	30
361	23
362	22
363	13
364	27
365	52
366	39
367	40
368	41
369	36
370	31
371	29
372	25
373	36
374	19
375	36
376	19
377	28
378	31
379	13
380	37
381	28
382	18
383	24
384	23
385	24
386	19
387	25
388	18
389	16
390	25
391	22
392	24
393	34
394	17
395	20
396	9
397	8
398	4
399	22
400	26
401	16
402	22
403	19
404	10
405	24
406	16
407	22
408	24
409	28
410	28
411	48
412	30
413	25
414	49
415	25
416	23
417	26
418	24
419	19
420	15
421	13
422	36
423	30
424	18
425	13
426	39
427	23
428	37
429	22
430	12
431	19
432	14
433	12
434	28
435	25
436	24
437	14
439	1
441	72
442	23
443	39
444	17
445	15
446	11
447	15
448	48
449	16
450	45
451	15
452	11
453	15
454	30
455	18
456	30
457	29
458	20
459	30
460	27
461	15
462	15
463	24
464	24
465	27
466	2
467	10
468	15
469	127
470	22
471	10
472	12
473	31
474	17
475	32
476	25
477	23
478	29
479	31
480	25
481	5
482	11
483	5
485	11
486	8
487	33
488	124
489	56
490	35
491	20
492	6
493	13
494	21
495	39
496	41
497	43
498	23
499	31
500	27
501	20
502	28
503	24
504	20
505	24
506	39
507	25
508	27
509	38
510	39
511	45
512	46
513	47
514	33
515	36
516	33
517	29
518	66
519	50
520	36
521	47
522	64
523	63
524	40
525	39
526	37
527	34
528	22
529	19
530	28
531	53
532	39
533	20
534	29
535	7
536	7
537	10
538	6
539	8
540	11
541	13
542	9
543	13
544	12
545	5
546	3
547	2
548	8
549	8
550	3
551	1
552	1
555	5
556	1
558	2
559	135
560	23
561	63
562	20
563	15
564	1
565	3
566	4
567	101
568	16
569	17
570	47
571	21
572	17
573	18
575	3
576	3
577	57
578	19
579	28
580	21
581	18
582	16
584	1
585	3
586	90
587	24
588	46
589	18
590	25
591	10
592	14
593	21
594	57
595	25
596	13
597	12
598	4
599	7
600	2
601	52
602	9
603	24
604	13
605	16
606	21
607	23
608	12
609	55
610	17
611	18
612	19
613	24
614	14
615	18
616	13
617	12
618	19
619	7
620	21
621	18
622	29
623	41
624	160
625	15
626	20
627	1
631	1
632	2
633	109
634	42
635	20
636	27
637	19
638	14
639	143
640	32
641	45
642	24
643	19
644	22
645	3
648	1
650	11
651	121
652	42
653	37
654	37
655	29
656	18
657	22
658	11
659	19
660	10
661	42
662	18
663	18
664	6
665	26
666	21
667	22
668	18
669	27
670	19
671	12
672	11
673	22
675	1
676	2
677	54
678	20
679	25
680	40
681	25
682	30
683	31
684	44
685	57
686	27
687	15
688	12
689	19
690	20
691	17
692	5
693	12
694	6
695	3
696	1
701	2
703	4
704	4
705	17
706	228
707	25
708	14
709	30
710	28
711	23
712	16
713	85
714	36
715	26
716	28
717	12
718	46
719	28
720	36
721	15
722	6
723	4
724	1
725	2
726	3
728	1
729	2
730	1
731	3
732	1
733	70
734	13
737	1
739	11
740	8
741	542
742	32
743	28
744	64
745	51
746	85
747	36
748	27
749	26
750	16
751	23
752	22
753	12
754	11
755	23
756	19
757	1
758	2
760	1
761	4
762	3
763	95
764	11
765	4
768	1
769	22
770	8
771	1
772	5
773	207
