5prime_site	Count
285	1
609	1143
640	21
1426	30
1386	11
1140	10
495	3
440	1
730	9
840	28
1312	5
1199	3
1126	41
354	35
688	7
474	1
1087	22
724	10
1337	30
1433	22
267	35
1316	2
1525	2
396	1
616	6
375	8
1037	17
456	22
1211	34
940	10
1159	20
1165	25
872	41
690	1
1368	6
676	2
1027	6
1135	2
1399	6
521	1
497	1
1572	8
1195	8
531	2
1457	19
1015	21
1182	6
751	10
1296	1
342	2
610	7
918	46
1506	11
82	3
383	2
636	32
799	9
823	24
309	8
1235	12
1537	3
1040	16
614	3
365	1
1232	1
1249	6
986	1
1479	27
1146	13
1409	25
1532	1
1253	1
301	11
311	1
1002	29
705	19
443	8
314	3
980	1
858	6
243	16
668	1
732	7
651	2
1602	1
777	4
227	15
714	5
898	28
682	8
525	6
1237	9
1058	20
583	1
910	8
398	1
947	10
1500	3
1550	10
491	2
978	2
979	2
281	2
532	1
804	14
200	1
1519	9
410	4
494	16
333	5
795	4
1072	15
820	4
245	11
473	1
1514	3
160	1
763	1
931	1
1562	9
186	11
1347	16
1498	1
576	4
1404	1
783	4
1352	3
550	13
428	1
431	4
546	9
597	4
508	2
1092	2
851	1
1081	12
327	1
393	2
573	1
677	4
1570	1
1391	1
516	1
608	1
788	7
849	3
1588	7
369	1
1110	2
378	2
169	3
1527	2
406	1
661	3
1044	14
949	6
423	1
810	3
141	8
1100	14
674	1
655	1
291	1
601	1
282	2
367	1
503	2
1503	1
1534	1
1260	1
1287	23
274	2
381	1
1112	1
1401	1
441	1
520	1
404	2
1305	1
475	3
158	3
786	1
1300	8
113	1
539	1
1010	3
382	1
401	2
1173	2
1178	3
1486	1
1203	2
252	2
1242	6
206	1
360	1
325	1
966	7
387	1
604	1
561	2
936	1
696	1
1270	10
1413	1
432	2
847	3
1108	5
1231	1
499	1
721	3
586	2
1448	1
974	1
1262	2
659	1
517	1
323	1
1488	2
1185	8
928	5
1489	1
1229	1
791	1
619	6
1493	1
163	4
771	4
480	2
218	1
1156	1
385	1
814	7
971	1
833	1
322	1
528	2
1388	1
127	2
418	1
1190	4
1171	4
1502	1
907	4
663	1
170	1
371	2
102	2
562	1
366	1
953	1
1530	1
466	1
809	1
744	3
297	1
613	2
277	1
960	3
1380	1
120	1
97	1
1526	1
1492	1
489	2
391	1
195	4
105	1
458	1
1222	2
808	1
199	1
778	1
976	2
693	1
945	1
672	1
484	1
746	2
1265	4
749	2
648	7
882	2
110	2
991	1
1474	4
1120	2
380	2
502	3
317	2
759	5
132	2
507	2
1133	1
293	1
1293	2
1259	2
782	1
1580	1
977	3
1573	1
1245	5
961	1
1429	1
942	1
1591	1
602	1
664	1
1421	2
337	1
493	1
1360	1
100	1
1592	1
1152	1
1330	1
144	1
1450	1
611	1
828	1
402	1
451	1
1238	1
1344	2
987	6
1371	2
1114	1
964	1
540	1
1510	1
437	2
1224	1
1501	1
1321	4
470	1
130	1
1590	1
891	1
802	1
1558	1
998	1
415	1
1362	1
1533	1
211	1
476	1
177	2
307	1
984	2
559	1
692	1
623	1
1357	1
1496	2
161	1
605	1
1406	1
429	1
571	1
1297	1
449	1
774	1
422	1
290	1
1105	2
467	1
430	2
417	1
351	1
289	1
288	2
1220	2
1267	1
1476	1
1119	1
1149	1
1335	1
1373	1
560	1
145	1
394	1
109	1
512	1
1308	1
506	1
530	1
1034	1
514	1
1258	1
606	1
669	1
1469	1
117	1
318	1
1543	1
1012	1
80	1
469	1
152	1
566	1
405	1
1383	1
142	1
397	1
500	1
137	1
1481	1
379	1
965	1
234	1
173	1
279	1
548	1
557	1
585	1
1507	1
1365	1
1446	1
414	1
902	1
496	1
755	1
748	1
1546	1
1436	1
607	4
620	1
598	1
653	1
1505	1
599	1
921	1
1132	1
1327	1
