5prime_site	Count
21550	15
25381	182
27043	4
609	1
27394	9
27401	1
27384	74
27383	7
9293	1
27390	6
29277	1
25379	15
22933	1
26469	1
27414	1
657	1
25700	2
27381	6
13431	1
10766	2
28888	2
27791	1
27380	1
27386	2
19537	1
27403	1
5080	1
27385	3
27399	1
23361	3
21553	4
27407	1
3084	1
25407	1
27400	1
478	1
27405	1
417	1
19587	1
27404	1
28678	3
27402	1
27766	1
25383	1
19573	2
27786	4
28167	653
8582	1
20561	2
18579	2
1789	1
2168	1
2052	1
22996	1
26710	1
14408	1
13446	1
2850	1
2934	1
2831	1
24562	1
3048	1
21514	1
27785	1
25690	2
20554	1
9265	1
15611	1
16623	1
11355	1
4062	1
18494	2
15543	1
5771	1
24619	1
25922	1
13518	1
16548	2
14981	1
18675	1
6533	1
6546	1
8976	1
16625	2
22519	2
10055	3
8225	1
27780	1
28171	5
8028	1
25691	5
25572	1
28182	2
24638	1
24635	1
26753	1
14541	3
13455	1
8372	1
14465	1
28839	2
13298	1
13512	1
13269	2
12426	1
12453	1
9047	1
10659	1
18461	1
10325	1
29826	1
15589	3
15618	2
15592	1
11253	1
18602	1
11141	1
28935	1
28951	1
28958	1
29871	1
18491	1
19847	1
28686	1
17589	2
16604	1
23517	1
13464	1
13198	1
23568	2
29369	6
28993	2
13521	1
13169	1
29387	1
12744	1
25661	1
13480	1
20144	1
13819	1
21452	1
20678	1
14275	1
28614	2
14207	2
17587	1
14201	1
25318	1
16025	1
15974	1
21534	1
27755	2
16352	1
15956	1
26701	1
29602	1
17453	1
23576	1
19328	1
24634	1
16755	1
23533	1
27799	1
25375	1
28607	2
18123	1
19347	1
19248	1
18745	1
19239	2
27029	1
18975	1
18922	1
18800	1
19381	1
19560	1
19611	1
25627	1
20343	1
25445	1
22420	1
23326	1
23416	1
27097	1
26738	1
27613	1
24777	1
25610	1
29706	1
25374	1
25353	1
26092	1
26825	2
27830	1
27740	1
26814	1
28184	4
27956	1
28961	1
28192	2
28178	1
28154	1
28876	1
29655	1
29551	1
29014	1
29432	1
29078	1
29141	1
29152	1
