size	Count
854	135
1040	15
419	1
1100	5
1564	689
495	18
1569	14
1562	74
743	2
1566	10
790	2
1536	12
1571	12
471	15
1570	14
1556	154
988	4
1582	14
1218	4
1381	7
1433	5
600	1
481	1
1507	7
1341	2
915	3
1546	14
424	3
1518	19
1559	60
1516	8
1535	13
1553	29
1025	1
1563	130
994	52
1077	3
849	18
528	42
1375	3
1137	3
1188	5
1325	1
843	20
1480	9
145	2
533	2
666	2
1583	7
1567	10
494	3
1294	9
1039	12
1200	12
475	33
1396	5
1558	42
1529	5
490	10
1532	17
468	31
1568	12
522	7
1109	39
1548	32
1449	6
196	3
1210	6
1288	8
1212	42
687	2
510	3
985	8
1363	3
1004	3
1390	6
1470	2
885	1
566	6
1089	6
1006	5
1545	13
1293	3
720	3
1426	5
466	6
506	4
1014	3
270	1
1280	12
1435	4
782	2
622	17
1489	3
1474	5
847	8
1276	7
1565	7
470	24
1438	5
1561	56
1547	10
1406	2
796	1
1514	10
502	18
1032	7
1307	11
1342	3
1240	2
836	4
488	4
1513	7
1552	20
1533	31
822	3
1554	81
1305	8
1360	1
444	2
202	30
1560	50
1037	5
1463	1
1104	5
1555	34
1528	13
1538	31
1127	2
1511	5
1549	15
844	17
1189	3
974	3
1031	4
1353	5
1429	3
1387	7
838	27
1125	2
829	3
866	3
1088	14
1243	1
1498	12
738	3
599	6
1505	11
767	2
265	1
615	2
896	3
1304	21
1491	5
837	3
1095	3
1525	8
799	8
1542	10
928	2
121	1
832	5
606	3
492	3
1428	1
1392	10
1551	20
1557	28
1398	14
978	1
1295	5
1444	3
426	4
1066	1
477	7
1543	18
636	2
1488	11
371	1
1522	15
1574	13
655	1
1361	4
1065	2
358	1
850	7
1229	6
511	6
1141	2
1537	12
1436	1
1253	3
1519	15
1118	3
491	8
1413	3
465	4
514	4
1219	2
657	2
518	26
1509	10
1249	1
1517	18
1405	12
1577	19
871	5
1534	13
228	3
1321	5
1338	15
1244	5
1482	5
922	2
1060	1
526	10
1540	14
1222	4
527	13
848	12
1111	4
1027	3
1042	7
513	4
644	2
1204	15
356	1
686	3
961	2
1466	5
1033	3
703	4
1098	10
1584	5
1195	4
1335	3
1138	6
1047	4
673	3
1487	4
1501	8
886	1
1185	2
578	1
1531	6
1572	11
1586	10
447	2
1442	1
1340	1
819	3
1301	8
529	2
869	1
601	3
841	4
1226	1
642	12
635	3
936	2
1351	5
1579	18
1167	5
523	3
793	2
992	4
551	1
1589	3
1380	6
1334	3
960	3
1490	2
1587	2
499	5
909	2
1506	4
876	4
835	4
1504	5
641	5
1309	3
1303	11
1510	6
1401	2
459	4
1134	2
436	1
197	2
981	2
1370	4
770	5
193	3
618	1
875	1
1424	3
764	4
501	8
1234	4
1454	2
894	3
1550	20
461	5
1469	3
1059	3
1373	2
1022	4
1290	2
1539	9
1573	14
1352	2
1310	2
567	3
908	2
1236	2
1283	3
1322	1
1116	1
833	5
563	2
917	4
1473	4
900	6
656	2
1161	2
724	4
1262	2
549	3
691	1
774	1
1205	5
864	1
1020	1
570	2
1038	10
1214	4
557	2
1239	2
1483	5
852	10
968	1
1000	2
1499	9
853	15
604	4
1503	8
816	3
768	1
1002	1
383	2
990	5
1508	5
1327	2
897	3
1369	5
1093	7
1494	6
1248	4
688	3
1458	4
577	2
1257	2
179	1
700	2
1056	1
1365	1
173	1
474	14
1331	3
1115	1
1079	3
504	6
1186	5
1103	2
987	3
377	1
878	3
1461	4
516	2
583	6
500	2
1159	2
539	1
1527	11
1136	3
945	4
758	2
811	2
1493	8
1299	6
725	2
1452	5
747	2
565	6
1580	11
989	6
1403	4
957	1
707	2
803	3
1422	3
946	5
1101	5
1259	3
789	1
986	4
1400	2
629	3
1523	5
1496	4
1592	2
754	2
1544	14
1541	6
868	3
1471	1
1382	3
1324	1
1397	4
181	1
1191	1
464	10
1193	1
462	3
1409	3
1258	4
1255	1
1178	2
937	2
1266	2
374	1
1446	3
524	7
1064	3
846	13
1495	8
1085	7
903	3
910	3
1175	2
1421	3
1107	7
1332	5
1300	7
1062	5
964	2
856	4
1515	6
1385	2
647	2
1096	1
749	3
1484	5
1225	3
1011	2
454	1
634	2
1371	3
559	3
1015	2
969	3
1410	1
1207	3
1356	3
1575	10
1114	3
918	2
794	2
1182	6
1395	2
1366	2
1069	3
1457	1
350	2
507	4
1462	3
1453	5
956	1
855	1
573	4
1346	1
435	2
1526	7
1512	5
1328	3
1481	9
1441	5
984	3
580	2
949	1
975	1
1318	3
1166	4
1492	10
654	1
1337	3
460	3
923	2
1502	5
807	1
867	5
509	3
1460	4
939	1
1377	3
1420	2
1500	4
1292	2
820	1
1281	1
1576	5
1012	1
851	6
1254	2
1268	3
505	4
1029	2
1404	4
1063	3
1524	7
548	2
1250	2
797	1
1358	6
824	5
1017	2
971	4
1432	4
1447	4
1367	3
210	1
1201	3
579	2
455	2
1286	3
979	1
1049	2
881	1
596	3
999	2
512	3
359	1
482	1
1097	2
1013	4
1179	3
1308	4
1419	2
783	2
1108	6
1170	3
1578	6
