start_site	Count
1	397207
2	11090
3	9834
4	15861
5	5214
6	13973
7	4335
8	3284
9	3992
10	1211
11	1034
12	1776
13	241
14	270
15	359
16	472
17	681
18	68
19	26
20	3
21	5
22	8
23	9
24	51
25	419
26	13
27	31
28	173
29	89
30	2792
31	247
32	788
33	485
34	587
35	18
36	256
37	842
38	1383
39	123
40	73
41	187
42	197
43	124
44	146
45	433
46	121
47	139
48	315
49	230
50	176
51	130
52	157
53	114
54	234
55	90
56	131
57	188
58	221
59	206
60	121
61	107
62	222
63	141
64	119
65	124
66	42
67	129
68	50
69	77
70	71
71	100
72	134
73	111
74	84
75	46
76	5
78	7
79	156
80	36
81	37
82	1
83	2
85	297
86	141
87	39
88	29
89	39
90	87
91	34
92	24
93	64
94	51
95	89
96	77
97	129
98	37
99	82
100	48
101	41
102	64
103	64
104	30
105	41
106	19
107	11
108	27
109	22
110	57
111	12
112	4
113	2
114	4
115	117
116	27
117	59
118	41
119	71
120	33
121	31
122	32
123	25
124	8
125	15
126	4
127	19
128	35
129	5
131	1
132	2
134	6
135	227
136	32
137	24
138	22
139	12
140	10
141	71
142	34
143	23
144	15
145	12
146	16
147	4
149	4
151	8
157	7
158	15
159	178
160	12
161	33
162	27
163	162
164	32
165	36
166	15
167	5
168	14
169	5
170	3
172	5
173	1
176	1
178	7
179	9
180	1
185	1
187	35
188	523
189	97
190	194
191	68
192	71
193	22
194	21
195	32
196	23
197	59
198	41
199	21
200	31
201	48
202	29
203	82
204	47
205	14
206	23
207	17
208	64
209	33
210	29
211	29
212	23
213	12
214	184
215	138
216	89
217	30
218	23
219	23
220	32
221	21
222	36
223	13
224	22
225	11
226	28
227	24
228	21
229	87
230	27
231	28
232	17
233	65
234	102
235	60
236	59
237	37
238	28
239	24
240	34
241	29
242	31
243	20
244	23
245	98
246	35
247	34
248	47
249	46
250	23
251	19
252	29
253	22
254	28
255	12
256	38
257	33
258	30
259	17
260	14
261	34
262	34
263	22
264	34
265	30
266	48
267	51
268	47
269	28
270	24
271	23
272	21
273	22
274	5
275	14
276	41
277	22
278	30
279	24
280	17
281	27
282	25
283	32
284	28
285	21
286	20
287	39
288	28
289	33
290	34
291	36
292	19
293	23
294	26
295	26
296	17
297	30
298	14
299	13
300	23
301	13
302	1
303	3
305	2
306	11
307	77
308	9
309	16
310	6
311	10
312	13
313	22
314	14
315	14
316	25
317	10
318	13
319	2
320	1
321	3
322	59
323	5
324	11
325	12
326	16
327	5
330	1
331	31
332	1
333	4
334	6
335	61
336	8
340	52
341	11
342	1
343	1
346	1
348	1
350	2
351	1
352	28
353	12
354	1
355	15
356	3
357	184
358	4
359	8
360	55
361	19
362	89
363	15
364	16
365	37
366	20
367	28
368	10
369	23
370	18
371	16
372	18
373	14
374	12
375	19
376	12
377	12
378	14
379	8
380	12
381	12
382	20
383	13
384	12
385	7
386	16
387	18
388	10
389	14
390	14
391	3
392	14
393	16
394	9
395	6
396	4
397	9
398	23
399	10
400	14
401	9
402	18
403	9
404	12
405	14
406	9
407	11
408	14
409	7
410	7
411	14
412	15
413	8
414	11
417	2
418	34
419	10
420	6
421	2
422	2
423	4
424	29
425	9
426	22
427	8
428	18
429	12
430	8
431	8
432	19
433	9
434	9
435	12
436	9
437	6
441	21
442	15
443	14
444	8
445	6
446	7
447	9
448	16
449	9
450	8
451	15
452	8
453	9
454	1
455	1
456	3
457	46
458	12
459	24
460	6
461	8
462	10
463	7
464	25
465	17
466	13
467	12
468	8
470	1
472	19
473	10
474	12
475	13
476	7
477	8
478	11
479	12
480	12
481	4
482	5
483	1
485	2
486	1
487	10
488	55
489	21
490	9
491	8
492	6
494	6
495	9
496	17
497	19
498	11
499	8
500	15
501	7
502	10
503	7
504	12
505	8
506	8
507	11
510	2
511	56
512	20
513	28
514	20
515	18
516	5
517	1
518	7
519	4
520	55
521	19
522	28
523	16
524	21
525	15
526	12
527	12
528	7
529	9
530	8
531	11
532	12
533	7
534	8
535	6
536	9
537	6
538	4
540	3
541	12
542	2
543	9
544	2
545	6
546	4
547	5
548	8
549	5
550	12
551	6
552	6
555	2
559	1
564	2
565	2
566	4
567	4
568	130
569	4
570	7
571	16
572	14
573	1
574	2
575	1
576	18
577	1
578	3
579	1
580	1
587	2
588	84
589	9
590	8
591	5
592	5
593	6
594	17
595	4
596	3
597	4
598	4
599	8
600	4
601	45
602	4
603	14
604	10
605	10
606	16
607	11
608	11
609	11
610	9
611	4
612	5
613	2
614	5
615	6
616	7
617	2
618	7
619	9
620	5
621	7
622	8
624	2
631	2
632	116
633	16
634	8
635	6
636	14
637	7
638	4
639	11
640	4
641	6
642	9
643	6
644	1
645	2
648	4
649	1
650	42
651	3
652	13
653	10
654	13
655	8
656	5
657	20
660	1
661	43
662	8
663	4
664	6
665	4
666	11
667	7
669	1
670	12
671	21
672	4
673	6
676	1
677	17
678	4
681	2
684	5
685	1
688	98
689	36
690	20
691	12
692	12
693	16
694	16
695	9
696	13
697	6
698	12
699	8
702	3
703	44
704	9
705	10
706	10
707	9
709	1
713	1
714	60
715	8
716	13
717	6
718	7
719	8
721	2
722	1
723	23
724	14
725	10
726	7
727	3
729	3
730	5
731	22
732	12
733	16
734	2
737	1
739	1
740	117
741	19
742	14
743	11
744	12
745	16
746	26
747	17
748	11
749	8
750	4
751	6
752	4
753	4
758	7
759	2
760	53
761	11
762	10
763	6
764	5
765	5
766	7
767	3
768	8
769	4
770	2
771	1
772	5
773	7
774	7
775	8
778	1
779	35
780	15
781	11
782	9
783	3
784	4
788	3
791	1
792	1
793	1
795	74
797	1
798	3
799	43
801	1
803	41
804	5
805	6
806	12
807	37
808	9
812	29
813	10
814	12
823	1
824	68
825	6
826	7
827	12
828	7
829	4
830	4
831	1
841	4
842	116
843	61
844	21
845	12
846	12
847	9
848	9
849	4
850	4
851	2
852	1
854	1
899	1
903	1
911	146
912	17
913	34
914	9
916	6
917	1
918	6
919	423
920	18
922	1
923	10
924	79
925	48
927	1
929	101
930	11
931	1
932	21
933	3
934	1
935	55
936	29
937	14
938	19
939	14
940	13
941	2
942	1
943	4
944	40
945	7
946	10
947	5
948	6
949	1
950	3
951	14
953	1
954	2
955	38
956	1
957	4
958	18
959	8
960	1
961	7
963	35
964	4
965	17
966	20
967	19
968	13
969	118
970	21
971	34
972	23
973	14
974	8
975	9
976	9
977	11
978	5
979	18
980	5
981	11
982	7
983	4
984	9
985	4
986	7
987	12
996	2
997	113
998	2
1000	1
1001	3
1002	4
1003	16
1004	4
1005	5
1006	1
1007	5
1008	3
1009	1
1010	6
1011	205
1012	14
1013	18
1014	20
1015	5
1016	32
1017	13
1018	1
1021	68
1022	12
1023	19
1024	15
1025	7
1026	14
1027	15
1028	10
1029	9
1030	14
1031	2
1034	1
1035	3
1036	3
1037	1
1038	1
1039	1
1040	2
1041	75
1042	6
1043	15
1045	1
1047	38
1048	13
1049	6
1050	17
1051	9
1052	4
1053	17
1054	13
1055	8
1056	15
1057	10
1058	5
1059	4
1060	9
1065	1
1066	1
1067	41
1068	3
1070	4
1072	1
1074	23
1075	9
1076	4
1077	2
1078	2
1080	1
1081	7
1082	5
1083	6
1084	1
1085	3
1086	9
1087	2
1088	2
1089	8
1090	4
1091	2
1092	4
1093	4
1094	2
1095	5
1096	6
1097	5
1098	2
1114	1
1116	5
1119	1
1123	2
1124	270
1125	19
1126	43
1127	16
1128	26
1129	14
1130	15
1131	15
1132	10
1133	5
1134	3
1135	6
1136	6
1137	2
1138	5
1139	7
1140	4
1141	4
1142	1
1143	1
1144	1
1145	3
1147	1
1149	6
1150	1
1151	1
1152	1
1157	1
1158	1
1159	2
1165	1
1166	1
1167	6
1168	1
1170	1
1174	1
1177	4
1178	1
1182	1
1185	1
1191	1
1192	1
1202	1
1204	2
1209	1
1211	1
1227	1
1228	1
1236	1
1237	4
1238	1
1242	1
1251	1
1258	1
1259	1
1293	7
1296	1
1298	1
1299	1
1300	3
1301	2
1302	2
1313	1
1318	2
1320	1
1321	1
1322	1
1326	1
1330	3
1337	1
1338	1
1339	1
1340	1
1342	1
1343	1
1344	1
1346	1
1347	1
1348	1
1350	1
1352	1
1353	1
1354	1
1356	1
1364	1
1374	2
1386	9
1388	1
1389	2
1390	3
1392	2
1397	9
1398	1
1399	1
1400	1
1401	1
1402	1
1406	1
1407	1
1408	1
1410	2
1415	2
1417	2
1418	1
1433	25
1434	4
1437	4
1439	3
1440	5
1443	1
1444	1
1446	1
1447	1
1449	1
1450	1
1451	1
1452	1
1453	1
1455	1
1456	1
1459	1
1460	1
1461	32
1462	12
1464	4
1465	19
1466	1
1467	1
1468	1
1469	1
1471	2
1472	1
1473	3
1474	4
1475	3
1476	3
1478	1
1480	2
1482	1
1484	1
1485	1
1497	1
1500	1
1505	1
