Genome position	Count
0	8000
1	8001
2	8002
3	8003
4	8004
5	8005
6	8006
7	8007
8	8008
9	8009
10	8010
11	8011
12	8012
13	8013
14	8014
15	8015
16	8016
17	8017
18	8018
19	8019
20	8020
21	8021
22	8022
23	8023
24	8024
25	8025
26	8026
27	8027
28	8028
29	8029
30	8030
31	8031
32	8032
33	8033
34	8034
35	8035
36	8036
37	8037
38	8038
39	8039
40	8040
41	8041
42	8042
43	8043
44	8044
45	8045
46	8046
47	8047
48	8048
49	8049
50	8050
51	8051
52	8052
53	8053
54	8054
55	8055
56	8056
57	8057
58	8058
59	8059
60	8060
61	8061
62	8062
63	8063
64	8064
65	8065
66	8066
67	8067
68	8068
69	8069
70	8070
71	8071
72	8072
73	8073
74	8074
75	8075
76	8075
77	8076
78	8077
79	8078
80	8079
81	8080
82	8081
83	8081
84	8082
85	8083
86	8084
87	8085
88	8086
89	8087
90	8088
91	8089
92	8090
93	8091
94	8092
95	8093
96	8094
97	8095
98	8096
99	8097
100	8098
101	8099
102	8100
103	8101
104	8102
105	8103
106	8104
107	8105
108	8106
109	8107
110	8108
111	8109
112	8110
113	8111
114	8112
115	8113
116	8114
117	8115
118	8116
119	8117
120	8118
121	8119
122	8120
123	8121
124	8122
125	8123
126	8124
127	8125
128	8126
129	8126
130	8127
131	8127
132	8127
133	8128
134	8129
135	8130
136	8131
137	8132
138	8133
139	8134
140	8135
141	8136
142	8137
143	8138
144	8139
145	8140
146	8141
147	8141
148	8142
149	8142
150	8143
151	8143
152	8143
153	8143
154	8143
155	8143
156	8144
157	8145
158	8146
159	8147
160	8148
161	8149
162	8150
163	8151
164	8152
165	8153
166	8154
167	8155
168	8156
169	8157
170	8157
171	8156
172	8157
173	8157
174	8157
175	8158
176	8158
177	8159
178	8160
179	8161
180	8161
181	8161
182	8161
183	8161
184	8161
185	8161
186	8162
187	8163
188	8164
189	8165
190	8166
191	8167
192	8168
193	8169
194	8170
195	8171
196	8172
197	8173
198	8174
199	8175
200	8176
201	8177
202	8178
203	8179
204	8180
205	8180
206	8181
207	8181
208	8182
209	8183
210	8184
211	8185
212	8186
213	8187
214	8188
215	8189
216	8190
217	8191
218	8192
219	8193
220	8194
221	8195
222	8196
223	8197
224	8198
225	8199
226	8199
227	8200
228	8201
229	8202
230	8203
231	8204
232	8205
233	8206
234	8207
235	8207
236	8208
237	8209
238	8210
239	8211
240	8212
241	8213
242	8214
243	8214
244	8215
245	8215
246	8216
247	8217
248	8218
249	8219
250	8220
251	8221
252	8222
253	8223
254	8224
255	8225
256	8226
257	8227
258	8228
259	8229
260	8230
261	8231
262	8232
263	8233
264	8234
265	8235
266	8236
267	8237
268	8238
269	8239
270	8240
271	8241
272	8242
273	8243
274	8244
275	8245
276	8246
277	8247
278	8248
279	8249
280	8250
281	8251
282	8252
283	8253
284	8254
285	8255
286	8255
287	8256
288	8257
289	8258
290	8259
291	8260
292	8261
293	8262
294	8263
295	8264
296	8265
297	8266
298	8267
299	8267
300	8268
301	8268
302	8269
303	8269
304	8270
305	8271
306	8272
307	8273
308	8274
309	8275
310	8276
311	8277
312	8277
313	8277
314	8278
315	8279
316	8278
317	8273
318	8271
319	8271
320	8255
321	8247
322	8247
323	8248
324	8232
325	8233
326	8234
327	8232
328	8083
329	8083
330	8083
331	8084
332	8085
333	8086
334	8087
335	8088
336	8088
337	8088
338	8088
339	8089
340	8090
341	8091
342	8092
343	8092
344	8090
345	8086
346	8086
347	8086
348	8086
349	8087
350	8088
351	8089
352	8090
353	8091
354	8092
355	8093
356	8094
357	8095
358	8096
359	8097
360	8098
361	8099
362	8100
363	8101
364	8102
365	8103
366	8104
367	8105
368	8106
369	8107
370	8108
371	8109
372	8110
373	8111
374	8112
375	8113
376	8114
377	8115
378	8116
379	8117
380	8118
381	8119
382	8120
383	8121
384	8122
385	8123
386	8124
387	8122
388	8123
389	8124
390	8125
391	8126
392	8127
393	8128
394	8129
395	8130
396	8131
397	8132
398	8133
399	8134
400	8135
401	8136
402	8137
403	8138
404	8139
405	8140
406	8141
407	8142
408	8143
409	8144
410	8145
411	8146
412	8147
413	8148
414	8148
415	8148
416	8149
417	8150
418	8151
419	8152
420	8153
421	8154
422	8155
423	8156
424	8157
425	8158
426	8159
427	8160
428	8161
429	8162
430	8163
431	8164
432	8165
433	8166
434	8166
435	8167
436	8168
437	8168
438	8168
439	8168
440	8169
441	8170
442	8171
443	8172
444	8173
445	8172
