barcode	Count
1_327_1105_1630	238
1_423_1015_1630	30
1_220_1433_1630	1
1_526_1058_1630	1
1_1032_1100_1630	1316
1_320_1457_1630	17
1_777_840_1630	9
1_353_1242_1630	3
1_179_245_1630	3
1_615_1433_1606	1
1_226_322_1630	1
1_671_732_1630	2
1_143_1304_1630	17
1_602_662_1628	1
1_1032_1108_1630	222
1_373_1015_1630	4
1_952_1002_1630	7
1_226_288_1278	1
1_719_970_1630	1
1_46_245_1630	1
1_525_1126_1199	4
1_119_1270_1630	1
1_294_354_1630	5
1_1121_1347_1565	2
1_615_1316_1614	1
1_129_1337_1630	3
1_1012_1126_1630	9
1_1010_1126_1630	1
1_777_872_1630	9
1_451_1058_1630	4
1_377_1015_1630	107
1_411_966_1630	1
1_343_1126_1630	14
1_189_1293_1630	50
1_10_267_1630	1
1_549_1044_1630	1
1_204_443_1562	1
1_351_1140_1630	14
1_668_820_1630	11
1_27_1457_1630	63
1_327_1426_1630	1
1_327_1293_1630	1
1_587_636_1630	2
1_134_199_1630	2
1_1027_1100_1630	21
1_179_1293_1630	40
1_221_281_1628	1
1_512_1105_1630	10
1_143_1300_1630	58
1_615_849_1630	16
1_1528_1602_1630	1
1_668_771_1630	2
1_377_1519_1630	15
1_350_1126_1278	10
1_964_1058_1624	1
1_129_1293_1630	46
1_179_243_1630	1
1_185_1293_1628	2
1_464_987_1630	62
1_1154_1337_1630	6
1_197_267_1278	2
1_10_354_1630	3
1_327_1015_1373	2
1_1365_1433_1630	1
1_389_1409_1512	1
1_368_1015_1630	5
1_890_1159_1630	3
1_747_1337_1630	9
1_598_840_1630	7
1_840_1002_1630	3
1_268_1015_1630	1
1_327_1393_1630	14
1_501_1044_1630	1
1_262_362_1104	1
1_985_1072_1630	1
1_1032_1126_1630	40
1_1255_1469_1505	1
1_353_1265_1630	2
1_1251_1457_1630	1
1_161_1287_1630	2
1_768_1386_1630	2
1_100_1462_1630	3
1_566_918_1630	17
1_501_1211_1623	1
1_840_1037_1630	2
1_276_1126_1630	1
1_327_1337_1630	16
1_1068_1211_1630	1
1_747_918_1630	3
1_890_957_1630	1
1_150_1312_1630	28
1_547_918_991	2
1_1263_1457_1630	1
1_952_1037_1630	6
1_902_1126_1628	1
1_53_509_1250	1
1_526_1126_1630	2
1_1134_1457_1628	1
1_557_847_1630	1
1_824_898_1630	1
1_536_928_1630	4
1_332_1126_1630	36
1_801_918_1628	1
1_1032_1110_1630	82
1_596_695_1630	1
1_536_1110_1630	4
1_1326_1398_1623	1
1_613_682_1630	5
1_799_1126_1630	12
1_775_898_1628	1
1_279_1433_1596	1
1_342_407_1623	1
1_513_1108_1630	8
1_1243_1409_1627	1
1_474_1002_1630	1
1_1302_1379_1630	1
1_303_407_1630	1
1_1092_1211_1628	1
1_327_1115_1630	34
1_353_431_1265	1
1_526_1087_1533	1
1_507_1108_1630	4
1_411_546_1582	1
1_461_724_1614	1
1_253_456_1630	1
1_395_640_1630	1
1_495_1002_1630	1
1_353_1117_1630	10
1_1081_1470_1630	1
1_389_523_1630	1
1_279_1173_1630	1
1_91_1124_1630	7
1_668_795_1630	1
1_495_1337_1607	1
1_10_1027_1630	1
1_827_1126_1193	1
1_798_1126_1630	34
1_168_309_1630	1
1_220_1015_1630	1
1_236_406_1263	1
1_796_898_1625	1
1_332_1165_1630	25
1_150_1308_1624	1
1_598_682_1624	3
1_10_714_1630	2
1_18_1457_1630	3
1_327_1121_1624	2
1_100_1126_1630	6
1_1373_1572_1625	1
1_600_840_1630	15
1_490_566_1625	1
1_952_1027_1630	2
1_1063_1126_1630	2
1_353_1457_1630	20
1_581_918_1630	10
1_752_823_1624	6
1_340_456_1558	1
1_262_1468_1630	3
1_10_576_1630	1
1_145_1300_1630	7
1_1310_1399_1630	2
1_1213_1347_1630	3
1_60_158_1621	1
1_1221_1365_1630	1
1_1195_1287_1628	1
1_1352_1457_1625	2
1_952_1010_1630	2
1_451_1426_1628	1
1_91_1365_1630	2
1_323_1105_1630	2
1_1056_1457_1628	1
1_179_1300_1630	10
1_1206_1316_1630	1
1_1032_1159_1630	12
1_1243_1338_1630	1
1_724_918_1628	2
1_747_1126_1630	9
1_1456_1519_1580	1
1_468_966_1614	4
1_68_1203_1628	1
1_316_1457_1630	9
1_613_823_1621	4
1_139_1300_1624	1
1_1175_1572_1614	1
1_236_1211_1630	2
1_1310_1433_1630	6
1_142_525_1630	1
1_1011_1126_1630	18
1_1310_1365_1630	1
1_353_1114_1630	1
1_661_759_1630	16
1_53_1457_1630	2
1_848_1159_1630	1
1_578_872_1630	23
1_820_907_1630	1
1_690_840_1630	1
1_747_1457_1630	2
1_932_1040_1624	3
1_777_1040_1361	4
1_500_1072_1630	1
1_952_1110_1630	1
1_187_1293_1630	4
1_562_918_1630	5
1_848_940_1630	1
1_46_456_1630	1
1_179_1284_1630	3
1_995_1040_1154	2
1_852_1457_1630	1
1_536_1126_1630	1
1_170_1287_1628	1
1_479_529_1630	1
1_1081_1152_1630	1
1_324_1126_1486	1
1_449_1120_1630	6
1_638_804_1630	2
1_952_1087_1613	3
1_506_1105_1630	10
1_638_688_1630	3
1_1206_1300_1630	2
1_1003_1155_1630	2
1_1027_1126_1630	34
1_227_1140_1614	1
1_840_898_1630	4
1_107_227_1625	2
1_777_823_1630	10
1_389_451_1255	1
1_332_1171_1363	1
1_1003_1300_1630	1
1_236_705_1605	1
1_432_1015_1628	1
1_497_593_767	1
1_327_437_1630	1
