3prime_site	Count
327	378
423	45
220	9
526	16
1032	1705
320	21
777	54
353	86
179	94
615	21
226	8
671	8
143	84
602	2
373	4
952	41
719	18
46	10
525	4
119	11
294	10
1121	21
129	72
1012	9
1010	1
451	23
377	131
411	16
343	14
189	51
10	32
549	2
204	1
351	14
668	18
27	64
587	8
134	7
1027	58
221	6
512	17
1528	7
350	10
964	1
185	4
464	64
1154	11
197	2
1365	1
389	14
368	5
890	20
747	64
598	18
840	20
268	2
501	9
262	22
985	1
1255	1
1251	1
161	2
768	15
100	21
566	17
276	5
1068	1
150	43
547	3
1263	15
902	1
53	8
1134	1
557	15
824	1
536	18
332	79
801	4
596	10
1326	17
613	38
799	12
775	1
279	14
342	2
513	19
1243	20
474	1
1302	5
303	20
1092	5
507	9
461	14
253	3
395	18
495	13
1081	21
91	27
827	1
798	35
168	2
236	15
796	1
18	3
1373	9
600	16
490	3
1063	2
581	16
752	13
340	6
145	7
1310	27
1213	15
60	3
1221	1
1195	1
1352	6
323	3
1056	7
1206	26
724	2
1456	7
468	25
68	16
316	15
139	1
1175	3
142	1
1011	19
661	21
848	22
578	24
820	3
690	3
932	10
500	2
187	4
562	30
995	4
852	14
170	5
479	12
324	2
449	10
638	15
506	22
1003	48
227	5
107	13
432	3
497	7
652	2
260	2
47	3
1127	6
794	1
422	1
184	2
370	9
1220	1
222	3
867	23
1339	1
328	8
1147	1
365	4
270	7
1345	17
1166	1
335	14
1050	4
1282	26
1217	11
797	10
123	1
284	5
56	2
1049	2
477	9
122	4
1344	1
191	1
807	2
259	2
805	1
1048	10
1031	1
757	6
29	9
983	2
80	3
243	2
608	13
763	1
1426	7
1513	1
514	1
1013	13
347	2
1057	2
585	3
966	1
1399	2
267	3
254	5
1015	1
198	4
196	2
550	2
169	1
1199	1
361	1
1019	2
749	9
1363	9
153	2
33	7
786	13
735	9
1160	26
854	5
1062	3
788	1
469	2
976	2
263	6
55	9
245	3
1268	1
650	2
1061	2
779	1
782	1
657	3
401	3
201	2
711	1
192	1
334	7
290	4
1204	1
1323	11
211	14
510	1
216	6
144	1
1261	1
803	1
548	2
1097	1
213	4
485	2
1447	2
175	10
620	3
215	2
442	5
821	3
183	1
1167	2
1130	2
140	2
251	4
700	9
499	5
817	1
982	2
551	1
1249	4
281	3
1407	2
250	2
164	2
124	1
737	8
971	6
341	3
362	2
770	1
239	3
257	4
473	2
383	2
418	1
563	1
802	3
1181	1
607	3
804	1
515	10
182	3
800	3
1384	2
819	1
193	1
1503	1
434	3
381	2
683	1
1059	1
84	1
359	3
574	4
1226	1
1051	3
859	1
482	1
1496	5
857	2
655	4
1394	1
1371	1
322	1
545	7
286	7
808	1
1038	2
1474	1
265	2
273	4
154	1
1425	2
960	1
159	4
646	3
1069	1
539	2
1346	2
1519	2
1028	1
167	4
77	3
795	2
1354	1
1093	2
639	1
40	1
518	1
1085	3
44	4
307	4
81	1
240	2
722	1
146	1
78	1
1379	2
229	2
1000	1
785	1
1088	3
528	8
1367	3
357	1
1406	1
1274	1
569	2
653	2
1185	2
208	1
544	3
58	2
509	2
428	1
313	2
1433	4
280	2
1101	1
529	7
489	1
1364	2
884	1
155	1
1378	1
1509	1
1259	1
1411	1
629	1
1234	3
1144	1
1148	1
231	1
1046	4
1479	2
186	2
612	6
379	1
230	1
200	2
1186	3
1094	1
1135	1
1227	1
1189	1
212	1
1182	1
1112	1
300	4
961	1
385	1
1188	1
580	4
45	1
1360	2
298	1
1284	1
470	1
19	1
199	1
156	2
1200	1
654	1
505	2
1183	1
79	1
372	1
62	1
617	2
1014	2
360	1
815	1
1138	1
1080	2
508	1
1507	2
1071	2
1137	1
1451	1
209	1
552	2
1478	1
680	1
1055	1
885	1
404	1
1090	1
1091	1
378	1
391	1
764	1
1209	1
1052	2
242	1
826	1
688	1
973	4
645	1
396	2
648	1
1146	1
675	2
232	1
233	1
337	1
1176	1
194	3
1109	1
1075	1
271	1
1192	1
484	1
50	2
647	1
467	1
1179	1
1191	1
881	1
955	1
1460	1
1418	1
517	1
1401	1
478	1
502	1
93	3
762	1
907	1
202	2
1241	1
43	1
69	1
1231	1
488	1
66	2
988	2
135	1
1105	1
1005	1
624	1
1073	1
310	1
306	4
1471	1
