5prime_site	Count
3795	3
4258	4
8983	1
4819	13
9172	18
9196	41
8980	2
3182	1
9174	16
1067	8
9074	2
8962	17
4339	18
8982	8
4975	7
3118	1
9181	100
1499	13
9017	3
9117	1
9135	14
8863	10
8999	8
8968	16
348	1
9093	25
9076	17
9188	42
9122	1
9010	10
9037	21
9006	12
9229	27
9132	23
9140	1
9238	25
9050	12
9054	12
9101	4
9285	40
8918	10
1053	1
9262	25
6768	3
9147	40
1265	6
1040	5
9137	20
9252	14
9189	16
9224	8
9207	20
9223	21
9194	11
318	1
9185	1
3553	7
8295	8
9205	2
5348	2
1509	17
9043	4
9069	19
9247	52
291	1
9275	31
1463	10
1379	20
7512	2
8698	36
4301	22
8728	6
7940	4
8995	12
9082	16
1515	17
9030	16
6053	8
3658	6
3932	101
3691	15
9200	6
8911	6
3748	13
9081	1
9104	4
850	1
8578	26
4362	28
9219	3
9272	59
8694	9
9168	21
9175	41
9139	22
8826	2
9106	12
9162	20
9170	11
8782	1
426	1
8935	6
9195	2
405	1
9423	70
9283	22
893	22
780	30
9165	1
9216	42
453	2
3401	23
926	11
9322	7
7363	1
6315	3
9001	8
8749	4
7747	1
9261	2
9487	18
9277	3
2196	3
401	1
6143	40
1565	19
1745	29
9267	5
9341	1
1532	14
9320	6
9338	7
9331	56
9389	1
9511	52
9405	6
860	51
9318	14
9366	70
9226	20
5976	75
5008	8
9430	12
1835	15
9340	1
4311	1
2753	1
8884	25
9451	130
9347	34
1094	106
9455	33
484	1
8670	4
9355	39
9463	4
9528	37
4543	24
9378	23
3421	11
9393	55
9265	8
3292	5
9068	1
6150	53
6433	9
1088	1
712	7
506	1
9461	2
996	1
5207	2
2668	25
5620	2
9399	8
3394	4
868	5
971	27
2035	2
979	9
2181	5
9444	24
4081	17
9345	10
9327	1
8029	97
9250	5
9312	17
725	5
2632	29
8706	31
9459	8
9412	1
6652	26
4717	6
830	117
9293	19
1682	16
9297	3
5479	2
8793	1
5552	3
8899	24
3324	7
8460	4
770	37
8813	22
906	15
9468	3
4483	18
465	1
1990	5
7736	3
9376	15
1941	14
7988	25
1120	1
8283	7
8113	13
9415	10
9494	49
7011	2
8869	24
6658	22
4141	5
9234	1
2345	17
5303	12
1910	13
4122	28
2951	6
3667	5
754	1
4913	26
9390	9
9480	61
953	23
790	2
9557	20
1451	16
9402	11
6790	5
1802	1
1808	35
8837	12
8560	1
1103	140
7969	1
7590	1
5695	1
3633	8
9388	1
9059	1
3806	5
1632	8
4106	21
4146	13
9545	16
4130	1
1329	6
4808	4
6709	13
6706	9
8589	6
4416	36
592	6
983	19
5954	7
8389	2
977	17
5936	6
8369	84
806	1
4659	33
2116	1
963	82
2007	5
566	1
2902	3
1843	25
944	17
9473	23
4379	2
1361	22
1856	43
1553	17
1359	9
1704	41
9466	5
3331	7
3916	17
636	32
3463	13
617	2
1186	9
881	4
1721	42
914	12
956	15
824	20
822	3
9550	33
812	2
4814	11
3448	13
1775	27
801	12
580	8
1886	21
695	30
1466	11
1471	21
1001	4
545	1
1898	7
5390	27
1544	8
1032	13
1298	15
839	2
811	1
8411	1
650	10
1485	7
727	6
9547	9
676	21
1111	41
1022	1
3760	17
732	14
691	4
2593	10
937	2
3169	1
577	1
3635	9
633	10
965	5
1193	11
2299	40
783	1
4220	14
13023	1
1017	5
3136	1
10990	1
4327	9
1198	6
6646	14
9632	6
9426	25
7711	6
2053	11
4510	36
3975	9
3907	13
5686	5
8692	9
1276	2
1711	5
648	1
9581	22
4570	8
2427	2
1080	39
4468	7
4456	20
767	4
1256	1
820	1
719	20
3817	12
834	3
3716	1
1220	9
1512	7
872	5
4427	17
5515	5
4504	15
5817	7
1138	52
1157	11
1706	13
8924	7
4558	17
1562	14
752	27
816	4
762	1
4246	15
1610	22
1268	5
815	1
2023	5
8436	1
603	3
8328	8
5980	1
761	1
6119	10
5777	10
9567	6
9529	1
4919	2
1838	1
736	1
862	1
838	1
5717	7
5795	9
9478	3
5992	15
1820	27
8205	12
1596	1
1914	9
672	1
681	2
5960	11
847	2
948	4
9465	4
1481	4
4922	2
4795	5
1176	7
742	2
1801	1
946	1
557	1
1850	1
1671	7
613	1
9568	2
9578	7
1852	1
957	1
1051	2
1052	1
1126	26
764	1
6720	1
2093	8
1734	1
1239	6
698	2
9464	4
9492	1
9565	16
1401	4
749	9
1021	1
1207	10
1148	17
667	1
1007	6
1225	9
808	2
8131	6
4011	24
997	4
1310	14
887	3
1478	3
803	3
4375	15
1284	5
1319	12
3893	13
786	4
738	1
5569	1
4096	12
3538	16
1155	7
5525	8
2485	4
2078	1
5791	2
1581	6
1812	1
8745	3
3866	1
13103	1
654	1
3098	1
4574	16
1495	2
846	2
7904	4
9586	5
1805	6
845	2
4628	4
6409	1
5968	1
844	1
1712	1
817	1
1796	6
2113	9
2464	1
2371	8
5482	4
12825	1
3540	13
8012	3
3003	5
1442	11
9307	2
3194	3
3682	8
935	1
5403	1
4576	23
1582	1
823	2
3367	11
841	1
1431	9
9243	12
3546	17
5059	6
5068	2
1771	5
3834	6
1764	1
5983	2
4900	1
810	1
4641	86
12821	1
3341	1
1726	1
1235	13
4324	10
3563	20
2558	11
3838	14
796	1
11262	1
1122	21
1623	8
1334	5
4629	1
1347	7
3946	2
8105	7
1062	2
827	1
855	1
3407	10
865	1
4159	14
3357	11
1033	1
8440	6
1866	1
1037	6
8203	1
2121	2
1629	12
1702	5
6348	6
3877	21
8836	2
1026	1
9270	2
1848	1
9470	3
2609	3
10621	1
