5prime_site	Count
987	14
802	17
1409	59
823	789
1126	478
1112	168
872	74
682	104
1337	70
1037	13
804	670
799	71
975	2
1105	59
1072	19
494	11
840	122
546	14
163	6
1399	33
1519	76
640	29
1479	82
1120	58
820	41
243	24
1514	38
590	2
1108	30
759	15
1110	33
576	7
858	220
1087	17
1550	35
1457	54
1140	20
1433	51
1002	58
456	66
354	45
1081	43
751	8
227	26
1121	14
438	1
1165	31
1588	6
984	1
788	29
1352	2
918	48
902	2
392	4
391	1
898	36
1572	33
1312	8
166	1
1114	12
508	4
1100	52
1293	14
1146	21
1050	1
410	2
1481	2
688	12
1383	1
1426	69
1242	6
1058	34
849	5
1182	2
1044	17
141	11
730	11
401	3
177	4
429	7
1237	10
1335	4
1124	24
1397	4
968	1
1287	57
1405	17
352	1
667	3
1354	3
1347	30
1211	45
732	6
648	8
446	2
1508	1
1178	7
431	6
1359	1
1245	5
279	1
1261	3
530	3
1117	30
940	7
943	1
1192	1
301	8
445	2
1506	38
267	37
798	28
1040	17
419	1
771	6
966	20
787	3
869	2
414	3
205	3
1266	1
1316	24
1119	11
351	1
1249	11
158	5
385	2
1191	1
532	1
664	2
309	6
982	1
636	35
375	10
724	13
740	2
100	1
321	1
333	4
1576	4
1199	5
376	2
597	9
285	2
1400	2
1449	1
1300	20
694	1
847	9
952	7
1344	5
1472	14
1321	17
186	15
795	10
972	8
245	24
281	3
1027	7
478	1
801	7
1543	2
282	8
1562	12
550	19
812	1
421	1
910	7
797	11
364	3
1173	10
589	1
314	1
1092	6
1069	1
1536	1
147	1
323	1
928	6
169	6
1394	1
609	5
1497	2
443	9
1123	9
451	4
307	3
216	1
568	2
1421	4
1064	1
142	1
1468	1
315	2
485	1
1371	6
1270	10
879	3
1159	17
1581	17
1378	3
1125	5
337	5
1238	1
290	2
1538	10
288	3
332	1
286	4
1502	2
294	3
157	1
1224	1
1115	3
313	2
1404	1
988	1
1111	2
217	1
1109	10
603	1
811	1
1401	2
405	2
1116	3
497	2
783	9
189	1
1235	8
588	5
201	1
338	1
378	2
814	9
777	6
1492	1
661	1
1583	5
291	1
1186	1
527	1
1602	3
1493	1
334	3
949	6
1018	1
1531	2
907	3
921	2
326	1
1028	1
594	1
1546	2
1195	6
1364	1
525	8
1052	1
474	1
668	1
1240	2
1484	1
1133	1
328	1
1015	18
1154	1
809	2
393	1
215	1
705	10
469	1
395	1
476	3
512	1
1380	2
613	1
1595	1
1265	5
425	3
721	3
1010	2
1024	1
745	1
569	1
417	2
311	1
766	1
1386	23
377	1
284	1
744	1
160	1
1489	1
973	1
400	1
287	2
889	1
252	4
324	2
505	4
1304	2
1396	1
344	1
776	1
1539	1
1387	1
810	2
852	1
293	2
162	1
960	4
389	4
407	1
289	3
159	1
779	3
468	2
499	4
890	1
537	2
361	1
367	1
210	4
1444	1
165	1
619	11
409	2
649	1
924	2
1130	1
330	1
1379	3
394	2
214	2
195	12
954	1
669	2
412	1
700	1
1135	9
1473	4
565	2
1308	1
1366	1
1113	5
1221	4
674	1
784	1
1096	1
780	1
790	3
206	1
937	1
1294	1
1122	2
1534	3
974	1
136	4
1381	1
654	1
1486	1
1498	3
778	1
653	1
1374	2
1143	1
1230	1
676	1
106	1
794	3
467	1
935	1
426	2
1271	1
427	1
475	3
714	6
488	2
584	1
480	1
1203	4
439	1
1392	2
663	1
955	3
424	1
786	1
671	4
933	1
570	1
513	4
1190	6
656	1
500	2
209	1
1207	3
276	1
1587	1
1490	3
491	1
495	1
1253	1
1509	1
498	3
577	1
1185	3
212	1
1331	2
605	2
1000	1
781	2
1503	1
1356	1
1415	1
1491	1
415	1
1229	1
234	2
670	1
1214	1
413	2
504	1
785	2
116	3
830	1
554	2
1355	1
102	1
662	1
1367	2
772	1
1512	1
596	2
533	1
1511	2
433	1
1187	1
1162	1
372	1
1274	1
1372	2
470	2
1149	1
1239	1
1524	1
1530	2
591	3
1180	1
678	1
793	4
121	1
979	2
511	1
483	2
561	1
673	1
1118	2
520	1
789	1
1542	1
130	1
586	1
767	2
1573	1
437	1
386	1
120	1
496	1
199	2
275	1
1423	1
930	1
986	2
1332	2
381	2
358	1
432	1
418	2
665	2
792	2
305	1
271	1
336	1
1012	1
490	1
1260	1
585	1
581	1
947	2
1034	1
382	1
587	2
473	1
796	2
1370	1
507	2
1418	1
343	1
501	2
887	1
1398	1
515	1
1495	1
692	1
828	1
953	3
383	1
404	1
312	1
489	1
1232	1
487	4
1523	1
329	1
342	1
510	1
996	1
340	1
702	1
963	1
283	1
509	2
479	1
1510	2
672	1
366	1
1469	2
1505	2
1525	1
1377	2
971	1
113	1
1446	1
1325	1
1529	1
616	1
851	1
660	1
1513	1
1152	1
558	1
164	1
652	1
316	1
769	1
556	1
207	1
369	2
1471	1
379	1
791	1
1499	1
486	1
611	1
773	1
808	2
416	1
1001	1
1593	1
1467	1
516	1
607	2
502	1
1171	1
1393	1
