Genome position	Count
0	8000
1	8001
2	8002
3	8003
4	8004
5	8005
6	8006
7	8007
8	8008
9	8009
10	8010
11	8011
12	8012
13	8013
14	8014
15	8015
16	8016
17	8017
18	8018
19	8019
20	8020
21	8021
22	8022
23	8023
24	8024
25	8025
26	8026
27	8027
28	8028
29	8029
30	8030
31	8031
32	8032
33	8033
34	8034
35	8035
36	8036
37	8037
38	8038
39	8039
40	8040
41	8041
42	8042
43	8043
44	8044
45	8045
46	8046
47	8047
48	8048
49	8049
50	8050
51	8051
52	8052
53	8053
54	8054
55	8055
56	8056
57	8057
58	8058
59	8059
60	8060
61	8061
62	8062
63	8063
64	8064
65	8065
66	8066
67	8067
68	8068
69	8069
70	8070
71	8071
72	8072
73	8073
74	8074
75	8075
76	8076
77	8077
78	8078
79	8079
80	8080
81	8081
82	8082
83	8083
84	8084
85	8085
86	8086
87	8087
88	8088
89	8088
90	8089
91	8090
92	8091
93	8092
94	8093
95	8094
96	8095
97	8096
98	8097
99	8098
100	8099
101	8100
102	8101
103	8102
104	8103
105	8104
106	8105
107	8106
108	8107
109	8108
110	8109
111	8110
112	8111
113	8112
114	8113
115	8114
116	8115
117	8116
118	8117
119	8118
120	8119
121	8120
122	8121
123	8122
124	8123
125	8124
126	8125
127	8126
128	8127
129	8127
130	8128
131	8129
132	8130
133	8131
134	8132
135	8133
136	8134
137	8135
138	8136
139	8137
140	8138
141	8139
142	8140
143	8141
144	8142
145	8143
146	8144
147	8145
148	8146
149	8147
150	8148
151	8149
152	8149
153	8149
154	8150
155	8150
156	8151
157	8152
158	8153
159	8154
160	8155
161	8156
162	8156
163	8157
164	8158
165	8159
166	8160
167	8161
168	8162
169	8163
170	8164
171	8165
172	8166
173	8167
174	8168
175	8169
176	8169
177	8170
178	8170
179	8171
180	8172
181	8173
182	8174
183	8174
184	8166
185	8167
186	8168
187	8169
188	8170
189	8171
190	8172
191	8173
192	8174
193	8175
194	8176
195	8177
196	8178
197	8179
198	8180
199	8181
200	8182
201	8183
202	8184
203	8184
204	8185
205	8186
206	8187
207	8188
208	8189
209	8190
210	8191
211	8192
212	8193
213	8194
214	8195
215	8196
216	8197
217	8198
218	8199
219	8200
220	8201
221	8202
222	8203
223	8204
224	8205
225	8206
226	8207
227	8208
228	8209
229	8210
230	8211
231	8212
232	8213
233	8214
234	8215
235	8216
236	8217
237	8218
238	8219
239	8220
240	8221
241	8222
242	8222
243	8222
244	8223
245	8224
246	8225
247	8226
248	8227
249	8228
250	8229
251	8230
252	8231
253	8232
254	8233
255	8234
256	8235
257	8236
258	8237
259	8238
260	8239
261	8239
262	8238
263	8238
264	8239
265	8240
266	8241
267	8242
268	8243
269	8244
270	8245
271	8246
272	8247
273	8248
274	8249
275	8250
276	8251
277	8251
278	8252
279	8253
280	8254
281	8255
282	8256
283	8257
284	8258
285	8258
286	8259
287	8260
288	8261
289	8262
290	8263
291	8264
292	8265
293	8266
294	8267
295	8268
296	8269
297	8270
298	8271
299	8272
300	8273
301	8274
302	8275
303	8276
304	8277
305	8278
306	8279
307	8280
308	8281
309	8282
310	8283
311	8284
312	8285
313	8286
314	8287
315	8288
316	8289
317	8290
318	8291
319	8292
320	8293
321	8294
322	8295
323	8296
324	8297
325	8298
326	8299
327	8300
328	8301
329	8302
330	8303
331	8303
332	8304
333	8305
334	8306
335	8307
336	8307
337	8308
338	8308
339	8309
340	8310
341	8311
342	8311
343	8311
344	8311
345	8310
346	8310
347	8309
348	8309
349	8310
350	8310
351	8311
352	8312
353	8313
354	8314
355	8315
356	8316
357	8317
358	8318
359	8319
360	8320
361	8321
362	8322
363	8323
364	8324
365	8325
366	8326
367	8327
368	8328
369	8329
370	8330
371	8331
372	8332
373	8333
374	8334
375	8335
376	8336
377	8337
378	8337
379	8338
380	8339
381	8340
382	8341
383	8341
384	8341
385	8341
386	8342
387	8343
388	8344
389	8345
390	8346
391	8347
392	8348
393	8349
394	8350
395	8351
396	8352
397	8353
398	8354
399	8355
400	8355
401	8356
402	8357
403	8358
404	8359
405	8359
406	8360
407	8361
408	8362
409	8363
410	8364
411	8365
412	8366
413	8367
414	8368
415	8369
416	8370
417	8371
418	8372
419	8373
420	8374
421	8375
422	8376
423	8377
424	8378
425	8379
426	8380
427	8381
428	8382
429	8383
430	8384
431	8385
432	8386
433	8387
434	8388
435	8389
436	8390
437	8390
438	8390
439	8388
440	8389
441	8390
442	8391
443	8392
444	8393
445	8393
