3prime_site	Count
374	6
668	176
204	3
638	2058
642	46
175	3
952	68
890	34
179	129
990	1
236	18
624	18
464	6
100	50
1213	8
690	41
423	30
719	29
840	131
671	40
353	41
647	151
629	14
700	30
777	67
774	1
1479	3
689	12
692	1
1369	2
896	1
340	9
372	6
395	67
646	21
648	23
327	20
1088	3
741	21
1377	1
932	23
377	25
483	3
107	17
826	2
786	10
150	16
909	4
303	22
750	6
1086	3
789	3
680	12
91	77
262	49
33	19
1206	24
1032	58
496	1
411	18
294	13
1426	13
1310	41
129	23
945	1
976	10
1154	14
1282	40
650	41
852	22
1085	3
468	33
819	6
273	9
557	15
541	1
830	1
569	3
1187	1
643	6
378	1
1160	44
479	5
657	37
1127	33
461	15
822	5
497	9
596	5
817	2
1003	25
211	13
659	1
620	13
1081	14
418	7
1121	32
867	21
389	23
546	11
1080	7
1184	1
216	11
1217	29
477	4
1095	5
801	4
857	8
752	22
653	1
808	3
661	18
243	3
399	2
322	2
747	16
1253	1
818	4
549	10
200	3
587	3
265	4
493	1
1326	16
790	3
1249	8
1274	3
718	8
521	1
226	10
776	8
711	12
641	14
251	4
53	11
1373	9
907	2
1302	3
40	6
214	3
451	19
536	13
484	1
199	2
473	3
675	9
266	1
652	42
1243	25
1345	21
514	31
442	30
1183	2
829	2
323	2
495	4
143	17
1196	1
1363	9
184	10
1269	1
971	7
504	2
809	2
639	1
795	2
187	1
332	7
515	9
360	1
749	15
1057	1
68	26
401	2
737	11
973	5
286	8
55	8
812	2
811	1
1061	1
555	4
824	1
134	7
1496	9
1528	6
449	11
630	3
456	1
1042	1
245	7
148	1
404	2
598	13
311	2
538	7
1175	5
490	2
43	3
335	6
263	2
764	1
249	2
980	1
633	6
613	19
1219	3
977	6
196	6
202	5
1433	5
854	5
50	5
365	5
1134	9
1190	4
802	4
122	4
486	3
29	1
757	3
663	2
1486	6
813	3
612	3
526	4
649	16
846	4
1091	1
1112	10
792	2
489	2
805	4
167	7
967	1
775	1
1050	1
1188	5
201	4
1384	4
562	31
1353	3
635	2
1409	1
995	2
151	1
194	1
599	2
284	6
258	2
119	21
735	5
1044	1
540	2
763	2
198	3
316	1
807	2
1393	1
66	3
186	2
578	3
1103	1
542	4
982	3
506	5
270	2
820	1
1022	1
212	2
615	2
75	2
325	2
209	1
1268	4
632	1
1105	2
803	5
1093	5
1511	1
1182	3
240	2
816	1
524	3
1519	3
1561	1
195	1
1439	6
834	10
637	2
1099	2
185	1
1092	2
159	2
307	5
793	3
683	1
835	1
1456	13
1027	7
1263	7
434	2
501	1
1441	2
1278	1
600	1
892	1
1056	4
480	1
62	6
498	1
1098	3
1181	10
354	1
241	4
161	1
1077	1
299	1
748	4
312	1
370	2
512	6
485	6
222	1
634	4
281	2
1008	1
1323	11
604	4
359	3
983	2
232	1
1473	1
999	1
1352	4
753	1
827	1
528	4
658	1
86	1
453	1
1374	2
1179	1
1070	3
188	1
244	3
459	1
510	1
368	6
715	5
858	1
791	1
276	3
798	1
254	1
796	2
190	1
457	1
645	1
788	2
986	2
233	1
662	1
1089	2
44	4
152	2
203	3
544	1
566	3
919	1
1417	1
864	1
666	1
654	1
940	12
1185	1
915	2
550	1
916	1
911	2
420	1
352	1
551	1
1106	1
655	12
874	1
74	1
79	1
46	2
36	2
1291	1
1189	3
1062	2
823	1
1513	2
1355	1
567	1
1358	1
1404	1
1043	1
581	3
438	1
1508	1
1013	3
320	2
617	4
1395	1
1506	1
525	4
1394	1
246	1
806	1
1144	1
1539	1
83	2
1347	2
1399	4
487	1
467	1
1139	1
1096	2
1421	1
1365	3
1142	1
279	9
518	1
607	2
529	8
1244	1
1537	1
407	3
256	2
342	1
519	2
1194	2
1147	1
356	1
61	2
290	2
992	1
247	1
548	1
362	2
1090	3
76	1
1466	1
491	1
1041	1
1193	1
315	2
608	3
448	3
1447	1
264	1
1174	1
47	4
1060	2
1385	1
154	2
90	1
1173	2
197	2
58	2
237	3
1136	1
287	1
310	1
1006	1
1471	5
110	1
221	3
1254	1
622	1
762	1
1222	1
1248	1
142	2
602	3
239	1
1084	1
665	1
1234	1
730	1
991	1
814	1
472	2
553	1
712	2
1402	1
1451	2
1068	1
1141	2
913	1
597	1
917	1
156	1
1180	1
1405	1
585	2
376	1
797	1
1503	1
1406	1
674	2
1299	1
1094	1
724	2
499	2
144	1
1259	2
69	1
1419	1
443	1
145	1
787	1
1296	1
1512	1
314	1
470	1
206	2
1065	1
545	1
169	1
1067	2
1021	1
1038	3
910	2
1170	1
923	1
155	1
552	1
908	1
1071	1
208	2
73	2
984	1
1416	1
1411	1
1255	1
413	1
684	1
574	2
396	3
1130	1
682	1
313	2
153	1
543	2
1425	1
1413	1
347	2
722	2
82	1
162	1
1354	1
1135	1
218	1
455	2
695	1
260	1
318	1
831	1
988	3
191	1
1162	1
628	1
1137	1
760	1
931	1
385	1
794	1
158	1
693	1
454	1
914	1
1076	2
482	1
1051	1
679	1
614	1
937	1
252	1
250	1
848	1
205	1
905	1
1462	1
77	1
1223	1
215	1
1178	1
417	1
985	1
1290	1
227	1
242	1
522	1
306	2
1015	1
1414	1
