barcode	Count
1_374_987_1630	4
1_668_802_1630	14
1_204_1409_1627	2
1_638_823_1104	689
1_642_1126_1630	45
1_638_1112_1630	168
1_638_872_1630	35
1_638_682_1630	81
1_175_1337_1630	1
1_952_1037_1630	7
1_638_804_1630	595
1_668_799_1630	66
1_890_975_1628	1
1_179_1105_1630	19
1_990_1072_1630	1
1_236_494_1630	2
1_624_840_1630	10
1_464_546_1542	1
1_100_163_1630	3
1_1213_1399_1630	1
1_690_1519_1630	25
1_423_640_1630	4
1_719_1479_1630	4
1_638_1120_1630	4
1_668_820_1104	36
1_668_1479_1630	24
1_179_243_1630	12
1_840_1514_1630	1
1_671_823_1104	36
1_353_590_946	1
1_647_1126_1630	149
1_629_1108_1630	8
1_890_1126_1557	1
1_668_1126_1630	22
1_700_759_1630	2
1_840_1110_1630	23
1_179_576_888	1
1_777_858_1630	3
1_774_1087_1614	1
1_1479_1550_1630	3
1_689_1457_1630	2
1_692_1140_1630	1
1_1369_1433_1630	1
1_896_1002_1630	1
1_840_1126_1630	42
1_340_456_628	3
1_100_354_1630	4
1_372_1514_1630	1
1_638_1081_1630	14
1_179_751_1104	1
1_395_456_628	40
1_179_227_1630	7
1_638_1121_1630	14
1_646_1126_1630	21
1_648_1126_1630	22
1_327_438_632	1
1_327_1105_1462	2
1_840_1120_1630	27
1_1088_1165_1630	1
1_741_1588_1628	1
1_1377_1479_1630	1
1_932_984_1630	1
1_377_1519_1630	21
1_638_788_1630	10
1_483_546_1630	1
1_340_1105_1630	1
1_107_1352_1624	1
1_826_918_1630	1
1_786_902_1630	1
1_638_858_1630	214
1_150_392_1628	1
1_909_1126_1630	4
1_303_391_1630	1
1_750_898_1630	1
1_1086_1572_1630	1
1_719_1312_1540	1
1_789_840_1630	1
1_680_840_1630	2
1_91_166_1630	1
1_638_1114_1630	12
1_262_508_1630	2
1_33_494_1628	2
1_952_1100_1630	6
1_1206_1293_1630	3
1_1032_1120_1630	14
1_496_1100_1630	1
1_1032_1146_1630	2
1_411_1050_1194	1
1_294_410_1630	1
1_1426_1481_1623	2
1_638_688_1630	8
1_952_1146_1630	3
1_1310_1383_1580	1
1_129_1293_1630	4
1_945_1457_1602	1
1_262_1457_1533	1
1_976_1426_1628	1
1_1154_1242_1614	1
1_1282_1337_1630	8
1_650_840_1104	5
1_852_1337_1630	4
1_638_840_1104	28
1_353_804_1630	6
1_638_1058_1630	6
1_1085_1409_1624	1
1_468_987_1630	4
1_1032_1399_1630	1
1_819_1457_1630	1
1_668_1100_1630	2
1_273_849_1630	1
1_1032_1182_1630	1
1_557_1120_1630	9
1_541_858_1599	1
1_372_1044_1630	3
1_100_141_1630	3
1_830_918_1630	1
1_569_730_1266	1
1_1187_1409_1630	1
1_100_1100_1630	3
1_340_401_1621	1
1_129_177_1539	1
1_643_1126_1630	6
1_378_429_1621	1
1_1160_1237_1630	3
1_91_1335_1502	3
1_638_1124_1630	10
1_1282_1397_1630	3
1_479_968_1630	1
1_657_1426_1630	28
1_1127_1287_1630	2
1_395_1405_1630	17
1_1206_1337_1630	5
1_303_352_1614	1
1_461_667_1630	1
1_822_1126_1630	1
1_91_1354_1535	2
1_91_1347_1627	1
1_952_1211_1630	2
1_497_732_1630	1
1_596_648_1101	3
1_817_898_1630	1
1_1003_1337_1630	1
1_211_446_1630	1
1_179_1337_1630	5
1_303_1337_1630	1
1_840_1002_1630	1
1_659_1433_1625	1
1_620_1140_1628	1
1_840_898_1630	7
1_1081_1508_1630	1
1_107_1550_1630	1
