junction	Count
374_987	4
668_802	14
204_1409	2
638_823	692
642_1126	45
638_1112	168
638_872	35
638_682	81
175_1337	1
952_1037	7
638_804	596
668_799	66
890_975	1
179_1105	19
990_1072	1
236_494	2
624_840	10
464_546	1
100_163	3
1213_1399	1
690_1519	25
423_640	4
719_1479	4
638_1120	4
668_820	36
668_1479	24
179_243	12
840_1514	1
671_823	36
353_590	1
647_1126	149
629_1108	8
890_1126	1
668_1126	22
700_759	2
840_1110	23
179_576	1
777_858	3
774_1087	1
1479_1550	3
689_1457	2
692_1140	1
1369_1433	1
896_1002	1
840_1126	42
340_456	3
100_354	4
372_1514	1
638_1081	14
179_751	1
395_456	41
179_227	7
638_1121	14
646_1126	21
648_1126	22
327_438	1
327_1105	2
840_1120	27
1088_1165	1
741_1588	1
1377_1479	1
932_984	1
377_1519	21
638_788	10
483_546	1
340_1105	1
107_1352	1
826_918	1
786_902	1
638_858	214
150_392	1
909_1126	4
303_391	1
750_898	1
1086_1572	1
719_1312	1
789_840	1
680_840	2
91_166	1
638_1114	12
262_508	2
33_494	2
952_1100	6
1206_1293	3
1032_1120	14
496_1100	1
1032_1146	2
411_1050	1
294_410	1
1426_1481	2
638_688	8
952_1146	3
1310_1383	1
129_1293	4
945_1457	1
262_1457	1
976_1426	1
1154_1242	1
1282_1337	10
650_840	5
852_1337	4
638_840	28
353_804	6
638_1058	6
1085_1409	1
468_987	4
1032_1399	1
819_1457	1
668_1100	2
273_849	1
1032_1182	1
557_1120	9
541_858	1
372_1044	3
100_141	3
830_918	1
569_730	1
1187_1409	1
100_1100	3
340_401	1
129_177	1
643_1126	6
378_429	1
1160_1237	3
91_1335	3
638_1124	10
1282_1397	4
479_968	1
657_1426	28
1127_1287	2
395_1405	17
1206_1337	6
303_352	1
461_667	1
822_1126	1
91_1354	2
91_1347	1
952_1211	2
497_732	1
596_648	3
817_898	1
1003_1337	1
211_446	1
179_1337	5
303_1337	1
840_1002	1
659_1433	1
620_1140	1
840_898	7
1081_1508	1
107_1550	1
33_730	1
418_1058	4
557_1126	2
353_1426	3
1121_1178	4
867_918	2
389_431	2
546_918	10
1080_1359	1
1184_1245	1
411_1126	3
216_279	1
1206_1261	2
468_1002	14
1213_1409	4
1121_1245	1
1217_1287	18
477_530	2
1095_1519	1
638_1117	24
801_918	1
100_1126	14
857_940	2
752_943	1
1003_1192	1
653_1126	1
808_898	1
890_1100	15
661_823	9
243_301	1
399_445	1
322_1506	1
179_267	9
747_1337	2
1253_1572	1
638_798	27
818_898	2
549_1040	1
200_243	1
353_419	1
587_682	1
265_1126	2
661_1426	4
107_163	1
741_1433	5
747_1457	1
493_771	1
890_966	1
1326_1457	3
179_787	1
790_840	2
818_869	1
1249_1337	3
1003_1081	3
1274_1347	2
353_414	1
150_205	1
1121_1165	2
718_1433	1
521_1126	1
1127_1266	1
549_1409	2
1032_1165	4
620_840	6
179_1316	8
226_456	1
638_1119	1
976_1409	2
638_1105	13
549_1140	1
776_1126	8
262_351	1
711_1249	1
100_158	4
91_227	4
641_1126	1
251_301	1
53_385	1
1373_1426	2
907_1191	1
1302_1479	1
40_1081	2
214_1126	1
451_532	1
536_664	1
952_1087	3
100_309	1
484_982	1
33_636	1
199_375	1
668_1108	1
473_987	3
822_940	2
262_724	1
675_740	1
33_100	1
294_354	6
266_1211	1
652_840	14
752_840	5
1243_1287	6
179_321	1
1345_1399	6
200_333	1
514_1576	4
546_1058	1
442_1044	4
1183_1287	2
829_1126	1
389_429	2
129_267	1
33_640	1
638_1337	3
1310_1347	7
1121_1199	1
323_376	1
495_597	1
1154_1519	1
100_285	1
33_1400	2
690_804	13
1310_1449	1
143_1300	3
976_1140	1
1196_1249	1
395_694	1
1363_1457	3
184_788	10
1269_1572	1
971_1126	1
752_872	3
504_1002	2
629_847	2
809_1126	1
741_1457	1
639_1126	1
638_952	7
795_898	2
1282_1344	4
442_1472	13
187_1321	1
1032_1126	14
777_840	22
332_1110	1
675_804	2
515_636	2
1032_1100	3
1127_1514	18
143_186	1
952_1002	16
360_1126	1
840_1108	3
719_795	1
650_872	5
700_872	1
749_972	1
1057_1165	1
175_245	1
890_1002	3
68_281	1
91_1124	11
1127_1245	1
1081_1146	1
401_456	1
650_1081	9
1345_1433	5
737_799	2
973_1040	2
286_795	1
840_1433	1
1243_1433	2
952_1027	4
286_478	1
1154_1479	2
55_163	1
243_636	1
1249_1300	2
812_918	2
650_1105	4
811_1211	1
1213_1287	2
1061_1126	1
353_801	5
555_1457	1
179_245	13
824_1126	1
33_795	1
134_1126	3
327_640	1
1496_1543	1
179_282	2
1528_1572	3
1080_1300	1
449_1479	6
461_682	1
630_682	2
638_1040	2
449_1126	1
719_1165	1
143_354	1
650_1287	2
1160_1562	4
456_1433	1
1042_1110	1
245_1337	4
148_227	1
741_1165	1
464_550	4
750_1126	1
404_456	1
638_812	1
598_688	1
719_820	2
311_421	1
1003_1058	7
973_1337	1
538_910	6
638_797	10
1160_1287	7
641_823	2
1175_1479	2
303_364	2
33_546	3
932_1173	1
1243_1312	2
1080_1506	2
819_898	2
490_589	1
150_375	1
236_333	2
43_918	1
598_1457	1
335_872	1
263_375	1
661_804	1
423_636	1
764_823	1
249_314	1
638_1173	3
179_788	4
980_1126	1
857_1002	1
777_1119	8
633_1120	1
613_1092	2
1219_1562	1
952_1069	1
129_245	1
749_1536	1
977_1433	1
196_375	1
202_1126	3
40_147	1
236_309	2
262_323	1
840_928	2
91_169	4
1433_1479	4
286_1081	1
411_494	2
854_1337	1
449_1120	2
1326_1394	1
461_724	1
50_682	1
273_609	1
690_1497	1
976_1126	1
952_1108	2
365_443	1
638_1123	7
1134_1519	9
1160_1409	4
1496_1550	6
818_918	1
411_451	2
536_597	3
1190_1242	1
262_307	2
477_636	1
134_216	1
802_898	1
122_186	2
216_301	2
262_1124	3
340_872	1
497_568	1
1363_1421	1
1282_1506	1
952_1064	1
486_546	1
91_142	1
1032_1211	1
262_1468	1
650_1126	4
652_823	14
262_315	1
29_485	1
1282_1371	2
451_1119	1
757_1270	1
689_1126	2
663_788	1
857_1433	1
719_1087	1
1127_1211	5
718_1146	1
1486_1550	6
813_879	1
1190_1287	1
196_243	1
68_1040	1
514_1159	1
612_1457	1
526_1581	1
649_1126	15
846_1457	1
179_759	1
1310_1378	2
91_1125	1
752_823	6
1363_1426	4
262_337	1
638_801	2
129_1081	1
1091_1146	1
700_1238	1
719_799	1
107_290	1
1112_1506	1
91_1538	10
1243_1399	2
251_1457	3
757_840	1
792_840	1
489_546	1
813_918	1
179_288	2
805_872	1
167_332	1
967_1140	1
775_1126	1
1050_1126	1
211_286	1
689_1178	1
91_804	12
55_1040	1
977_1126	1
1188_1300	2
327_456	3
201_1270	3
68_1316	5
1384_1502	1
201_294	1
562_804	5
1353_1399	2
801_872	2
635_1126	1
107_157	1
675_751	1
483_972	2
226_1224	1
1409_1506	1
638_1115	3
389_1126	1
952_1165	2
700_1040	1
286_1182	1
995_1058	1
151_227	1
1032_1087	6
194_243	1
1243_1572	1
599_1146	1
226_313	1
40_267	2
395_1404	1
840_1100	8
284_609	1
353_1117	4
790_918	1
867_988	1
258_1126	1
638_1111	2
852_1409	1
119_217	1
638_1109	10
735_872	3
750_1433	1
377_603	1
262_636	1
1217_1312	3
1044_1165	1
973_1550	1
294_443	1
802_872	2
1121_1514	4
689_1409	1
562_811	1
649_898	1
540_928	1
763_823	1
1282_1401	2
335_405	2
638_1116	3
418_497	1
198_1126	1
316_494	1
807_1002	1
1393_1457	1
66_820	1
852_1399	3
186_783	1
423_1457	5
179_1506	2
327_636	1
971_1044	1
777_872	7
495_1211	1
107_189	1
200_286	1
263_1211	1
578_640	1
1103_1235	1
542_918	4
557_1100	2
737_1433	1
514_1126	6
982_1040	1
952_1072	5
506_588	1
91_201	1
179_337	4
270_338	1
820_872	1
1022_1337	1
1243_1321	4
750_1211	1
262_378	1
212_1249	1
711_1126	1
615_1433	1
91_1081	1
75_288	1
1188_1287	2
325_814	1
209_1409	1
822_1479	1
196_431	1
1268_1457	1
952_1044	3
395_445	1
632_777	1
451_640	1
977_1321	1
1112_1293	2
638_730	1
1105_1165	1
803_1100	1
809_1347	1
1426_1492	1
100_1146	1
418_456	1
807_872	1
262_804	6
1093_1519	4
1511_1581	1
303_414	1
587_661	1
1182_1583	2
216_291	1
536_795	1
240_795	1
816_1287	1
638_1126	3
932_1186	1
100_788	1
451_527	1
524_1581	3
284_443	1
650_823	3
711_1300	1
1519_1572	3
1003_1123	1
1561_1602	1
777_1126	2
1426_1493	1
179_334	3
741_1235	1
195_333	1
777_823	7
303_456	1
1439_1514	3
777_918	6
852_1433	2
514_898	1
805_898	2
834_949	2
637_1126	2
852_1159	1
1099_1159	1
185_783	1
952_1018	1
1092_1531	1
549_1211	1
803_907	1
867_921	1
159_1126	1
307_550	1
752_1426	1
793_840	2
245_301	1
683_1514	1
245_326	1
777_1028	1
526_1126	1
1112_1173	2
226_267	1
327_594	1
749_1027	1
737_966	2
1085_1165	1
977_1199	1
835_918	1
1456_1546	1
1027_1126	2
613_823	1
1127_1195	1
1243_1364	1
1263_1519	1
434_636	1
501_546	1
633_1100	1
514_1072	2
1441_1550	1
214_375	1
451_525	1
890_1433	1
1003_1052	1
423_474	1
952_1110	2
1278_1347	1
179_1081	2
600_668	1
91_1240	2
892_1316	1
690_732	1
1056_1126	1
1426_1484	1
826_898	1
91_1378	1
240_354	1
226_285	1
286_354	1
668_1133	1
226_307	1
262_328	1
480_1126	1
91_682	1
747_1126	2
33_354	1
932_1015	6
638_759	5
777_1154	1
303_809	1
1206_1270	2
423_1040	1
1003_1173	1
680_724	2
514_1235	1
514_966	1
62_393	1
498_1002	1
1098_1146	2
1181_1581	9
354_1126	1
241_636	1
540_918	1
161_215	1
286_705	1
423_469	1
214_354	1
680_1015	1
777_1125	1
1077_1211	1
299_354	1
748_1126	1
1426_1506	2
1092_1316	1
834_1100	3
241_395	1
312_476	1
1181_1588	1
423_512	1
370_1457	1
803_1140	2
1217_1347	4
512_636	4
1310_1380	1
1353_1409	1
485_972	4
222_309	1
801_1426	1
423_613	1
1188_1595	1
514_1352	1
634_1165	3
281_354	1
150_1108	1
119_267	5
1112_1531	1
1456_1550	2
245_431	1
1008_1087	1
1323_1479	3
604_1399	2
578_751	1
650_1265	2
749_823	4
359_456	2
311_425	1
514_1337	1
747_1433	2
395_1015	1
852_1126	1
335_804	1
555_1140	1
983_1146	1
353_456	2
232_1514	1
1323_1433	1
638_809	1
834_898	2
468_721	1
952_1010	1
752_1337	1
216_282	1
332_1108	1
327_783	1
1473_1519	1
514_1249	1
973_1024	1
638_745	1
999_1126	1
514_569	1
327_417	1
747_1287	1
50_354	1
262_1497	1
652_872	2
1127_1235	1
226_311	1
1456_1519	2
700_766	1
1352_1457	1
689_1165	1
262_682	2
91_1386	3
657_1433	1
1352_1550	1
786_987	1
867_907	2
1426_1550	2
982_1058	1
303_377	1
753_1146	1
827_1126	1
211_284	1
747_1165	1
1310_1409	5
528_1126	1
658_744	1
86_160	1
1095_1399	1
453_640	1
353_640	1
741_1140	2
700_840	2
1374_1433	2
1179_1300	1
1070_1249	2
1373_1457	2
188_267	1
852_1489	1
55_1126	2
485_973	1
244_354	3
652_1426	2
459_1126	1
442_1037	1
1528_1588	2
353_400	1
510_898	1
368_456	3
624_823	2
715_966	1
226_287	1
598_1321	1
514_1058	1
1032_1249	1
629_889	1
858_1433	1
748_840	1
528_1211	1
167_245	2
791_918	1
107_252	1
276_324	1
107_267	2
819_872	1
514_1457	1
798_872	1
150_429	1
442_505	1
700_823	1
952_1304	1
1219_1396	1
1206_1316	3
179_344	1
549_1126	3
700_776	1
1310_1371	3
91_1539	1
1217_1387	1
719_810	1
890_1140	1
846_1126	1
254_309	1
952_1159	3
129_252	1
796_852	1
281_429	1
652_1105	5
241_293	1
190_354	1
107_162	1
840_960	1
119_177	2
55_354	1
495_1010	1
834_928	2
680_1506	3
179_797	1
506_568	1
442_550	1
457_550	1
129_456	1
749_1015	1
645_1126	1
788_840	2
986_1058	1
786_898	2
840_1409	1
819_940	1
233_389	1
719_898	1
662_795	1
1089_1211	2
377_425	1
840_1159	1
1160_1235	2
808_960	1
840_1211	1
700_751	2
276_407	1
44_354	1
1160_1321	3
186_245	1
152_227	1
840_1146	1
203_289	1
544_1165	1
976_1433	1
566_1058	1
91_159	1
919_1002	1
976_1514	1
700_779	2
1417_1506	1
536_1110	2
864_1002	1
932_1040	3
749_840	1
777_1015	1
411_468	1
150_1321	1
1121_1211	5
1249_1479	1
395_499	2
638_890	1
50_898	1
451_537	1
303_361	1
143_367	1
666_751	1
1154_1199	1
236_354	1
654_1108	1
68_210	1
719_1126	1
1282_1444	1
468_966	6
940_1433	3
650_1058	3
752_1105	1
1185_1237	1
262_375	1
1369_1506	1
91_165	1
915_966	1
550_918	1
916_1002	1
911_1126	2
1249_1426	2
562_619	4
420_597	1
303_1105	1
134_354	1
932_1426	1
68_409	1
262_649	1
536_924	2
352_1126	1
737_940	1
777_1130	1
551_872	1
566_640	1
1106_1159	1
262_330	1
1243_1379	1
633_820	1
1345_1409	6
655_1105	3
555_1409	1
874_966	1
74_186	1
737_898	1
449_609	1
741_1426	1
562_1506	1
718_1409	1
179_394	1
143_214	1
68_195	1
867_954	1
1105_1159	1
613_669	2
79_158	1
661_1506	1
652_804	4
1373_1550	1
1032_1159	3
179_1092	3
46_682	1
671_840	2
