5prime_site	Count
1307	3658
249	18
224	3
837	2
1139	50
1458	12
882	21
1319	23
935	213
825	17
273	1
592	11
1210	13
743	7
394	1
827	3
1077	10
1251	3
1136	9
795	4
595	1
1281	40
1564	3
699	6
805	12
243	15
1507	23
545	11
994	8
1116	47
532	5
943	3
1171	21
843	2
1154	49
1192	1
653	2
80	6
454	5
495	1
1129	21
829	2
1302	12
1054	8
960	28
491	2
1177	36
485	2
1569	1
298	13
1523	15
789	10
818	11
970	10
278	1
331	5
1108	1
579	1
429	1
492	2
1576	3
689	1
1480	7
875	3
752	3
635	12
184	4
441	17
596	1
1103	11
1206	4
352	17
193	7
1317	4
964	11
1364	5
912	11
1073	2
900	5
834	14
763	1
815	7
1411	3
631	10
373	13
280	2
1036	7
807	2
670	19
951	1
218	1
1301	3
920	11
803	1
523	10
1083	4
729	1
816	1
1245	3
398	2
1190	1
679	7
1396	1
241	11
791	1
831	2
1101	1
74	2
806	1
316	2
706	5
876	1
888	2
541	6
529	3
565	1
505	1
604	6
416	6
127	1
420	1
116	6
896	1
424	4
318	3
614	2
425	1
1574	2
447	2
1300	3
747	1
1249	3
1566	2
395	1
381	2
687	3
832	3
809	3
315	1
1378	2
95	1
953	1
323	2
776	1
764	1
880	7
272	1
767	1
161	3
658	1
720	1
786	4
204	7
1025	1
1346	1
263	1
561	1
197	1
1181	1
777	2
1496	1
411	1
833	3
838	2
207	1
1422	2
348	1
396	1
646	1
697	5
1343	7
999	2
713	6
107	10
648	1
1325	3
476	1
563	1
1427	3
1222	2
783	4
1263	6
101	3
514	1
1152	1
1230	1
860	7
1451	2
1241	1
343	2
853	1
733	3
379	1
686	3
1193	1
293	1
1157	1
131	1
1384	2
1271	1
959	1
118	1
1548	1
871	1
584	1
877	1
90	1
262	1
830	4
342	1
1295	3
168	1
952	2
1443	1
759	1
477	1
364	1
201	1
96	1
474	1
521	2
512	1
518	2
291	1
307	1
1515	1
261	1
620	1
836	1
570	1
1297	4
562	3
1445	1
1070	3
509	2
1402	4
1198	1
390	1
824	1
802	3
1303	1
1236	2
893	1
466	1
736	1
380	1
683	1
285	1
659	1
1221	1
600	1
266	3
676	1
1560	1
227	1
399	3
216	2
421	1
774	1
710	2
841	1
857	1
1088	1
784	2
762	2
393	1
1183	1
608	1
950	1
1112	1
1149	2
643	2
1519	1
692	1
823	1
740	1
588	1
568	1
990	1
403	1
1559	1
770	1
602	1
410	1
1066	2
467	1
497	1
1122	2
796	3
275	1
313	1
756	1
439	1
151	1
353	1
769	1
609	1
1355	1
1294	1
872	2
799	2
1028	1
1543	1
1278	1
133	2
1585	1
779	1
1100	1
690	1
1331	1
386	1
611	1
401	1
794	1
856	1
598	1
222	1
276	1
167	1
724	1
431	1
230	1
114	1
1571	1
414	1
854	1
793	1
725	1
392	1
772	1
320	1
1586	1
851	1
578	1
573	1
400	1
1163	2
1147	1
980	1
479	1
695	1
314	1
498	1
382	1
1296	1
704	1
490	1
1272	1
1142	1
