5prime_site	Count
9174	1
9082	2
453	1
9076	4
9001	2
9229	2
9189	1
9139	1
9170	1
4522	2
8262	1
9172	1
6948	1
9432	1
9181	6
9247	1
9275	2
9064	1
8869	1
9366	3
9200	1
9226	1
4913	270
5390	439
5960	162
8369	843
770	1
9223	1
7534	2
5976	692
5954	133
5777	128
8863	4
5980	17
5388	1
9093	4
732	1
8341	2
9069	4
8762	2
5803	3
9376	2
3988	1
872	1
9318	3
4919	15
6709	1
6447	1
2274	1
830	7
5936	15
1431	2
8475	2
4586	3
5992	6
8884	7
2558	2
860	4
8401	1
2353	2
6372	1
1176	1
4994	1
4819	2
868	1
1610	1
2971	2
8389	2
2632	2
9598	1
759	1
8053	5
9451	6
5403	1
5795	1
6015	3
9175	2
8355	1
6889	1
3146	1
7408	1
8358	1
4945	1
3932	8
9050	2
9480	1
5426	1
7456	1
9455	1
1235	1
1820	1
8345	4
8679	1
4278	1
8205	1
9511	2
5950	1
893	1
1347	1
695	2
9059	1
6192	1
4911	3
8415	3
5917	2
5873	1
7923	1
5983	2
8375	2
580	1
5949	1
4558	1
8881	1
2299	2
1515	1
801	1
9238	1
1256	1
9073	1
8682	1
4922	1
8254	1
5988	1
4808	1
7791	1
821	1
5409	1
5925	1
4891	1
6098	2
6425	1
2395	1
6474	2
4598	1
2157	1
8554	1
2126	1
7988	1
4075	1
1126	2
6029	1
1148	1
6194	1
1094	1
8379	1
847	1
3401	4
796	1
9347	3
2818	1
944	1
816	1
7506	1
5951	1
5348	1
4159	3
6209	1
1255	1
1145	1
1581	1
4574	2
8203	1
2345	2
4405	5
1925	2
1682	2
2070	1
4567	1
3457	1
2007	1
979	2
953	1
963	1
2140	1
4369	2
9615	1
971	1
1157	1
3980	1
1136	1
5330	1
1532	1
1103	1
1109	2
3470	2
4393	1
1329	2
1198	1
1310	1
4576	1
1471	1
1544	1
1565	1
1379	1
3664	1
1927	1
3760	1
1660	1
2212	1
1874	4
1914	1
1868	5
1817	1
1783	1
2668	1
9054	1
1775	1
1872	2
7219	1
6080	2
1990	1
4546	2
1853	1
1886	1
2218	2
2016	1
1975	1
1771	1
3367	1
3748	1
1871	1
2783	1
2474	1
3847	1
3118	1
2427	1
3220	1
3427	1
3283	1
2617	1
2656	1
3893	2
2866	1
4812	1
3324	1
2942	1
7680	3
5028	1
6646	1
3302	1
10701	1
3635	1
4362	1
3975	1
5725	1
3529	1
3831	1
3916	1
4246	1
4489	1
4641	1
4623	1
5333	1
4081	1
6180	1
6720	1
4042	1
4814	2
7490	1
4684	2
5219	1
4984	1
4606	1
4472	1
6373	2
5492	2
4659	1
4670	1
4930	1
5468	2
4753	1
4956	1
6492	1
5840	1
8171	1
8255	1
8029	2
7319	1
8001	1
5717	1
10889	1
6176	2
5489	1
5709	1
5552	1
5810	1
6134	3
6019	2
6101	1
6594	1
6106	1
6518	1
6137	1
6143	2
5855	1
8129	1
6313	1
6021	1
6056	2
6887	1
7715	1
6150	1
6027	1
6236	1
6658	2
8046	3
6861	3
7459	1
8616	1
6934	1
6890	1
6768	1
8813	3
7840	2
6882	1
7380	1
8988	1
7071	2
6897	1
9037	2
6652	1
8157	1
8500	1
8197	1
8668	1
8995	2
8032	3
7367	1
8446	2
7123	1
8113	1
9293	1
7874	1
8142	2
8630	1
8565	1
7145	1
9402	2
9006	1
7871	1
9528	1
7749	1
8982	1
9272	1
8078	1
8930	1
8745	1
8515	1
8843	1
9160	1
9030	1
9010	1
9423	1
8968	1
9188	1
9536	1
9545	1
14203	1
9132	1
9390	1
9453	1
9494	1
