3prime_site	Count
98	1
71	1
334	2
628	2
476	2
153	1
113	1
210	1
482	1
148	1
572	3
555	3
7139	1
308	1
368	1
552	3
408	1
396	4
421	1
743	1441
4962	159
5463	234
6044	823
435	2
399	1
446	1
8797	2
740	6
5703	1
1084	1
583	1
5058	9
747	55
6048	20
793	3
634	5
5726	1
734	1
9038	1
2080	1
9248	1
5533	1
775	2
5602	1
2159	1
727	1
5437	1
1170	1
8423	3
4490	4
4973	1
8831	3
823	1
708	1
807	6
7327	1
1120	4
6321	1
687	1
4668	1
1510	1
2870	1
2256	1
8655	1
665	2
7233	1
9388	6
5934	2
8808	2
6096	1
1108	1
1102	6
6051	3
5648	1
8993	1
9411	1
725	1
7391	1
6112	1
978	1
1725	2
1098	1
8474	1
8624	1
681	1
3924	1
7100	1
9442	1
1276	1
617	2
8981	2
6125	1
8361	1
557	1
729	1
7828	1
705	4
501	1
8707	4
891	3
1350	2
9136	1
2237	1
652	1
7491	1
5838	2
8557	2
8580	1
8195	1
7675	2
587	1
1223	1
6380	1
924	1
6412	3
2011	2
5696	1
2065	1
7921	1
3868	1
524	1
880	2
516	1
1191	1
520	1
527	1
765	1
750	1
9208	2
2355	1
7406	1
723	1
909	3
5893	2
1186	1
1268	1
1104	1
1858	1
827	1
1748	1
4337	1
1783	1
988	1
1290	2
1961	1
860	1
897	1
900	1
1092	1
1388	2
883	1
1050	1
3897	1
1043	1
2121	1
1405	1
1862	1
1815	2
1038	3
1879	1
3374	2
4278	2
1280	1
1254	1
1859	1
1260	1
1097	1
1234	1
1359	1
3607	2
1248	1
3710	1
1440	1
1309	1
2149	1
1329	1
1338	1
1365	3
1336	1
2035	1
1352	1
1954	1
1616	1
1489	1
1458	1
1459	1
1465	1
2368	1
5938	1
1777	1
1909	1
2576	2
1539	1
1698	2
1572	1
1576	1
2152	1
1631	1
1872	1
1918	1
3689	1
2123	1
2609	1
2248	1
2864	1
1914	1
2540	1
2651	1
2379	1
2572	1
3181	1
2879	1
2533	1
2570	1
2596	1
3662	1
2613	1
3992	1
3815	1
3145	1
2838	1
4954	1
3269	1
2909	1
3751	1
3033	1
3484	1
3088	1
4299	1
3351	1
3920	1
4158	1
4676	1
3425	1
3308	1
3572	1
4322	2
3642	1
4556	2
3562	1
4442	1
3978	1
5232	1
4025	1
3944	1
4716	1
7418	1
4052	1
4377	1
4565	2
5112	1
4603	1
4857	2
4536	1
4303	1
4347	1
4422	1
4431	1
6246	1
5331	1
4599	1
4754	2
4648	1
4664	1
5782	1
7259	1
5395	1
7567	1
4933	1
5076	1
5172	2
5590	1
8982	1
6120	2
6084	2
5392	1
5661	1
8312	1
5477	1
5565	1
5695	1
5827	1
6013	2
5915	2
6057	1
6333	1
6033	1
6177	1
5966	2
6025	1
5806	1
5693	1
6192	1
6901	1
5953	1
5845	2
5800	1
5789	1
7655	1
5804	1
5954	1
9005	2
6226	1
9287	1
7699	4
6783	2
7381	1
8239	1
6298	1
6421	1
6363	1
6405	1
8759	1
7750	2
6763	1
7305	1
8894	2
6536	1
6896	1
6469	1
8882	2
7261	1
6473	1
6598	1
7767	1
6849	1
7271	1
8601	1
7252	1
7858	1
8094	1
6866	1
8677	1
8919	2
7706	1
6991	1
7205	1
7293	1
8548	1
8290	1
6903	1
8057	1
6889	1
7923	1
8694	1
7278	1
7069	1
8248	1
9312	1
7776	1
7562	1
9461	1
8811	1
8391	1
7954	1
9171	1
8014	1
8611	2
7960	1
8590	1
8335	1
9158	1
8053	1
8632	1
9294	1
8934	2
8616	1
8556	1
9036	1
9242	1
9435	1
9439	1
9121	1
9588	1
9052	1
9251	1
9221	1
9350	1
