barcode	Count
49_98_9174_9621	1
50_71_9082_9199	1
100_334_453_628_9076_9487	1
100_476_9001_9510	1
105_153_9229_9622	1
108_113_9189_9621	1
112_210_9139_9621	1
120_482_9170_9622	1
143_148_4522_9626	1
147_572_8262_9616	1
170_476_9172_9622	1
221_555_6948_7139_9432_9576	1
296_308_9181_9495	1
302_334_9247_9471	1
351_555_9275_9531	1
363_368_9181_9612	1
384_552_9064_9621	1
384_408_9181_9593	1
384_396_8869_9590	1
384_396_9181_9621	1
388_421_9366_9621	1
389_396_9200_9450	1
390_396_9226_9622	1
459_743_4913_4962_5390_5463_5960_6044_8369_9621	7
390_435_9366_9591	2
392_555_770_798	1
392_399_9181_9600	1
401_446_9223_9575	1
402_552_7534_9622	1
454_743_5976_6171	215
454_743_5976_6044_8369_9622	248
454_743_5954_6044_8369_9622	89
457_743_4913_4962_5390_5463_5777_6044_8369_9622	6
454_743_4913_6171	103
452_743_5390_5463_5954_6044_8369_8797_8863_9622	1
454_743_5390_6171	169
459_743_5980_6171	8
452_740_5388_5703_9093_9621	1
454_743_5390_5463_5954_6044_8369_9621	13
454_743_5960_6044_8369_9622	83
452_1084_5976_6044_8369_9622	1
459_743_4913_4962_5976_6044_8369_9621	33
453_583_732_1864	1
453_743_4913_5058_5390_5463_5777_6044_8369_9622	3
454_747_5960_6153	4
453_743_5390_5463_5777_6171	2
454_743_5976_6048_8369_9622	9
454_743_4913_6044_8369_9622	7
454_743_5390_5463_5976_6048_8369_9605	2
454_743_4913_4962_5390_5463_5976_6142	3
454_793_8341_9606	1
454_743_4913_4962_5390_6140	11
454_743_5390_5463_5777_6044_8369_9622	8
454_743_5777_6153	15
454_743_5390_5463_5960_6044_8369_9622	25
454_747_5960_6044_8369_9622	10
454_634_9069_9622	2
454_634_8762_9703	1
454_743_4913_5726_5803_6175	1
454_734_5960_6044_8369_9621	1
454_743_5777_6044_8369_9038_9376_9619	1
454_743_4913_4962_5777_6048_8369_9606	1
454_743_4913_4962_5390_5463_5954_6044_8369_9610	9
454_743_5390_5463_5976_6044_8369_9622	85
454_2080_3988_4684	1
459_743_5390_5463_5976_6171	27
454_793_8369_9610	1
454_743_5960_9622	13
454_747_5976_6044_8369_9622	4
454_743_5777_6044_8369_9621	41
454_740_872_1114	1
454_743_5777_6044_8369_9248_9318_9612	1
454_747_5954_6044_8369_9600	1
454_743_5390_5533_5777_6659	1
454_743_8369_9622	8
454_743_4913_4962_5960_6044_8369_9622	4
454_747_4919_5058_5390_5463_5777_6044_8369_9620	1
454_743_5954_6175	9
454_743_5390_6044_8369_9622	10
454_743_4913_4962_5777_6044_8369_9621	29
454_743_4913_4962_5390_5463_5976_6044_8369_9621	13
454_775_6709_6731	1
454_743_4913_5602_5803_6165	1
454_628_6447_6670	1
454_2159_2274_3471	1
454_747_830_1815	5
454_743_4913_4962_5976_6159	7
454_727_830_1111	1
454_743_5390_5463_5960_9622	4
454_743_4913_4962_5960_6171	2
454_743_5390_5437_5960_6167	1
454_743_5936_6044_8369_9622	10
454_1170_1431_1527	1
454_743_5976_6044_8369_8423_8475_9585	1
454_743_4913_4962_5936_6083	1
454_4490_4586_4686	1
454_747_4913_4962_5777_6044_8369_9608	1
454_743_4913_4973_5992_6044_8369_9612	1
454_743_5936_6641	1
454_743_5954_6044_8369_8831_8884_9479	1
454_747_5976_6653	4
454_743_4913_4962_5390_5463_5960_6282	2
454_823_2558_2676	1
454_708_5803_6044_8369_9605	1
454_807_860_1129	2
454_743_5777_7327_8401_9602	1
454_1120_2353_2385	2
454_743_5976_6321_6372_9622	1
454_743_4919_4962_5390_5463_5777_6044_8369_9569	1
454_687_1176_1558	1
459_743_4913_4962_5777_6153	5
454_743_4994_6651	1
454_743_4913_4962_5390_6044_8369_9621	2
454_4668_4819_4856	1
454_793_868_1980	1
454_1510_1610_3910	1
454_2870_2971_3516	1
454_743_5390_5463_5954_6044_8389_9606	1
459_743_5980_6044_8369_9621	6
454_2256_2632_4877	1
454_743_5976_6044_8369_8655_9598_9622	1
454_747_5980_6769	1
454_743_4919_5020	2
454_743_5954_6048_8369_9622	1
454_665_759_835	1
454_747_5992_6138	1
454_807_5960_6048_8369_8902	1
454_743_5390_5463_5976_7233_8053_9566	1
454_743_5954_6044_8369_9388_9451_9621	1
454_743_4913_4962_5403_5463_5976_6044_8369_9622	1
454_747_5795_9621	1
454_743_4913_4962_5777_5934_6015_6044_8369_9622	1
454_743_5390_8808_9175_9620	1
455_807_5960_6044_8369_9602	1
455_775_8355_9610	1
455_747_5777_6044_8369_9613	2
456_743_4913_6096_6889_6904	1
456_747_4919_6171	3
456_747_4919_5058_5777_6044_8369_9622	1
456_634_9076_9612	1
456_1108_3146_3156	1
456_743_7408_9546	1
456_743_5390_5463_5777_6048_8369_9500	1
456_743_5390_5463_5976_6044_8358_9527	1
456_743_4945_9627	1
457_1102_3932_3943	6
457_743_5390_5463_5777_6051_8369_9621	1
457_743_5976_6044_8369_8831_8884_9622	1
457_743_4913_5648_9376_9621	1
457_743_5976_8993_9050_9593	1
457_743_5390_5463_5976_6044_8369_9411_9480_9626	1
458_725_5426_6066	1
458_743_5976_7391_7456_9622	1
458_743_5976_6112_9455_9622	1
458_747_4919_4962_5976_6044_8369_9621	1
458_978_1235_2594	1
458_1725_1820_4699	1
459_743_5976_6044_8345_9585	2
459_747_5390_5463_5954_6048_8369_9621	1
459_743_4913_4962_5976_6044_9082_9494	1
459_1098_3932_3943	1
459_743_5976_6044_8369_8474_8884_9595	1
459_743_5976_6044_8369_8624_8679_9622	1
459_747_4913_6649	3
459_681_4913_4962_5390_5463_5976_6044_8369_9487	1
459_3924_4278_4725	1
459_743_5976_7100_8205_9622	1
459_743_5976_6044_8369_9442_9511_9621	1
459_743_5390_5463_5936_6044_8369_9622	1
459_743_4913_5058_5777_6044_8369_9622	2
459_743_5950_6044_8369_9504	1
459_807_893_1129	1
459_743_5976_6051_8369_9497	1
459_1276_1347_1605	1
459_617_695_1125	1
459_743_5976_6044_8369_8981_9059_9622	1
459_743_5390_6125_6192_6652	1
459_743_4913_4962_5954_6044_8369_9622	3
459_743_5976_6048_8389_9622	1
459_740_4911_6135	3
459_743_5960_8361_8415_9621	1
459_743_5917_6649	1
459_557_5873_6044_8369_9619	1
459_729_5390_6653	1
459_743_5976_7828_7923_9621	1
459_743_5983_6044_8369_9618	1
459_705_8375_9622	1
459_743_4919_4962_5976_6044_8369_9622	1
459_747_4913_4962_5976_6044_8369_9626	2
459_501_580_740_5949_6651	1
459_743_5954_6044_8345_9622	1
459_4490_4558_4778	1
459_743_5976_6044_8369_8707_8881_9592	1
459_743_4919_4962_5390_5463_5976_6044_8369_9615	1
459_891_2299_4120	2
459_743_5390_5463_8369_9623	1
460_743_5980_6044_8345_9440	1
460_1350_1515_4709	1
460_743_801_1090	1
460_743_4919_4962_5390_5463_5976_9627	1
460_743_5777_6044_8369_9136_9238_9621	1
460_743_5390_5463_5976_6044_8341_9622	1
461_2237_5960_6165	1
461_652_9093_9495	1
461_1120_1256_2062	1
461_743_5390_5463_5954_6205	1
461_743_5390_7491_7534_9456	1
463_572_9073_9608	1
463_743_5777_5838_5917_6171	1
465_743_5976_6044_8369_8557_9069_9623	1
466_743_5954_6044_8369_8580_8682_9622	1
468_743_4922_5058_5777_6044_8369_9566	1
469_743_5976_8195_8254_9621	1
471_747_4919_4962_5390_5463_5976_6044_8369_9614	1
472_743_5390_5463_5960_6048_8369_9622	1
472_747_5988_6169	1
475_807_4808_6171	1
476_743_5936_7675_7791_9621	1
479_572_695_1019	1
480_705_821_1905	1
483_747_4919_4962_5390_6658	1
483_743_5390_5463_5992_6044_8369_9622	1
485_743_4913_4962_5390_5463_5992_6044_8369_9622	1
486_705_5409_6728	1
486_587_5925_9605	1
487_1223_4891_6171	1
487_743_5976_6048_6098_6875	1
489_747_5992_6044_8369_9610	1
490_743_5390_6380_6425_6644	1
499_924_2395_4686	1
499_743_5976_6412_6474_9600	1
503_4490_4598_4638	1
505_2011_2157_4675	1
505_743_5390_5696_8554_9622	1
505_2065_2126_4725	1
505_743_5390_7921_7988_9622	1
506_3868_4075_4776	1
507_552_830_1203	1
508_747_5983_6044_8369_9626	1
509_634_5390_9474	1
511_524_860_880_1126_1851	1
511_743_6029_6875	1
511_516_1148_1850	1
512_1191_9511_9708	1
514_520_6194_6875	1
520_527_1094_1865	1
521_747_5976_6044_8379_9326	1
522_765_847_1130	1
523_750_3401_4686	1
530_705_796_1860	1
536_743_5960_6044_8369_9208_9347_9614	1
544_2355_2818_4635	1
558_617_8415_9618	1
579_743_944_1859	1
588_747_816_1864	1
594_743_5390_7406_7506_9622	1
599_723_5390_6175	1
600_665_860_1864	1
602_743_9050_9622	1
672_747_4919_4962_5976_6875	1
677_743_4913_4962_5951_6044_8369_9431	1
694_747_5348_5463_5976_6171	1
703_909_4159_4877	1
703_743_5390_5893_6209_9622	1
715_1186_1255_4119	1
735_743_1145_1796	1
735_743_1126_1851	1
760_1268_1581_1758	1
794_1104_3932_3944	1
797_1858_4574_4595	1
822_827_8203_9555	1
836_1748_2345_2567	1
839_4337_4405_4776	1
839_1783_1925_2900	1
850_988_2558_2634	1
850_1290_1682_1732	1
850_2011_2070_4638	1
850_891_4567_4709	1
850_909_3457_3591	1
851_1961_2007_2387	1
852_880_979_1855	1
852_860_953_1864	1
854_897_963_1112	1
860_900_2140_2669	1
860_1092_4369_4877	1
861_1388_9615_9708	1
865_909_971_1119	1
871_883_979_1864	1
955_1050_1157_1843	1
955_3897_3980_4676	1
955_1043_1136_1860	1
957_2121_5330_6140	1
958_1405_1532_1864	1
961_1862_4574_4592	1
961_1815_2345_2360	1
963_1038_1103_1860	1
964_1038_1109_1467	2
972_1879_9093_9609	1
972_3374_3470_4686	1
973_4278_4393_4684	1
973_1280_1329_1861	1
973_1120_1198_4143	1
981_1254_1310_1808	1
983_1859_4576_4589	1
1040_1388_1471_1864	1
1041_1260_1544_1864	1
1092_1097_1565_3131	1
1127_1234_1329_1657	1
1175_1290_1379_4704	1
1187_1359_1431_3607_3664_4683	1
1226_1248_1927_4686	1
1226_3710_3760_4663	1
1297_1440_1660_2681	1
1304_1309_3401_6137	1
1322_2149_2212_4681	1
1324_1329_1874_2676	1
1324_1338_1874_4692	1
1325_1365_1914_4652	1
1328_1365_1868_2644	2
