AF324493.2	48	9622	403eb0ad-910e-444d-ac33-7d153af991f9	60	+	48	9622	255,0,0	2	50,449	0,9125	98_9174	1
AF324493.2	49	9200	095cbe5b-aa16-4cf8-8814-2d8bbb12a7ff	19	-	49	9200	255,0,0	2	22,119	0,9032	71_9082	1
AF324493.2	99	9488	89983f5c-a37c-40c6-bb0a-40a996d91d13	26	+	99	9488	255,0,0	3	235,176,413	0,353,8976	334_453_628_9076	1
AF324493.2	99	9511	4e0b5336-7c13-460c-9665-953e83ff9a0a	60	-	99	9511	255,0,0	2	377,511	0,8901	476_9001	1
AF324493.2	104	9623	41c275bd-9987-45e7-896f-a329604d2dd4	60	+	104	9623	255,0,0	2	49,395	0,9124	153_9229	1
AF324493.2	107	9622	382bc4e9-c189-405d-a272-d401e32bf496	60	-	107	9622	255,0,0	2	6,434	0,9081	113_9189	1
AF324493.2	111	9622	8d0174bb-583b-4e14-9d38-304ed1083b66	60	-	111	9622	255,0,0	2	99,484	0,9027	210_9139	1
AF324493.2	119	9623	1570ae72-3b46-445d-9b04-ed88bb0b33ed	43	-	119	9623	255,0,0	2	363,454	0,9050	482_9170	1
AF324493.2	142	9627	0ac822d8-59cf-48a7-818e-09dee15fbc52	60	-	142	9627	255,0,0	2	6,5106	0,4379	148_4522	1
AF324493.2	146	9617	33f9b9e2-cab6-4773-944c-c1f46dcd965d	60	+	146	9617	255,0,0	2	426,1356	0,8115	572_8262	1
AF324493.2	169	9623	2a026f08-97aa-4506-a12e-69bcdf351c30	60	-	169	9623	255,0,0	2	307,452	0,9002	476_9172	1
AF324493.2	220	9577	835c2ada-a332-4dc1-bd7b-8c87c03f5f1a	60	+	220	9577	255,0,0	3	335,192,146	0,6727,9211	555_6948_7139_9432	1
AF324493.2	295	9496	fee49c06-efc6-4268-a909-4bd889b6af45	49	-	295	9496	255,0,0	2	13,316	0,8885	308_9181	1
AF324493.2	301	9472	2cd42a87-b27a-431e-883d-1e16f3738312	30	+	301	9472	255,0,0	2	33,226	0,8945	334_9247	1
AF324493.2	350	9532	8efa4459-b66e-44c1-a8f4-ffc678076b1d	60	+	350	9532	255,0,0	2	205,258	0,8924	555_9275	1
AF324493.2	362	9613	938c5db2-9a54-4526-8595-8665881365e4	26	+	362	9613	255,0,0	2	6,433	0,8818	368_9181	1
AF324493.2	383	9622	4ca405c5-d9b3-42a6-a0e6-fc6d785d2d3d	60	+	383	9622	255,0,0	2	169,559	0,8680	552_9064	1
AF324493.2	383	9594	8a53f2b7-ff10-49b6-9c9b-da30a190d729	60	+	383	9594	255,0,0	2	25,414	0,8797	408_9181	1
AF324493.2	383	9591	a7a4894f-0815-42b5-aab9-229cde82fd18	60	-	383	9591	255,0,0	2	13,723	0,8485	396_8869	1
AF324493.2	383	9622	edf589f2-7b76-4504-a67f-ba2ce6e2a234	60	-	383	9622	255,0,0	2	13,442	0,8797	396_9181	1
AF324493.2	387	9622	fb5a6602-0429-47fa-b04d-c43e0f7fa782	60	-	387	9622	255,0,0	2	34,257	0,8978	421_9366	1
AF324493.2	388	9451	080d4b51-1e9e-4324-bcda-59bfde7463ab	48	+	388	9451	255,0,0	2	8,252	0,8811	396_9200	1
AF324493.2	389	9623	55df2c4e-1831-4028-8d58-fe285eb48342	47	-	389	9623	255,0,0	2	7,398	0,8836	396_9226	1
AF324493.2	389	9623	6636d3d6-ef5b-4e47-8fc6-b4ffc5af1ccf	60	-	389	9623	255,0,0	5	354,50,74,85,1255	0,4523,5000,5570,7979	743_4913_4962_5390_5463_5960_6044_8369	7
AF324493.2	389	9592	e1713752-5412-4f64-9262-e69d5cbfb0ec	26	-	389	9592	255,0,0	2	46,227	0,8976	435_9366	2
AF324493.2	391	799	6e98e66a-3997-4791-b034-c6761835f547	48	+	391	799	255,0,0	2	164,30	0,378	555_770	1
AF324493.2	391	9601	88d46642-4421-45ae-a32a-e6d268c81098	60	-	391	9601	255,0,0	2	8,421	0,8789	399_9181	1
AF324493.2	392	9623	84f1fa4a-bf04-4265-9623-3fd293d50cdb	20	+	392	9623	255,0,0	2	43,258	0,8973	435_9366	2
AF324493.2	400	9576	1a0b87d7-5fac-448c-893e-3fe09cadb45f	60	-	400	9576	255,0,0	2	46,354	0,8822	446_9223	1
AF324493.2	401	9623	2f502fda-57c1-4df3-9e4c-c7cb38dfc569	60	-	401	9623	255,0,0	2	151,2090	0,7132	552_7534	1
AF324493.2	434	6172	933f4d5e-6f47-4988-b6c9-11ab7b6f56ea	60	-	434	6172	255,0,0	2	309,197	0,5541	743_5976	215
AF324493.2	434	9536	dbf27552-2991-4b9f-94b1-cb9f3d1d5ee2	60	-	434	9536	255,0,0	3	309,69,1168	0,5541,7934	743_5976_6044_8369	248
AF324493.2	442	6652	28953a87-3736-4d5e-90e7-cc5558907f3f	60	+	442	6652	255,0,0	2	301,677	0,5533	743_5976	215
AF324493.2	442	9623	6eadab3f-3d2a-4616-911d-db14c11f9d2c	60	+	442	9623	255,0,0	3	301,91,1255	0,5511,7926	743_5954_6044_8369	89
AF324493.2	449	8662	36621002-e311-489a-9e0d-834221d7a159	60	-	449	8662	255,0,0	5	294,50,74,268,294	0,4463,4940,5327,7919	743_4913_4962_5390_5463_5777_6044_8369	6
AF324493.2	449	9470	819568b2-7935-4433-a5e9-760a8c8f6e5c	60	-	449	9470	255,0,0	2	294,3495	0,5526	743_5976	215
AF324493.2	451	9622	03ee64cb-403e-42bd-9c6c-e545d1ee8c2a	60	-	451	9622	255,0,0	3	292,69,1254	0,5524,7917	743_5976_6044_8369	248
AF324493.2	451	6146	154c3bf7-911f-4100-98f2-a11e540fd687	60	-	451	6146	255,0,0	2	292,1234	0,4461	743_4913	103
AF324493.2	451	9623	1de34c12-4168-481e-8888-d8ee73ef2e08	60	-	451	9623	255,0,0	5	292,74,91,429,761	0,4938,5502,7917,8411	743_5390_5463_5954_6044_8369_8797_8863	1
AF324493.2	451	6172	28d9a044-9f8c-4d16-a4c2-0ab330e2ff2d	60	-	451	6172	255,0,0	2	292,783	0,4938	743_5390	169
AF324493.2	451	6642	2c57adf0-6016-48a8-9bae-2bb5e7497b92	60	-	451	6642	255,0,0	2	292,663	0,5528	743_5980	8
AF324493.2	451	6154	4ba9ee7e-24f7-46cc-9ac0-11d4ad5a9665	60	-	451	6154	255,0,0	2	292,765	0,4938	743_5390	169
AF324493.2	451	9630	4dfb9fce-864f-47b6-bf49-55f4576987bb	60	-	451	9630	255,0,0	3	292,69,1262	0,5524,7917	743_5976_6044_8369	248
AF324493.2	451	6154	6a5cd523-616f-4134-bf61-d3d1cdbf679c	60	-	451	6154	255,0,0	2	292,1242	0,4461	743_4913	103
AF324493.2	451	6172	80f170ec-c23a-48e0-9d4c-42166cd1c788	60	-	451	6172	255,0,0	2	292,197	0,5524	743_5976	215
AF324493.2	451	6140	87a17e33-ff6c-44d6-83a0-15466f827768	60	-	451	6140	255,0,0	2	292,165	0,5524	743_5976	215
AF324493.2	451	6172	8ca2d01e-1802-434c-b3c1-5317f00bc47f	60	-	451	6172	255,0,0	2	292,1260	0,4461	743_4913	103
AF324493.2	451	6648	8d138629-0419-465f-b854-261a9a83419e	60	-	451	6648	255,0,0	2	292,673	0,5524	743_5976	215
AF324493.2	451	9622	8e3c3d78-b6bd-4aff-94b7-e1b46aff2c00	60	-	451	9622	255,0,0	3	289,316,530	0,4936,8641	740_5388_5703_9093	1
AF324493.2	451	6171	915b5a5a-1013-460a-84fc-1a8c98a2c911	60	-	451	6171	255,0,0	2	292,1259	0,4461	743_4913	103
AF324493.2	451	9460	93d064cc-9acc-4959-9eb2-8ea744932e77	60	-	451	9460	255,0,0	4	292,74,91,1092	0,4938,5502,7917	743_5390_5463_5954_6044_8369	13
AF324493.2	451	9623	9c0db855-059b-4808-b75f-0b83cdc395f7	60	-	451	9623	255,0,0	3	292,85,1255	0,5508,7917	743_5960_6044_8369	83
AF324493.2	451	9623	b778302f-9beb-492f-ae3b-d17fe50b9b08	60	-	451	9623	255,0,0	3	633,69,1255	0,5524,7917	1084_5976_6044_8369	1
AF324493.2	451	6656	b9b210b8-09ca-42c3-9e60-33ab81f308a9	60	-	451	6656	255,0,0	2	292,681	0,5524	743_5976	215
AF324493.2	451	6172	c63bcc18-0619-481d-b9cb-a97d84bf9827	60	-	451	6172	255,0,0	2	292,783	0,4938	743_5390	169
AF324493.2	451	5191	cbf45785-e06b-4f81-bd4f-a18f707e0198	60	-	451	5191	255,0,0	2	292,279	0,4461	743_4913	103
AF324493.2	451	9623	d426b531-15f1-4125-83da-bfe8abb802bb	60	-	451	9623	255,0,0	4	292,50,69,1255	0,4461,5524,7917	743_4913_4962_5976_6044_8369	33
AF324493.2	451	9623	d942053e-ad2a-4d0b-9892-67588d0476f2	60	-	451	9623	255,0,0	2	292,3648	0,5524	743_5976	215
AF324493.2	451	9615	dafb32b2-c26c-4ad7-9aaf-579a51724053	60	-	451	9615	255,0,0	3	292,69,1247	0,5524,7917	743_5976_6044_8369	248
AF324493.2	451	9628	e43695b9-cda0-4cbc-8f58-4f43f8158484	60	-	451	9628	255,0,0	3	292,69,1260	0,5524,7917	743_5976_6044_8369	248
AF324493.2	452	9623	37f24ad9-9da7-45b8-8efa-bb8842cd8595	60	+	452	9623	255,0,0	3	291,69,1255	0,5523,7916	743_5976_6044_8369	248
AF324493.2	452	1865	87f42e63-bd17-4b71-829a-33404166097e	60	+	452	1865	255,0,0	2	131,1134	0,279	583_732	1
AF324493.2	452	9601	9a72a470-cd91-4d10-944a-56819ea75c82	60	+	452	9601	255,0,0	5	291,146,74,268,1233	0,4460,4937,5324,7916	743_4913_5058_5390_5463_5777_6044_8369	3
AF324493.2	452	6145	ca8899e3-fe5c-4c44-bf3c-e6090556af16	60	+	452	6145	255,0,0	2	295,186	0,5507	747_5960	4
AF324493.2	452	9627	34da3bc1-2913-43fd-9b00-1a763333fffb	60	-	452	9627	255,0,0	3	291,91,1259	0,5501,7916	743_5954_6044_8369	89
AF324493.2	452	9623	5cc6ce24-55d7-48ff-a936-918d477bff4f	60	-	452	9623	255,0,0	2	291,3648	0,5523	743_5976	215
AF324493.2	452	9612	7711f9c3-c92d-4dff-94ba-bedc83f8a254	60	-	452	9612	255,0,0	3	291,69,1244	0,5523,7916	743_5976_6044_8369	248
AF324493.2	452	6172	afdeb9f6-4da1-4385-ac2c-fb3caf5de53b	60	-	452	6172	255,0,0	3	291,74,396	0,4937,5324	743_5390_5463_5777	2
AF324493.2	453	9613	006546da-2f10-4106-b3fe-828c23a9564f	60	+	453	9613	255,0,0	3	290,73,1245	0,5522,7915	743_5976_6048_8369	9
AF324493.2	453	9608	00a3997f-f177-465a-b2c5-329a75edae8e	60	+	453	9608	255,0,0	3	290,1132,1240	0,4459,7915	743_4913_6044_8369	7
AF324493.2	453	9457	00ce2659-bb3a-49b9-aad1-df41a21e80e2	60	+	453	9457	255,0,0	3	290,85,1089	0,5506,7915	743_5960_6044_8369	83
AF324493.2	453	6647	01636317-98a8-4987-b63f-abbf77f2fcc6	60	+	453	6647	255,0,0	2	290,672	0,5522	743_5976	215
AF324493.2	453	9623	01e66b0a-e0ac-4154-86d0-3a88a08f4da7	60	+	453	9623	255,0,0	3	290,69,1255	0,5522,7915	743_5976_6044_8369	248
AF324493.2	453	6156	0213c0a7-7e6a-4b3c-8862-390a5ddbf10a	60	+	453	6156	255,0,0	2	290,767	0,4936	743_5390	169
AF324493.2	453	6117	03b3d154-dcf1-4f8d-bfc3-63d812ccd0a8	60	+	453	6117	255,0,0	2	290,728	0,4936	743_5390	169
AF324493.2	453	6154	03ec6947-11dd-4c8a-a96a-fb6b3e74ff5e	60	+	453	6154	255,0,0	2	290,1242	0,4459	743_4913	103
AF324493.2	453	9606	0453c10c-0042-4837-8e8a-d3bcea0587e3	60	+	453	9606	255,0,0	4	290,74,73,1238	0,4936,5522,7915	743_5390_5463_5976_6048_8369	2
AF324493.2	453	9501	058623dc-9a65-44a6-b3c9-a8c79c3e5f4c	60	+	453	9501	255,0,0	3	290,69,1133	0,5522,7915	743_5976_6044_8369	248
AF324493.2	453	6143	0616ae19-6d5b-43d5-9e36-5b2fc1f53116	60	+	453	6143	255,0,0	4	290,50,74,168	0,4459,4936,5522	743_4913_4962_5390_5463_5976	3
AF324493.2	453	9622	06c85fc1-fc1a-4409-b986-b45012e1113b	60	+	453	9622	255,0,0	3	290,85,1254	0,5506,7915	743_5960_6044_8369	83
AF324493.2	453	9607	0798a37c-008c-45f1-893f-719a115cd539	60	+	453	9607	255,0,0	2	340,1267	0,7887	793_8341	1
AF324493.2	453	6162	07c0fc8f-7fc1-4ad9-af9b-79babdd446ab	60	+	453	6162	255,0,0	2	290,187	0,5522	743_5976	215
AF324493.2	453	6156	09015ed4-d458-4dd8-8132-9813ae32b9d9	60	+	453	6156	255,0,0	3	290,50,767	0,4459,4936	743_4913_4962_5390	11
AF324493.2	453	9623	09666ab9-e980-4984-ab61-136986702f5b	60	+	453	9623	255,0,0	4	290,74,268,1255	0,4936,5323,7915	743_5390_5463_5777_6044_8369	8
