junction	Count
98_9174	1
71_9082	1
334_453	1
628_9076	1
476_9001	1
153_9229	1
113_9189	1
210_9139	1
482_9170	1
148_4522	1
572_8262	1
476_9172	1
555_6948	1
7139_9432	1
308_9181	1
334_9247	1
555_9275	1
368_9181	1
552_9064	1
408_9181	1
396_8869	1
396_9181	1
421_9366	1
396_9200	1
396_9226	1
743_4913	263
4962_5390	63
5463_5960	39
6044_8369	814
435_9366	2
555_770	1
399_9181	1
446_9223	1
552_7534	1
743_5976	494
743_5954	103
5463_5777	23
743_5390	368
5463_5954	26
8797_8863	1
743_5980	15
740_5388	1
5703_9093	1
743_5960	98
1084_5976	1
4962_5976	47
583_732	1
5058_5390	4
747_5960	14
6048_8369	17
5463_5976	141
793_8341	1
743_5777	61
634_9069	2
634_8762	1
5726_5803	1
734_5960	1
9038_9376	1
4962_5777	37
2080_3988	1
793_8369	1
747_5976	9
740_872	1
9248_9318	1
747_5954	1
5533_5777	1
743_8369	8
4962_5960	6
747_4919	9
775_6709	1
5602_5803	1
628_6447	1
2159_2274	1
747_830	5
727_830	1
5437_5960	1
743_5936	12
1170_1431	1
8423_8475	2
4962_5936	1
4490_4586	1
747_4913	6
4973_5992	1
8831_8884	2
823_2558	1
708_5803	1
807_860	2
7327_8401	1
1120_2353	2
6321_6372	1
743_4919	6
687_1176	1
743_4994	1
4668_4819	1
793_868	1
1510_1610	1
2870_2971	1
6044_8389	1
2256_2632	1
8655_9598	1
747_5980	1
665_759	1
747_5992	2
807_5960	2
7233_8053	1
9388_9451	5
4962_5403	1
747_5795	1
5934_6015	2
8808_9175	1
775_8355	1
747_5777	2
6096_6889	1
5058_5777	4
634_9076	1
1108_3146	1
743_7408	1
6044_8358	1
743_4945	1
1102_3932	6
6051_8369	2
5648_9376	1
8993_9050	1
9411_9480	1
725_5426	1
7391_7456	1
6112_9455	1
978_1235	1
1725_1820	1
6044_8345	4
747_5390	1
6044_9082	1
1098_3932	1
8474_8884	1
8624_8679	1
681_4913	1
3924_4278	1
7100_8205	1
9442_9511	1
5463_5936	1
743_5950	1
807_893	1
1276_1347	1
617_695	1
8981_9059	1
6125_6192	1
4962_5954	3
6048_8389	1
740_4911	3
8361_8415	1
743_5917	1
557_5873	1
729_5390	1
7828_7923	1
743_5983	1
705_8375	1
501_580	1
740_5949	1
4490_4558	1
8707_8881	1
891_2299	2
5463_8369	1
1350_1515	1
743_801	1
9136_9238	1
6044_8341	1
2237_5960	1
652_9093	1
1120_1256	1
7491_7534	1
572_9073	1
5838_5917	1
8557_9069	1
8580_8682	1
743_4922	1
8195_8254	1
747_5988	1
807_4808	1
7675_7791	1
572_695	1
705_821	1
5463_5992	2
705_5409	1
587_5925	1
1223_4891	1
6048_6098	1
6380_6425	1
924_2395	1
6412_6474	1
4490_4598	1
2011_2157	1
5696_8554	1
2065_2126	1
7921_7988	1
3868_4075	1
552_830	1
747_5983	1
634_5390	1
524_860	1
880_1126	1
743_6029	1
516_1148	1
1191_9511	1
520_6194	1
527_1094	1
6044_8379	1
765_847	1
750_3401	1
705_796	1
9208_9347	1
2355_2818	1
617_8415	1
743_944	1
747_816	1
7406_7506	1
723_5390	1
665_860	1
743_9050	1
4962_5951	1
747_5348	1
909_4159	1
5893_6209	1
1186_1255	1
743_1145	1
743_1126	1
1268_1581	1
1104_3932	1
1858_4574	1
827_8203	1
1748_2345	1
4337_4405	1
1783_1925	1
988_2558	1
1290_1682	1
2011_2070	1
891_4567	1
909_3457	1
1961_2007	1
880_979	1
860_953	1
897_963	1
900_2140	1
1092_4369	1
1388_9615	1
909_971	1
883_979	1
1050_1157	1
3897_3980	1
1043_1136	1
2121_5330	1
1405_1532	1
1862_4574	1
1815_2345	1
1038_1103	1
1038_1109	2
1879_9093	1
3374_3470	1
4278_4393	1
1280_1329	1
1120_1198	1
1254_1310	1
1859_4576	1
1388_1471	1
1260_1544	1
1097_1565	1
1234_1329	1
1290_1379	1
1359_1431	1
3607_3664	1
1248_1927	1
3710_3760	1
1440_1660	1
1309_3401	1
2149_2212	1
1329_1874	1
1338_1874	1
1365_1914	1
1365_1868	2
1350_1817	1
1336_1783	1
2035_2668	1
1352_1874	1
1954_9054	1
1616_1682	1
1489_1775	1
1458_1868	1
1459_1872	1
1465_1868	1
2368_7219	1
5938_6080	1
1777_1868	1
1909_1990	1
2576_4546	1
1539_1925	1
1698_1853	1
1572_1886	1
1576_1872	1
1725_1874	1
2152_2218	1
1631_2016	1
1872_1975	1
1698_1771	1
1918_3367	1
3689_3748	1
1815_1871	1
2123_2218	1
2609_2783	1
2248_2474	1
2864_4586	1
1914_3847	1
2540_3401	1
2651_3118	1
2379_2427	1
2572_3220	1
3374_3427	1
3181_3283	1
2576_2632	1
2879_2971	1
2533_2617	1
2570_2656	1
2596_9181	1
3662_3893	1
2613_2866	1
3992_4812	1
3815_3893	1
3145_3324	1
2838_2942	1
3607_7680	1
4954_5028	1
3269_3401	1
2909_6646	1
3751_7680	1
3033_3302	1
4490_4546	1
3484_10701	1
3088_3635	1
4299_4362	1
3351_3470	1
3920_3975	1
4158_4405	1
4676_5725	1
3425_3529	1
3308_3831	1
3572_3916	1
4322_4369	1
3642_4246	1
4278_4489	1
4556_4641	1
3562_4159	1
4442_4623	1
3978_4159	1
5232_5333	1
4025_4081	1
5058_6180	1
6412_6720	1
3944_4042	1
4716_4814	1
7418_7490	1
4322_4405	1
4052_4405	1
4377_4522	1
4565_4684	1
5112_5219	1
4603_8415	1
4857_4984	1
4536_4586	1
4556_4606	1
4303_4684	1
4347_4405	1
4422_4472	1
4431_4814	1
6246_6373	1
5331_5492	1
4599_4659	1
4565_4670	1
4754_4930	1
4648_5468	1
4754_4819	1
4664_4753	1
4857_4956	1
6412_6492	1
5782_5840	1
7259_8171	1
5395_8255	1
7567_8029	1
4933_5468	1
5463_5980	1
5076_5492	1
5172_7319	1
5172_8001	1
5590_5717	1
8982_9093	1
8981_9069	1
8831_8863	1
6120_10889	1
6084_6176	1
5392_5489	1
5661_5709	1
8312_8375	1
5477_5552	1
5565_9076	1
5695_5810	1
5827_5936	1
6013_6134	1
5915_6098	1
5915_6019	1
6051_6176	1
6057_6134	1
5838_6019	1
6048_6101	1
6333_6594	1
6033_6106	1
6177_6518	1
5966_6137	1
6025_6143	1
5806_5855	1
5693_6015	1
6192_6373	1
6901_8129	1
5953_6313	1
5893_5992	1
5966_6021	1
5845_6056	2
6013_6080	1
5800_6134	1
5789_6887	1
7655_7715	1
5804_6143	1
6084_6150	1
5954_6027	1
6120_6236	1
9005_9175	1
6226_6658	1
9287_9347	1
7699_8046	3
6783_6861	2
7381_7459	1
8239_8616	1
6298_6934	1
6421_6474	1
6363_6890	1
6405_6768	1
8759_8813	1
7750_7840	1
6763_6882	1
7305_7380	1
8894_8988	1
6536_6658	1
6896_7071	1
6469_6897	1
8882_9037	1
7261_9318	1
6473_6861	1
6598_6652	1
7767_7840	1
6849_8157	1
7271_8053	1
8423_8500	1
8601_8884	1
7252_8197	1
7858_8053	1
8094_8668	1
6866_7071	1
8707_8762	1
8677_8813	1
8919_8995	1
7706_8029	1
6991_8032	1
7205_7680	1
7750_8884	1
7293_7367	1
8548_8863	1
8290_8446	1
8707_8813	1
6903_7123	1
8057_8113	1
9208_9293	1
6889_7874	1
7923_8142	1
8557_8630	1
8694_8995	1
7278_8565	1
7069_7145	1
8248_9402	1
9312_9402	1
8919_9006	1
7776_7871	1
7562_8032	1
9461_9528	1
8811_9037	1
8391_8446	1
7675_7749	1
7954_8032	1
8882_8982	1
7699_8053	1
9171_9272	1
8014_8078	1
8611_8930	1
7960_8053	1
8590_8745	1
8335_8515	1
9158_9229	1
8053_8142	1
8707_8843	1
8632_9160	1
8611_9076	1
9294_9347	1
8934_9030	1
8616_8863	1
8797_8884	1
8556_9010	1
8934_9001	1
9036_9423	1
8894_8968	1
9005_9188	1
9242_9318	1
9435_9536	1
9439_9545	1
8808_8884	1
9121_9451	1
9588_14203	1
9052_9132	1
9251_9390	1
9221_9275	1
9350_9453	1
9388_9494	1
