start_site	Count
92	1
122	1
168	1
189	1
272	1
293	1
349	1
350	1
363	1
378	1
381	1
384	36
385	1
387	1
389	5
390	15
391	3
392	12
393	4
394	5
396	1
397	1
399	2
400	4
402	5
404	1
407	1
409	1
414	2
428	1
443	2
449	1
450	1
451	1
452	22
453	3
454	397
455	33
456	23
457	20
458	16
459	235
460	22
461	10
462	4
463	5
464	1
465	3
466	2
467	4
468	10
469	5
470	2
471	7
472	16
473	2
474	10
475	2
476	2
477	2
478	1
479	1
481	2
482	2
483	5
484	1
485	3
486	5
487	6
489	1
490	3
492	3
494	1
498	1
499	4
500	1
504	3
505	11
506	3
507	3
511	2
512	2
514	1
517	1
523	1
541	1
545	1
546	1
557	1
564	1
565	1
567	1
576	1
583	1
588	2
590	1
591	1
597	1
607	1
636	1
639	3
640	2
644	1
647	1
648	1
649	3
650	1
654	1
668	1
673	1
681	1
688	1
718	1
729	1
731	1
735	1
756	1
761	1
787	5
796	2
798	1
800	2
816	4
818	4
821	1
836	2
839	1
840	1
847	1
848	3
849	2
850	140
853	3
854	14
855	1
858	1
859	8
860	44
861	11
862	11
863	2
864	3
866	1
867	3
868	8
871	3
872	1
873	1
875	2
877	1
878	2
881	1
882	3
883	1
884	1
893	1
896	4
905	2
907	1
912	2
916	1
917	1
923	1
927	2
929	1
952	1
954	1
955	9
957	7
958	21
959	1
961	4
962	2
963	24
964	9
965	4
966	2
969	3
971	1
972	11
973	36
974	7
975	2
976	1
977	3
978	1
979	3
980	2
981	3
982	2
983	5
985	1
986	2
989	2
990	1
991	4
994	1
996	1
1001	1
1004	2
1009	1
1012	1
1014	1
1016	1
1017	1
1022	1
1037	1
1039	1
1040	12
1041	2
1042	4
1043	2
1044	3
1048	1
1051	2
1052	2
1055	1
1065	1
1091	1
1096	1
1108	1
1112	2
1113	2
1118	3
1126	1
1131	1
1139	1
1144	1
1156	1
1159	1
1162	1
1164	1
1170	2
1187	1
1188	1
1206	1
1208	2
1211	1
1222	1
1224	1
1226	2
1250	1
1258	1
1278	1
1282	1
1298	1
1315	1
1316	1
1320	1
1321	1
1322	5
1324	2
1325	2
1326	3
1328	3
1335	1
1340	1
1341	3
1343	1
1353	1
1362	2
1364	2
1376	1
1378	1
1379	1
1383	1
1385	2
1408	1
1410	1
1415	1
1417	1
1423	1
1424	5
1425	1
1433	1
1436	2
1442	1
1451	7
1453	1
1454	1
1455	1
1456	2
1458	2
1463	2
1464	1
1465	2
1467	1
1484	3
1485	1
1487	2
1488	1
1489	2
1490	1
1492	1
1495	1
1496	1
1497	4
1500	2
1503	1
1512	1
1515	1
1516	1
1521	2
1522	1
1526	1
1528	1
1531	1
1532	7
1534	1
1535	3
1544	2
1545	1
1546	1
1547	5
1555	1
1559	1
1563	1
1564	5
1565	1
1566	1
1574	1
1586	1
1587	1
1589	2
1597	1
1602	1
1603	1
1619	1
1630	1
1631	9
1632	1
1633	2
1636	1
1640	1
1644	1
1651	2
1654	3
1656	1
1665	1
1675	1
1678	1
1701	1
1704	1
1705	1
1710	1
1715	1
1725	1
1729	1
1730	1
1749	2
1751	1
1753	3
1754	25
1755	6
1756	2
1758	2
1759	1
1762	1
1764	1
1766	1
1768	1
1781	1
1792	1
1799	1
1807	2
1842	2
1849	2
1850	3
1851	19
1853	4
1857	1
1858	1
1861	1
1862	1
1864	1
1865	1
1869	1
1870	1
1872	2
1875	2
1889	1
1893	1
1909	2
1911	1
1920	1
1927	1
1932	1
1953	1
1962	1
1968	1
1975	1
1984	3
1987	2
1989	1
1991	1
1996	3
2002	1
2006	1
2008	1
2009	1
2022	1
2038	5
2044	1
2058	1
2073	1
2078	1
2079	1
2092	2
2102	1
2105	1
2114	1
2115	4
2117	2
2118	2
2119	1
2120	1
2124	1
2141	3
2143	1
2150	1
2180	2
2184	1
2185	7
2186	1
2188	1
2189	1
2195	1
2217	1
2234	1
2235	1
2277	2
2297	1
2298	1
2299	2
2300	5
2301	1
2308	1
2316	1
2328	1
2355	1
2357	1
2370	1
2395	2
2399	1
2402	3
2408	1
2409	1
2411	1
2431	1
2444	1
2463	1
2467	1
2469	1
2472	1
2508	2
2512	1
2534	3
2539	1
2588	1
2592	2
2599	1
2601	2
2607	1
2630	1
2632	1
2638	1
2646	1
2652	1
2653	1
2662	1
2671	2
2672	2
2673	1
2678	1
2680	1
2682	3
2684	1
2700	1
2702	1
2706	1
2709	1
2712	1
2736	1
2740	1
2761	3
2769	1
2775	3
2794	1
2797	1
2801	1
2819	1
2835	1
2844	5
2855	1
2857	2
2858	1
2871	1
2886	1
2916	1
2928	2
2929	1
2930	1
2963	2
2969	1
2970	4
2988	1
3001	1
3002	2
3012	2
3040	1
3060	1
3064	1
3072	1
3078	1
3112	1
3119	2
3123	1
3129	1
3135	1
3144	1
3145	1
3166	1
3168	1
3171	1
3181	1
3183	1
3184	6
3186	1
3187	1
3190	1
3192	2
3196	1
3200	1
3204	1
3205	2
3206	1
3213	2
3218	1
3235	2
3266	1
3268	1
3269	1
3271	2
3276	2
3279	3
3281	1
3285	2
3289	1
3290	1
3296	1
3300	1
3301	1
3304	1
3308	1
3332	2
3336	1
3340	1
3342	1
3346	5
3348	1
3350	1
3354	1
3366	3
3379	1
3381	1
3387	1
3393	2
3399	7
3400	47
3401	2
3402	1
3404	1
3406	2
3407	3
3409	2
3410	1
3412	1
3416	2
3418	1
3425	1
3430	2
3439	1
3441	1
3445	1
3447	1
3452	1
3458	1
3467	1
3469	2
3470	2
3473	2
3474	1
3479	1
3486	1
3488	1
3490	1
3493	1
3499	2
3500	1
3501	1
3504	1
3511	1
3528	1
3531	2
3536	2
3537	1
3539	1
3545	2
3546	2
3558	1
3561	1
3562	1
3563	1
3564	1
3576	1
3601	1
3613	1
3615	1
3616	1
3626	5
3632	2
3636	1
3637	1
3642	1
3668	1
3679	1
3687	1
3697	6
3709	1
3715	1
3725	1
3734	1
3742	2
3751	1
3754	5
3758	1
3760	1
3761	1
3762	2
3769	1
3778	1
3786	1
3789	1
3790	5
3791	1
3792	2
3794	1
3795	1
3796	2
3797	1
3799	1
3803	1
3807	1
3837	2
3840	1
3841	1
3855	1
3856	1
3858	2
3871	1
3879	5
3880	2
3882	1
3891	1
3892	7
3893	1
3894	2
3900	1
3906	14
3908	1
3909	1
3915	3
3921	1
3923	1
3930	1
3932	1
3934	2
3936	2
3942	1
3945	1
3946	1
3949	1
3963	1
3972	2
3974	2
3975	1
3977	2
3983	3
3987	1
3990	1
3994	1
3995	1
3996	5
3997	1
3999	1
4010	1
4015	1
4016	16
4017	1
4020	1
4023	2
