junction	Count
98_9174	1
275_9030	1
334_9175	1
201_9277	1
368_9355	1
396_9076	1
497_9272	1
396_9216	1
476_9345	1
448_9181	1
543_9175	1
743_4913	97
4962_5777	10
747_5795	1
6044_8369	282
740_4911	1
743_5390	92
743_5777	20
743_5976	179
4962_5954	3
765_5949	1
6783_8267	1
743_5954	38
4962_5976	21
747_4919	5
4962_5960	2
743_5936	5
4962_5390	32
747_5960	5
747_5777	3
743_5960	28
5463_5976	56
9163_9223	1
5463_5960	8
6048_8369	5
8736_8813	1
6075_8386	1
617_9069	1
5463_5777	8
747_5390	1
5463_5936	2
5463_5954	11
743_5980	3
555_650	1
743_5983	1
6051_8389	1
5533_5578	1
747_4922	2
6044_8379	1
6044_8389	2
729_5390	1
5953_8440	1
4962_5917	1
6075_6134	1
8679_9043	1
6029_8369	1
7960_8134	1
5463_8341	1
743_8369	1
747_5976	1
9388_9487	1
5058_5390	1
5058_5976	1
6644_6731	1
747_5992	1
690_5983	1
7069_7185	1
634_9074	1
628_9076	1
812_9064	1
