size	Count
1472	29
471	705
465	235
1428	1
469	731
446	13
695	2
1465	1020
466	430
468	125
1463	105
1140	2
1460	90
458	34
1452	49
456	30
1095	1
1473	58
1456	24
733	1
452	12
1489	1
457	34
1457	54
1468	100
1459	73
1464	163
463	94
1212	2
1558	2
1394	1
1431	4
376	1
459	20
1471	24
1319	2
1258	3
1389	2
470	100
460	39
1259	2
464	116
1121	1
453	33
1445	15
1066	1
1379	2
1183	1
467	151
1435	3
681	1
438	3
482	2
1440	5
1536	2
511	1
1050	1
1576	4
454	11
990	1
1467	56
718	2
1458	39
831	1
455	15
1350	2
1451	15
1321	1
1418	4
1450	14
919	2
1442	8
1462	69
767	1
1453	8
950	2
994	1
1103	1
1392	1
1466	21
752	1
1439	8
1474	9
1252	2
1393	4
1469	102
1261	2
1470	11
1320	1
1575	1
1587	2
1454	18
873	1
450	9
1109	1
1084	3
474	2
1091	1
1421	12
712	3
672	2
723	6
1305	1
731	2
732	1
1172	1
1507	1
1477	1
902	1
1556	1
528	1
1554	2
1156	2
485	3
1083	3
1481	1
700	2
928	2
1057	2
585	2
1079	2
373	1
1577	2
451	21
1024	1
1479	1
738	1
946	1
1291	3
1299	1
1582	2
1185	1
1073	1
560	1
569	1
986	3
642	1
1567	2
472	9
617	1
878	1
1331	2
1562	4
563	1
1075	1
426	2
1227	1
1547	3
1045	1
1538	1
691	2
708	1
1409	2
1406	2
944	1
1449	16
669	1
1496	2
734	2
447	9
592	4
1327	3
1300	3
400	1
1437	3
1314	1
641	1
705	4
1580	2
1443	4
742	2
996	1
1529	4
1063	2
1407	3
1534	4
1430	2
431	1
699	2
445	7
934	1
1094	3
1127	1
987	2
1277	3
673	3
1187	2
1446	4
1058	3
1461	42
1416	2
1570	1
1255	1
561	1
1104	2
1153	1
1053	2
1527	1
725	3
1360	1
1447	12
1425	1
1085	5
1433	1
1061	2
462	59
997	1
604	2
1256	4
659	1
1402	2
930	2
818	1
676	1
1098	1
1508	2
547	1
1544	2
1065	3
1579	3
1382	1
1067	1
1448	7
481	2
1308	3
1586	2
715	4
437	1
610	4
1581	2
1566	3
953	2
1243	5
422	1
529	1
1081	1
1487	1
1375	1
1550	2
1573	3
936	1
1408	3
657	2
1078	2
645	1
1046	1
629	2
1546	1
1266	3
1194	1
1503	1
1101	2
1155	1
1395	2
846	1
840	1
1082	3
999	2
820	1
925	1
461	37
412	3
739	1
526	1
1126	1
992	2
1444	6
436	4
727	2
433	3
1411	3
1315	2
1424	3
1328	1
1511	1
473	3
596	1
1495	1
1504	2
1056	1
1559	2
1561	4
1385	1
1347	2
722	3
797	1
1205	2
1274	1
643	1
1076	1
1348	2
1222	1
1553	1
440	9
1268	1
443	9
1062	2
1484	1
1524	3
1455	18
1565	3
1502	1
1528	2
619	1
655	1
1518	1
1282	1
1432	2
1380	1
1211	1
414	1
1434	5
735	2
1413	4
1178	1
587	2
448	8
1290	2
871	1
1192	2
961	1
945	1
478	1
646	1
1535	2
1054	3
1475	2
1323	2
1551	1
1077	1
850	1
1572	2
1422	3
1087	1
491	1
1415	3
719	1
1264	2
1500	1
671	1
1144	1
1514	1
420	5
765	1
1478	1
1071	1
1354	2
1381	1
706	1
1513	1
650	1
401	2
823	1
1568	3
613	1
1597	1
1342	1
593	1
1317	2
771	1
1117	1
384	1
1410	1
1426	4
685	2
1427	1
1574	2
1251	1
1519	1
849	1
1545	2
549	1
1204	2
1423	2
510	1
1267	1
1294	1
1419	2
1307	1
444	6
1306	1
1526	1
869	1
479	2
1118	2
937	1
1008	1
1015	2
1509	1
1171	1
954	2
1116	2
489	1
1541	1
1030	1
1026	1
449	9
970	1
974	2
736	2
729	1
1578	1
1352	2
679	1
1585	1
1531	2
720	1
1201	1
432	2
231	1
1151	1
1088	2
812	2
768	1
603	1
1436	2
1560	1
1228	1
819	1
625	1
1152	2
959	1
1232	1
1231	1
628	1
726	2
1549	3
759	1
606	1
1280	1
868	1
1292	1
1229	1
1548	1
730	1
424	3
305	1
1336	1
1543	2
865	1
578	1
1304	2
647	1
1438	3
507	1
711	1
442	1
1273	2
670	1
312	1
1004	1
1226	2
441	3
1441	1
1055	1
589	1
1533	1
542	1
1498	1
1247	1
857	1
1388	2
829	1
1287	1
566	1
1569	1
667	1
630	1
577	1
396	1
434	1
1157	1
1236	1
1086	1
1361	1
1522	1
1099	2
1414	1
781	1
1092	1
1369	1
504	1
1001	1
1310	1
1525	2
423	2
1516	1
884	1
678	1
1027	1
689	1
435	2
1564	1
416	1
1401	1
1420	1
1340	2
1276	1
425	5
1510	1
1208	2
411	1
558	1
1025	1
439	3
1398	2
427	4
1180	1
1210	1
1093	1
941	1
409	2
1133	2
903	1
413	2
421	2
1303	1
391	1
1542	1
1131	1
697	1
406	1
1288	1
1391	1
1367	1
417	1
419	1
328	1
1221	1
1364	1
407	1
1404	1
620	1
1386	1
1302	1
1485	1
1358	1
864	1
1138	2
1346	1
1349	1
1345	1
1344	1
1383	1
553	1
1335	1
1330	1
920	1
1301	1
1269	1
1289	1
1260	1
1257	1
1253	1
1029	1
1234	1
1213	1
1209	1
1193	1
1191	3
1173	1
995	1
1112	1
1105	1
1096	1
1137	1
1043	1
1013	1
890	1
964	1
907	1
778	1
