3prime_site	Count
642	10
152	1625
649	1950
150	1057
106	9
450	6
154	128
148	355
768	3
637	247
85	3
785	5
703	1
639	133
133	6
1156	2
655	5
847	22
1180	1
185	11
314	2
656	24
280	2
496	2
663	2
410	5
1402	2
619	2
248	11
261	17
628	9
285	7
624	1
643	12
748	2
947	7
153	1
657	5
489	5
1303	1
684	1
648	5
651	36
980	1
869	1
238	1
417	1
747	2
746	6
269	3
128	2
757	2
607	2
192	1
217	8
511	2
210	4
830	21
1280	1
641	16
645	1
380	1
647	4
694	3
99	8
253	10
580	5
726	1
166	14
718	3
299	2
235	6
422	6
882	1
553	3
767	12
266	2
232	7
659	2
452	3
955	9
388	8
1040	2
1165	3
358	1
1129	2
875	3
540	5
687	1
564	2
575	4
658	1
1030	3
1037	1
505	1
286	4
1406	2
660	1
394	4
714	5
720	1
679	1
877	1
54	7
650	2
95	1
615	1
138	1
689	2
1103	1
595	4
623	4
978	1
774	2
200	1
535	1
910	2
532	12
1230	1
1082	3
315	2
721	1
12	2
959	1
126	6
384	3
142	5
437	2
293	2
675	1
11	15
1343	2
616	1
203	1
448	2
805	1
666	1
174	2
498	1
243	1
398	1
736	4
323	2
1245	2
1327	2
107	1
79	1
740	4
1162	7
681	1
528	3
252	1
640	7
1031	1
887	2
599	2
1413	1
40	1
1370	1
1214	2
653	4
453	1
339	1
654	4
933	1
276	1
662	2
402	3
1394	1
1190	1
1004	2
610	1
665	1
32	1
871	2
52	1
1025	1
990	1
334	1
1140	2
1456	1
351	2
1373	1
1528	1
560	1
312	1
463	1
28	1
1458	2
751	1
331	1
340	1
1408	1
67	1
1371	1
777	1
121	1
922	2
692	1
289	1
1150	1
1495	1
771	3
1208	2
891	1
888	1
201	2
1083	1
799	4
1314	1
1447	1
1336	1
601	1
363	2
306	2
969	1
342	1
742	1
1329	1
204	1
1321	1
678	1
550	1
1292	1
13	1
1265	1
708	1
14	2
1288	1
362	1
74	1
928	1
1237	2
1380	1
114	1
584	1
652	1
1028	1
367	2
683	1
885	1
646	2
1419	1
1387	1
906	1
65	1
361	1
1219	1
454	1
975	1
