start_site	Count
1	156827
2	5152
3	3607
4	7316
5	1806
6	7403
7	4185
8	2935
9	5548
10	708
11	562
12	419
13	151
14	284
15	288
16	225
17	604
18	188
19	272
20	52
22	3
23	8
24	11
25	1
26	13
27	725
28	169
29	93
30	58
31	154
32	157
33	6
34	7
35	14
36	5
37	2
38	2
40	1
43	2
44	6
45	1720
46	155
47	90
48	111
49	57
50	63
51	69
52	42
53	91
54	25
55	53
56	71
57	110
58	95
59	58
60	43
61	111
62	76
63	35
64	63
65	14
66	74
67	11
68	34
69	27
70	28
71	72
72	54
73	25
74	19
75	19
76	7
77	6
78	63
79	7
80	16
81	46
82	14
83	10
84	1
85	1
86	1
87	46
88	12
89	21
90	32
91	16
92	16
93	13
94	25
95	17
96	1
97	4
98	1
99	49
100	18
101	14
102	27
103	8
104	15
105	7
106	7
107	10
108	10
109	17
110	10
111	19
112	34
113	8
114	8
115	14
116	12
118	2
119	1
120	54
121	25
122	13
123	3
124	9
125	8
126	5
127	3
128	4
129	43
130	18
131	22
132	14
133	25
134	21
135	17
136	23
137	14
138	13
139	4
140	2
141	1
142	4
143	2
144	33
145	8
146	20
147	8
148	21
149	13
150	15
151	9
152	10
153	13
154	12
155	9
156	15
157	19
158	8
159	7
160	2
161	7
162	21
163	15
164	11
165	11
166	2
167	4
168	4
169	5
174	2
176	58
177	11
178	13
179	6
180	6
181	4
182	10
183	8
185	1
186	2
187	30
188	6
189	21
190	12
191	10
192	6
193	9
194	11
195	7
196	13
197	14
198	10
199	7
200	18
201	6
202	14
203	19
204	2
205	9
206	8
207	19
208	6
209	13
210	5
211	4
212	5
213	11
214	14
215	24
216	10
217	3
218	10
219	3
220	11
221	4
225	21
226	11
227	6
228	6
229	5
230	7
231	6
232	9
233	25
234	22
235	14
236	6
237	10
238	4
239	12
240	7
241	11
242	4
243	10
244	9
245	3
246	3
247	7
250	1
251	16
252	2
253	4
254	2
255	8
256	13
257	4
258	1
259	4
260	4
261	11
262	2
263	1
265	1
266	18
267	13
268	17
269	3
270	5
271	5
272	9
273	5
274	4
275	16
276	3
277	5
278	10
279	6
280	9
281	4
282	7
283	9
284	5
285	4
287	2
288	8
289	3
290	9
291	5
292	3
293	2
294	1
296	1
301	1
305	6
306	55
307	8
308	4
309	3
310	1
311	8
312	5
313	3
314	7
315	8
316	4
317	3
318	3
319	2
320	1
321	1
322	2
323	4
324	2
326	3
327	4
328	6
329	1
330	3
333	1
334	10
335	4
336	2
337	2
338	2
339	1
341	3
342	1
345	6
346	1
350	7
351	2
354	14
355	5
356	3
358	3
359	4
360	3
361	2
362	4
363	1
364	3
365	2
366	5
367	1
368	5
369	4
370	1
371	2
372	4
373	2
374	7
376	1
378	3
379	3
380	2
381	4
382	1
383	2
387	13
388	3
389	4
390	5
391	2
392	2
393	1
394	1
395	1
396	1
397	1
398	7
399	2
402	2
407	9
408	5
409	2
410	4
411	8
412	3
413	5
414	2
415	1
416	2
417	1
418	2
419	1
421	3
422	3
424	3
427	2
430	2
432	15
433	6
434	5
435	4
436	2
437	2
444	4
446	2
447	4
448	1
449	4
450	2
451	3
452	1
453	2
454	3
455	4
456	1
457	1
459	4
460	2
464	4
466	1
468	1
469	1
471	5
473	5
474	3
475	3
476	6
478	3
479	2
480	1
485	1
486	2
487	5
488	3
489	1
491	1
492	10
493	2
494	1
495	4
496	1
498	1
501	1
502	14
503	2
508	5
509	1
512	4
513	2
514	2
515	2
525	33
526	7
527	2
528	6
529	6
530	2
531	5
532	3
533	3
534	4
535	2
536	2
537	1
540	1
542	1
543	5
544	2
546	3
547	1
548	1
550	2
551	2
558	9
559	1
560	2
564	6
568	8
569	3
570	3
571	6
572	2
573	2
575	1
576	1
577	2
578	2
586	2
587	8
589	1
590	1
591	1
592	2
593	2
597	3
598	3
599	1
601	5
602	1
611	1
612	9
613	1
616	2
617	2
621	2
622	1
623	1
624	3
625	3
630	1
632	5
634	1
635	1
636	2
641	5
642	2
643	1
644	3
645	1
646	2
647	2
649	1
650	2
651	1
652	2
655	3
659	1
661	1
663	1
667	1
669	1
672	16
673	3
674	3
675	3
676	1
678	1
680	2
682	1
683	1
684	4
685	2
686	2
687	1
688	37
689	4
690	1
691	2
692	2
693	5
694	1
695	3
697	1
698	2
699	4
700	1
701	2
703	1
704	6
705	8
706	1
707	1
709	3
710	2
711	1
712	2
715	2
716	1
717	1
718	5
719	3
720	2
721	2
722	2
723	2
724	1
728	7
730	3
731	1
732	4
733	2
734	1
735	2
737	3
738	1
739	3
740	2
741	3
742	2
743	1
744	1
745	2
746	2
747	1
748	1
749	1
750	2
751	1
752	1
758	3
759	9
760	8
761	2
762	4
763	2
765	2
766	1
767	3
768	1
770	1
771	1
772	1
775	4
777	1
780	2
781	1
782	1
783	1
784	2
785	1
789	2
790	2
793	1
825	1
842	1
844	107
845	2
846	6
850	7
851	1
871	1
872	38
873	1
875	1
903	1
908	1
910	67
911	2
912	3
913	5
914	9
915	2
916	6
919	1
920	4
921	4
926	4
931	4
932	2
935	1
937	1
955	12
958	1
959	4
960	21
964	2
968	2
970	2
979	5
980	3
982	4
983	1
984	2
986	1
987	1
989	1
990	2
991	1
993	1
997	1
1001	18
1002	1
1003	4
1004	1
1005	4
1006	1
1007	3
1008	1
1009	1
1011	1
1013	2
1014	1
1018	1
1030	2
1031	1
1032	1
1042	1
1044	7
1046	2
1049	1
1050	1
1060	1
1066	1
1070	1
1071	10
1072	1
1076	6
1077	2
1079	1
1083	1
1084	1
1085	3
1087	1
1089	2
1091	1
1096	1
1098	2
1102	2
1104	2
1105	1
1108	1
1129	1
1130	23
1131	2
1132	1
1135	2
1137	1
1138	1
1139	1
1141	1
