Genome position	Count
0	8000
1	8001
2	8002
3	8003
4	8004
5	8005
6	8006
7	8007
8	8008
9	8009
10	8010
11	8011
12	8012
13	8013
14	8014
15	8015
16	8016
17	8017
18	8018
19	8019
20	8019
21	8020
22	8021
23	8022
24	8023
25	8024
26	8025
27	8026
28	8027
29	8028
30	8029
31	8030
32	8031
33	8032
34	8033
35	8034
36	8035
37	8036
38	8036
39	8037
40	8037
41	8037
42	8038
43	8039
44	8040
45	8041
46	8042
47	8043
48	8044
49	8045
50	8046
51	8047
52	8048
53	8049
54	8050
55	8051
56	8052
57	8053
58	8054
59	8055
60	8056
61	8057
62	8058
63	8059
64	8060
65	8061
66	8062
67	8063
68	8064
69	8065
70	8066
71	8067
72	8068
73	8069
74	8070
75	8071
76	8072
77	8073
78	8074
79	8075
80	8076
81	8077
82	8078
83	8079
84	8080
85	8081
86	8082
87	8083
88	8084
89	8085
90	8086
91	8087
92	8088
93	8089
94	8090
95	8091
96	8092
97	8093
98	8094
99	8095
100	8096
101	8097
102	8098
103	8099
104	8100
105	8101
106	8102
107	8103
108	8104
109	8105
110	8106
111	8107
112	8108
113	8109
114	8110
115	8111
116	8111
117	8112
118	8113
119	8114
120	8115
121	8116
122	8117
123	8118
124	8119
125	8120
126	8121
127	8121
128	8122
129	8123
130	8124
131	8125
132	8126
133	8127
134	8128
135	8129
136	8130
137	8131
138	8132
139	8133
140	8134
141	8135
142	8136
143	8137
144	8138
145	8139
146	8140
147	8141
148	8142
149	8143
150	8144
151	8145
152	8146
153	8147
154	8148
155	8149
156	8150
157	8151
158	8152
159	8153
160	8154
161	8155
162	8156
163	8157
164	8158
165	8159
166	8160
167	8161
168	8162
169	8162
170	8162
171	8162
172	8162
173	8163
174	8163
175	8164
176	8165
177	8166
178	8167
179	8168
180	8168
181	8169
182	8170
183	8170
184	8171
185	8172
186	8173
187	8174
188	8175
189	8176
190	8177
191	8178
192	8179
193	8180
194	8181
195	8182
196	8183
197	8184
198	8185
199	8186
200	8187
201	8188
202	8189
203	8190
204	8191
205	8192
206	8193
207	8194
208	8195
209	8196
210	8197
211	8198
212	8199
213	8200
214	8201
215	8202
216	8203
217	8204
218	8205
219	8206
220	8207
221	8207
222	8207
223	8207
224	8208
225	8209
226	8210
227	8211
228	8212
229	8213
230	8214
231	8215
232	8216
233	8217
234	8218
235	8219
236	8219
237	8220
238	8221
239	8220
240	8221
241	8222
242	8219
243	8219
244	8220
245	8221
246	8222
247	8222
248	8222
249	8223
250	8224
251	8225
252	8226
253	8226
254	8227
255	8228
256	8229
257	8230
258	8231
259	8232
260	8233
261	8233
262	8234
263	8234
264	8235
265	8236
266	8237
267	8238
268	8239
269	8240
270	8241
271	8242
272	8243
273	8244
274	8245
275	8246
276	8247
277	8248
278	8249
279	8250
280	8251
281	8252
282	8253
283	8254
284	8255
285	8255
286	8256
287	8257
288	8258
289	8259
290	8260
291	8261
292	8262
293	8263
294	8263
295	8264
296	8264
297	8263
298	8263
299	8263
300	8264
301	8263
302	8263
303	8263
304	8264
305	8265
306	8266
307	8267
308	8268
309	8269
310	8270
311	8271
312	8272
313	8273
314	8274
315	8275
316	8276
317	8277
318	8278
319	8279
320	8280
321	8281
322	8282
323	8282
324	8282
325	8283
326	8284
327	8285
328	8286
329	8287
330	8287
331	8287
332	8288
333	8289
334	8290
335	8291
336	8292
337	8293
338	8294
339	8294
340	8295
341	8296
342	8296
343	8296
344	8297
345	8298
346	8298
347	8297
348	8297
349	8298
350	8299
351	8299
352	8299
353	8300
354	8301
355	8302
356	8302
357	8303
358	8304
359	8305
360	8306
361	8307
362	8308
363	8309
364	8310
365	8311
366	8312
367	8313
368	8314
369	8315
370	8316
371	8317
372	8318
373	8319
374	8319
375	8319
376	8319
377	8320
378	8321
379	8322
380	8323
381	8324
382	8325
383	8325
384	8325
385	8325
386	8326
387	8327
388	8328
389	8329
390	8330
391	8331
392	8332
393	8333
394	8334
395	8335
396	8335
397	8336
398	8337
399	8337
400	8337
401	8338
402	8338
403	8338
404	8338
405	8338
406	8339
407	8340
408	8341
409	8342
410	8343
411	8344
412	8345
413	8346
414	8347
415	8348
416	8349
417	8350
418	8351
419	8351
420	8352
421	8353
422	8353
423	8354
424	8354
425	8354
426	8355
427	8355
428	8355
429	8356
430	8356
431	8357
432	8358
433	8359
434	8360
435	8361
436	8362
437	8362
438	8362
439	8362
440	8362
441	8362
442	8362
443	8363
444	8363
445	8364
